"interview__key","y5_hhid","y4_hhid","indidy5","hh_b01","hh_b02","hh_b03_1","hh_b03_2","hh_b04","hh_b05","hh_b06","hh_b07","hh_b08","hh_b09_1","hh_b0a","hh_b0b","hh_b10","hh_b11","hh_b12_1","hh_b12_2","hh_b13","hh_b14","hh_b15_1","hh_b15_2","hh_b16","hh_b17","hh_b18","hh_b19","hh_b20","hh_b21_1","hh_b21_2","hh_b21_3","hh_b21_4","hh_b22","hh_b23_1","hh_b23_2","hh_b23_3","hh_b23_4","hh_b24","hh_b25","hh_b26","hh_b27_2","hh_b27_3","hh_b28","hh_b29_2","hh_b29_3"
"56-74-50-10","6820-001-01","6820-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",25,3,4,1,31,1,1,,0,11,98,,21,4,96,1,,,1,6,,,,,,,,,,,,,99,,,,,
"56-74-50-10","6820-001-01","6820-001",5,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",23,3,5,1,31,1,2,1,0,16,98,,18,5,96,1,,,1,6,,,,,,,,,,,,,99,,,,,
"56-74-50-10","6820-001-01","6820-001",6,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",18,6,6,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"56-74-50-10","6820-001-01","6820-001",7,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",7,6,99,1,31,1,2,4,0,14,97,,,5,97,,,5,2,,,,,,,,,,,,,,,,,,,
"56-74-50-10","6820-001-01","6820-001",8,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",5,6,99,1,31,1,2,4,0,14,97,,,5,97,,,3,2,,,,,,,,,,,,,,,,,,,
"73-18-89-47","6820-001-02","6820-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",30,1,2,1,31,1,2,2,0,10,98,,24,5,97,,,5,1,1,1,2,,,,1,2,,,,2,,99,,,,,
"73-18-89-47","6820-001-02","6820-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",23,2,99,1,31,1,1,,0,11,97,,,8,97,,,3,1,1,1,2,,,,1,1,,,,2,,5,54,541,3,54,541
"73-18-89-47","6820-001-02","6820-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,3,99,1,31,1,2,2,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"73-18-89-47","6820-001-02","6820-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,3,99,1,31,1,2,2,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"73-18-89-47","6820-001-02","6820-001",5,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,3,99,1,31,1,2,2,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"01-25-68-07","6820-001-04","6820-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",31,1,99,1,31,1,2,2,0,7,97,,,5,97,,,5,1,1,1,2,,,,1,2,,,,2,,99,,,,,
"01-25-68-07","6820-001-04","6820-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",27,2,3,1,31,1,1,,0,11,98,,22,5,97,,,5,1,1,1,2,,,,1,1,,,,2,,4,55,551,3,55,551
"01-25-68-07","6820-001-04","6820-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,3,99,1,31,1,2,2,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"01-25-68-07","6820-001-04","6820-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,3,99,1,31,1,2,2,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"40-63-13-42","6821-001-01","6821-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",70,1,1,1,31,1,1,,0,1,98,,60,1,98,,60,1,1,1,4,2,,,,1,2,,,,2,,99,,,,,
"40-63-13-42","6821-001-01","6821-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",62,2,99,1,31,1,2,3,0,11,98,,56,8,98,,43,1,1,1,1,2,,,,1,1,,,,2,,48,55,552,3,55,552
"40-63-13-42","6821-001-01","6821-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",24,3,99,1,31,1,1,,0,11,96,1,,,96,2,,,1,1,1,2,,,,2,,,,,1,,99,,,,,
"40-63-13-42","6821-001-01","6821-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",18,6,99,1,31,1,1,,0,14,97,,,8,97,,,8,1,6,,,,,,,,,,,,,6,7,72,4,7,72
"40-63-13-42","6821-001-01","6821-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",18,3,99,1,31,1,1,,0,14,96,1,,,96,2,,,1,6,,,,,,,,,,,,,99,,,,,
"40-63-13-42","6821-001-01","6821-001",6,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",11,8,99,1,31,1,2,3,0,14,97,,,5,97,,,5,2,,,,,,,,,,,,,,,,,,,
"40-63-13-42","6821-001-01","6821-001",7,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",4,6,99,1,31,1,2,3,0,14,97,,,5,98,,2,5,2,,,,,,,,,,,,,,,,,,,
"71-89-41-69","6821-001-02","6821-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",57,1,2,1,31,1,1,,0,5,98,,30,1,98,,30,1,1,5,,,,,,,,,,,,,40,55,551,5,55,551
"71-89-41-69","6821-001-02","6821-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",25,3,3,1,31,1,2,2,0,16,98,,1,8,96,2,,,1,5,,,,,,,,,,,,,99,,,,,
"71-89-41-69","6821-001-02","6821-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",28,3,4,1,31,1,2,2,0,2,98,,2,8,96,2,,,1,6,,,,,,,,,,,,,99,,,,,
"92-59-32-25","6823-001-01","6823-001",1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",61,1,1,1,30,1,1,,0,10,98,,38,1,98,,42,1,1,5,,,,,,,,,,,,,30,55,551,5,55,551
"92-59-32-25","6823-001-01","6823-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",18,3,2,1,30,1,2,1,0,16,97,,,8,96,1,,,1,6,,,,,,,,,,,,,99,,,,,
"92-59-32-25","6823-001-01","6823-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",28,3,3,1,30,1,2,1,0,16,98,,15,8,96,1,,,1,6,,,,,,,,,,,,,99,,,,,
"92-59-32-25","6823-001-01","6823-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",22,3,4,1,30,1,2,1,0,13,97,,,8,96,1,,,1,6,,,,,,,,,,,,,99,,,,,
"50-00-81-78","6833-001-01","6833-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",39,1,1,1,31,1,1,,0,1,98,,20,1,97,,,1,1,1,1,2,,,,1,2,,,,2,,99,,,,,
"50-00-81-78","6833-001-01","6833-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",33,2,2,1,31,1,1,,0,11,97,,,1,97,,,1,1,1,1,2,,,,1,1,,,,2,,99,,,,,
"50-00-81-78","6833-001-01","6833-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",5,3,99,1,31,1,2,1,0,14,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"50-00-81-78","6833-001-01","6833-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",4,3,99,1,31,1,2,1,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"50-00-81-78","6833-001-01","6833-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,3,99,1,31,1,2,1,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"95-13-92-53","6834-001-01","6834-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",35,1,1,1,31,1,2,2,0,1,97,,,8,97,,,8,1,1,1,2,,,,1,2,,,,2,,99,,,,,
"95-13-92-53","6834-001-01","6834-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",25,2,2,1,31,1,1,,0,11,97,,,1,97,,,1,1,1,1,2,,,,1,1,,,,2,,99,,,,,
"95-13-92-53","6834-001-01","6834-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",5,3,99,1,31,1,2,2,0,16,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"95-13-92-53","6834-001-01","6834-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,3,99,1,31,1,2,2,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"95-13-92-53","6834-001-01","6834-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0,3,99,1,31,1,2,2,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"17-74-85-10","6835-001-01","6835-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",71,1,1,1,31,1,1,,0,16,98,,50,1,98,,60,8,1,1,1,2,,,,1,2,,,,2,,99,,,,,
"17-74-85-10","6835-001-01","6835-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",46,2,2,1,31,1,1,,0,1,98,,30,8,97,,,1,1,1,1,2,,,,1,1,,,,2,,20,55,552,3,55,552
"17-74-85-10","6835-001-01","6835-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",28,3,3,2,0,1,2,2,4,1,96,1,,,96,2,,,1,6,,,,,,,,,,,,,99,,,,,
"17-74-85-10","6835-001-01","6835-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",22,3,4,2,0,1,2,2,3,16,96,1,,,96,2,,,1,6,,,,,,,,,,,,,99,,,,,
"17-74-85-10","6835-001-01","6835-001",5,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",18,3,5,2,0,1,2,2,5,16,96,1,,,96,2,,,1,6,,,,,,,,,,,,,99,,,,,
"17-74-85-10","6835-001-01","6835-001",6,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",15,3,6,1,31,1,2,2,0,14,96,1,,,96,2,,,1,6,,,,,,,,,,,,,99,,,,,
"17-74-85-10","6835-001-01","6835-001",7,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",10,3,7,1,31,1,2,2,0,14,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"17-74-85-10","6835-001-01","6835-001",8,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",8,3,8,1,31,1,2,2,0,14,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"17-74-85-10","6835-001-01","6835-001",9,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",13,3,9,1,31,1,2,2,0,14,96,1,,,96,2,,,1,6,,,,,,,,,,,,,99,,,,,
"17-74-85-10","6835-001-01","6835-001",10,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",5,3,99,1,31,1,2,2,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"17-74-85-10","6835-001-01","6835-001",11,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,3,99,1,31,1,2,2,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"82-57-40-44","6836-001-01","6836-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",44,1,1,1,31,1,1,,0,1,98,,42,1,97,,,1,1,1,1,2,,,,1,2,,,,2,,99,,,,,
"82-57-40-44","6836-001-01","6836-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",34,2,2,1,31,1,1,,0,11,98,,28,1,97,,,1,1,1,1,2,,,,1,1,,,,2,,99,,,,,
"82-57-40-44","6836-001-01","6836-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",19,3,3,1,31,1,2,2,0,16,96,1,,,96,2,,,1,6,,,,,,,,,,,,,99,,,,,
"82-57-40-44","6836-001-01","6836-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",16,3,4,1,31,1,2,2,0,9,96,1,,,96,2,,,1,6,,,,,,,,,,,,,99,,,,,
"82-57-40-44","6836-001-01","6836-001",5,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",12,3,5,1,31,1,1,,0,14,96,1,,,96,2,,,1,6,,,,,,,,,,,,,99,,,,,
"82-57-40-44","6836-001-01","6836-001",6,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",9,3,6,1,31,1,2,2,0,14,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"82-57-40-44","6836-001-01","6836-001",7,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",7,3,7,1,31,1,2,2,0,14,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"82-57-40-44","6836-001-01","6836-001",8,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",5,3,99,1,31,1,2,1,0,11,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"82-57-40-44","6836-001-01","6836-001",9,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,3,99,1,31,1,2,2,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"82-57-40-44","6836-001-01","6836-001",10,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0,3,99,1,31,1,2,2,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"87-61-58-55","6837-001-01","6837-001",1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",38,2,1,1,31,1,1,,0,1,97,,,1,97,,,1,1,1,1,2,,,,1,8,,,,2,,99,,,,,
"87-61-58-55","6837-001-01","6837-001",2,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",17,3,2,1,31,1,2,1,0,14,96,8,,,96,1,,,1,6,,,,,,,,,,,,,99,,,,,
"87-61-58-55","6837-001-01","6837-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",14,3,3,1,31,1,2,1,0,14,96,8,,,96,1,,,1,6,,,,,,,,,,,,,99,,,,,
"87-61-58-55","6837-001-01","6837-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",12,3,4,1,31,1,2,1,0,14,96,8,,,96,1,,,1,6,,,,,,,,,,,,,99,,,,,
"87-61-58-55","6837-001-01","6837-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",10,3,5,1,31,1,2,1,0,14,96,8,,,96,1,,,2,,,,,,,,,,,,,,,,,,,
"87-61-58-55","6837-001-01","6837-001",6,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",7,3,6,1,31,1,2,1,0,14,96,8,,,96,1,,,2,,,,,,,,,,,,,,,,,,,
"87-61-58-55","6837-001-01","6837-001",7,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,3,99,1,31,1,2,1,0,17,96,8,,,96,1,,,2,,,,,,,,,,,,,,,,,,,
"87-61-58-55","6837-001-01","6837-001",8,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",47,1,99,1,31,1,2,1,0,1,98,,10,8,97,,,8,1,2,4,2,2,2,,1,1,,,,1,2,99,,,,,
"41-17-69-73","6838-001-01","6838-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",33,1,1,1,31,1,1,,0,1,98,,18,3,97,,,1,1,1,1,2,,,,1,2,,,,2,,99,,,,,
"41-17-69-73","6838-001-01","6838-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",24,2,2,1,31,1,1,,0,1,98,,15,4,97,,,1,1,1,1,2,,,,1,1,,,,2,,99,,,,,
"41-17-69-73","6838-001-01","6838-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",5,3,99,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41-17-69-73","6838-001-01","6838-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,3,99,1,31,1,2,1,0,1,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"27-51-88-02","6840-001-01","6840-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",56,1,1,1,31,1,1,,0,1,98,,25,1,97,,,1,1,1,1,2,,,,1,2,,,,2,,99,,,,,
"27-51-88-02","6840-001-01","6840-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",51,2,2,1,31,1,1,,0,1,98,,10,1,97,,,1,1,1,1,2,,,,1,1,,,,2,,27,55,551,3,55,551
"27-51-88-02","6840-001-01","6840-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",21,3,5,2,0,1,2,2,0,16,96,1,,,96,2,,,1,6,,,,,,,,,,,,,99,,,,,
"27-51-88-02","6840-001-01","6840-001",6,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",19,3,6,1,31,1,2,2,0,16,96,1,,,96,2,,,1,6,,,,,,,,,,,,,99,,,,,
"27-51-88-02","6840-001-01","6840-001",7,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",12,3,7,1,31,1,2,2,0,14,96,1,,,96,2,,,1,6,,,,,,,,,,,,,99,,,,,
"27-51-88-02","6840-001-01","6840-001",8,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",11,3,8,1,31,1,2,2,0,14,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"27-51-88-02","6840-001-01","6840-001",9,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",7,3,9,1,31,1,2,2,0,14,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"77-97-28-76","6840-001-03","6840-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",29,1,99,1,31,1,2,2,0,10,97,,,8,97,,,8,1,1,1,2,,,,1,2,,,,2,,4,55,551,5,55,551
"77-97-28-76","6840-001-03","6840-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",27,2,3,2,0,1,1,,0,11,97,,,1,97,,,1,1,1,1,2,,,,1,1,,,,2,,4,55,551,3,55,551
"77-97-28-76","6840-001-03","6840-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0,3,99,2,0,1,2,1,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"68-07-53-51","6840-001-04","6840-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",30,1,99,1,30,1,1,,0,7,97,,,8,97,,,1,1,1,1,2,,,,1,2,,,,2,,4,53,531,3,55,551
"68-07-53-51","6840-001-04","6840-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",24,2,4,2,0,1,1,,0,16,97,,,1,97,,,1,1,1,1,2,,,,1,1,,,,2,,4,55,551,3,55,551
"68-07-53-51","6840-001-04","6840-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,3,99,2,0,1,2,2,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"68-07-53-51","6840-001-04","6840-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0,3,99,2,0,1,2,2,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"88-19-35-89","6841-001-02","6841-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",16,4,2,1,31,1,2,4,0,14,97,,,1,96,4,,,1,6,,,,,,,,,,,,,99,,,,,
"88-19-35-89","6841-001-02","6841-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",41,1,99,1,31,1,2,4,0,1,98,,25,8,98,,39,8,1,2,4,2,2,,,1,4,,,,1,1,99,,,,,
"88-19-35-89","6841-001-02","6841-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",40,4,99,1,31,1,1,,0,11,98,,33,8,98,,34,8,1,1,4,2,,,,1,3,,,,2,,12,55,551,3,55,551
"88-19-35-89","6841-001-02","6841-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",22,3,99,1,31,1,2,4,0,14,96,3,,,97,,,8,1,6,,,,,,,,,,,,,99,,,,,
"88-19-35-89","6841-001-02","6841-001",6,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",15,3,99,1,31,1,2,4,0,14,96,3,,,96,4,,,1,6,,,,,,,,,,,,,99,,,,,
"88-19-35-89","6841-001-02","6841-001",7,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",15,3,99,1,31,1,2,4,0,14,96,3,,,96,4,,,1,6,,,,,,,,,,,,,99,,,,,
"88-19-35-89","6841-001-02","6841-001",8,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",12,3,99,1,31,1,2,4,0,14,96,3,,,96,4,,,1,6,,,,,,,,,,,,,99,,,,,
"88-19-35-89","6841-001-02","6841-001",9,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",9,3,99,1,31,1,2,4,0,14,96,3,,,96,4,,,2,,,,,,,,,,,,,,,,,,,
"88-19-35-89","6841-001-02","6841-001",10,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",7,3,99,1,31,1,2,4,0,14,96,3,,,96,4,,,2,,,,,,,,,,,,,,,,,,,
"88-19-35-89","6841-001-02","6841-001",11,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",4,3,99,1,31,1,2,4,0,17,96,3,,,96,4,,,2,,,,,,,,,,,,,,,,,,,
"88-19-35-89","6841-001-02","6841-001",12,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,3,99,1,31,1,2,4,0,17,96,3,,,96,4,,,2,,,,,,,,,,,,,,,,,,,
"88-19-35-89","6841-001-02","6841-001",13,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0,3,99,1,31,1,2,4,0,17,96,3,,,96,4,,,2,,,,,,,,,,,,,,,,,,,
"78-80-86-76","6852-001-01","6852-001",1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",56,1,1,2,0,1,1,,11,15,98,,10,1,98,,25,1,1,5,,,,,,,,,,,,,99,,,,,
"92-27-58-04","6853-001-01","6853-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",69,1,1,1,31,1,1,,0,16,98,,10,1,98,,40,1,1,5,,,,,,,,,,,,,25,55,552,5,55,552
"28-49-62-70","6853-001-02","6853-001",1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",46,1,2,1,31,1,1,,0,7,97,,,2,98,,10,1,1,5,,,,,,,,,,,,,5,55,552,4,55,551
"28-49-62-70","6853-001-02","6853-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",9,3,3,1,31,1,2,1,0,14,97,,,8,96,1,,,2,,,,,,,,,,,,,,,,,,,
"28-49-62-70","6853-001-02","6853-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",12,3,99,1,31,1,2,1,0,14,97,,,1,96,1,,,1,6,,,,,,,,,,,,,5,51,511,4,51,511
"58-38-79-07","6854-001-01","6854-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",51,1,1,1,31,1,2,2,4,1,97,,,1,97,,,5,1,2,1,2,2,,,1,2,,,,1,1,99,,,,,
"58-38-79-07","6854-001-01","6854-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",41,2,2,1,31,1,1,,0,1,98,,25,3,97,,,1,1,1,1,2,,,,1,1,,,,2,,26,55,552,3,55,552
"58-38-79-07","6854-001-01","6854-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",25,3,3,1,31,1,2,2,0,9,96,1,,,96,2,,,1,6,,,,,,,,,,,,,99,,,,,
"58-38-79-07","6854-001-01","6854-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",22,3,4,1,31,1,1,,0,16,96,1,,,96,2,,,1,5,,,,,,,,,,,,,1,55,552,5,55,552
"58-38-79-07","6854-001-01","6854-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",20,3,5,1,31,1,2,2,0,11,96,1,,,96,2,,,1,6,,,,,,,,,,,,,99,,,,,
"58-38-79-07","6854-001-01","6854-001",6,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",18,3,6,1,31,1,2,2,0,2,96,1,,,96,2,,,1,6,,,,,,,,,,,,,99,,,,,
"58-38-79-07","6854-001-01","6854-001",7,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",14,3,7,1,31,1,2,2,3,11,96,1,,,96,2,,,1,5,,,,,,,,,,,,,99,,,,,
"58-38-79-07","6854-001-01","6854-001",8,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",13,3,8,1,31,1,2,2,0,14,96,1,,,96,2,,,1,6,,,,,,,,,,,,,99,,,,,
"58-38-79-07","6854-001-01","6854-001",9,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",10,3,9,1,31,1,2,2,0,14,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
