"UPI","y4_hhid","indidy4","y5_hhid","indidy5"
1991,"8164-001",6,"8164-001-01",6
1992,"8163-001",1,,
1993,"8163-001",2,,
1994,"8163-001",3,,
1995,"8151-001",1,"8151-001-01",1
1996,"8151-001",2,"8151-001-02",1
1997,"8151-001",3,,
1998,"8150-001",1,"8150-001-01",1
1999,"8150-001",2,"8150-001-01",2
2000,"8150-001",3,"8150-001-01",3
2001,"8150-001",4,"8150-001-01",4
2002,"8149-001",1,"8149-001-01",1
2003,"8149-001",2,"8149-001-01",2
2004,"8149-001",3,,
2005,"8148-001",1,"8148-001-01",1
2006,"8147-001",1,"8147-001-01",1
2007,"8147-001",2,"8147-001-01",2
2008,"8147-001",3,"8147-001-01",3
2009,"8147-001",4,"8147-001-01",4
2010,"8147-001",5,"8147-001-01",5
2011,"8146-001",1,"8146-001-01",1
2012,"8146-001",2,"8146-001-01",2
2013,"8146-001",3,"8146-001-01",3
2014,"8146-001",4,"8146-001-01",4
2015,"8146-001",5,"8146-001-01",5
2016,"8146-001",6,"8146-001-01",6
2017,"8146-001",7,"8146-001-01",7
2018,"8146-001",8,"8146-001-01",8
2019,"8146-001",9,,
2020,"8145-001",1,"8145-001-01",1
2021,"8145-001",2,"8145-001-01",2
2022,"8145-001",3,,
2023,"8145-001",4,"8145-001-01",4
2024,"8145-001",5,"8145-001-01",5
2025,"8144-001",1,,
2026,"8144-001",2,,
2027,"8144-001",3,,
2028,"8132-001",1,"8132-001-01",1
2029,"8131-001",1,"8131-001-01",1
2030,"8131-001",2,"8131-001-01",2
2031,"8130-001",1,"8130-001-01",1
2032,"8130-001",2,"8130-001-01",2
2033,"8130-001",3,"8130-001-03",2
2034,"8130-001",4,"8130-001-01",4
2035,"8129-001",1,,
2036,"8128-001",1,,
2037,"8127-001",1,"8127-001-01",1
2038,"8127-001",2,"8127-001-01",2
2039,"8127-001",3,"8127-001-01",3
2040,"8126-001",1,,
2041,"8126-001",2,,
2042,"8126-001",3,,
2043,"8126-001",4,,
2044,"8126-001",5,,
2045,"8125-001",1,"8125-001-01",1
2046,"8125-001",2,"8125-001-01",2
2047,"8113-001",1,"8113-001-01",1
2048,"8113-001",2,"8113-001-01",2
2049,"8113-001",3,"8113-001-01",3
2050,"8113-001",4,"8113-001-01",4
2051,"8113-001",5,"8113-001-01",5
2052,"8112-001",1,"8112-001-01",1
2053,"8112-001",2,"8112-001-01",2
2054,"8112-001",3,"8112-001-01",3
2055,"8111-001",1,"8111-001-01",1
2056,"8111-001",2,"8111-001-01",2
2057,"8111-001",3,"8111-001-01",3
2058,"8111-001",4,,
2059,"8111-001",5,"8111-001-01",5
2060,"8111-001",6,"8111-001-01",6
2061,"8111-001",7,"8111-001-01",7
2062,"8110-001",1,"8110-001-01",1
2063,"8110-001",2,"8110-001-02",1
2064,"8110-001",3,"8110-001-01",3
2065,"8110-001",4,"8110-001-01",4
2066,"8110-001",5,"8110-001-01",5
2067,"8109-001",1,,
2068,"8109-001",2,"8109-001-02",2
2069,"8108-001",1,"8108-001-01",1
2070,"8108-001",2,,
2071,"8108-001",3,"8108-001-01",3
2072,"8108-001",4,"8108-001-01",4
2073,"8107-001",1,"8107-001-01",1
2074,"8107-001",2,"8107-001-01",2
2075,"8107-001",3,"8107-001-01",3
2076,"8107-001",4,"8107-001-01",4
2077,"8107-001",5,"8107-001-01",5
2078,"8106-001",1,,
2079,"8106-001",2,"8106-001-02",2
2080,"8106-001",3,,
2081,"8106-001",4,"8106-001-02",4
2082,"8106-001",5,"8106-001-02",5
2083,"8106-001",6,"8106-001-02",6
2084,"8106-001",7,"8106-001-02",7
2085,"8106-001",8,"8106-001-02",8
2086,"8094-001",1,"8094-001-01",2
2087,"8093-001",1,"8093-001-01",1
2088,"8092-001",1,"8092-001-01",1
2089,"8091-001",1,"8091-001-01",2
2090,"8091-001",2,,
2091,"8091-001",3,"8091-001-01",3
2092,"8090-001",1,"8090-001-01",1
2093,"8090-001",2,"8090-001-01",2
2094,"8089-001",1,"8089-001-01",1
2095,"8089-001",2,"8089-001-01",2
2096,"8089-001",3,,
2097,"8088-001",1,"8088-001-01",1
2098,"8088-001",2,"8088-001-01",2
2099,"8088-001",3,"8088-001-01",3
2100,"8088-001",4,"8088-001-01",4
2101,"8087-001",1,"8087-001-01",1
2102,"8087-001",2,"8087-001-01",2
2103,"8087-001",3,"8087-001-01",3
2104,"8087-001",4,,
2105,"8087-001",5,"8087-001-01",5
2106,"8087-001",6,"8087-001-01",6
2107,"8087-001",7,"8087-001-01",7
2108,"8079-001",1,"8079-001-01",1
2109,"8079-001",2,"8079-001-01",2
2110,"8079-001",3,,
2111,"8079-001",4,"8079-001-01",4
2112,"8079-001",5,"8079-001-01",5
2113,"8079-001",6,"8079-001-01",6
2114,"8076-001",1,,
2115,"8076-001",2,"8076-001-02",2
2116,"8076-001",3,"8076-001-03",1
2117,"8076-001",4,"8076-001-02",4
2118,"8076-001",5,"8076-001-03",3
2119,"8076-001",6,"8076-001-02",6
2120,"8076-001",7,"8076-001-03",4
2121,"8076-001",8,"8076-001-03",5
2122,"8076-001",9,"8076-001-03",2
2123,"8074-001",1,"8074-001-01",1
2124,"8074-001",2,"8074-001-01",2
2125,"8074-001",3,,
2126,"8074-001",4,,
2127,"8074-001",5,"8074-001-01",5
2128,"8074-001",6,"8074-001-01",6
2129,"8074-001",7,,
2130,"8074-001",8,,
2131,"8073-001",1,"8073-001-01",1
2132,"8073-001",2,,
2133,"8073-001",3,"8073-001-03",13
2134,"8073-001",4,"8073-001-01",4
2135,"8073-001",5,"8073-001-01",5
2136,"8073-001",6,"8073-001-01",6
2137,"8073-001",7,"8073-001-01",7
2138,"8073-001",8,"8073-001-01",8
2139,"8073-001",9,,
2140,"8073-001",10,,
2141,"8073-001",11,,
2142,"8073-001",12,"8073-001-03",14
2143,"8073-001",13,,
2144,"8073-001",14,"8073-001-01",14
2145,"8071-001",1,"8071-001-01",1
2146,"8071-001",2,"8071-001-01",2
2147,"8071-001",3,"8071-001-01",3
2148,"8071-001",4,"8071-001-01",4
2149,"8070-001",1,"8070-001-01",1
2150,"8070-001",2,,
2151,"8070-001",3,,
2152,"8070-001",4,,
2153,"8070-001",5,,
2154,"8070-001",6,,
2155,"8070-001",7,,
2156,"8070-001",8,,
2157,"8069-001",1,"8069-001-01",1
2158,"8069-001",2,"8069-001-01",2
2159,"8069-001",3,"8069-001-01",3
2160,"8069-001",4,"8069-001-04",2
2161,"8069-001",5,"8069-001-01",5
2162,"8069-001",6,"8069-001-01",6
2163,"8069-001",7,"8069-001-01",7
2164,"8069-001",8,"8069-001-01",8
2165,"8068-001",1,,
2166,"8068-001",2,"8068-001-02",2
2167,"8068-001",3,,
2168,"8068-001",4,"8068-001-04",6
2169,"8068-001",5,"8068-001-02",5
2170,"8068-001",6,"8068-001-02",6
2171,"8068-001",7,,
2172,"8068-001",8,"8068-001-02",8
2173,"8068-001",9,"8068-001-02",9
2174,"8068-001",10,"8068-001-02",10
2175,"8060-001",1,,
2176,"8060-001",2,,
2177,"8060-001",3,,
2178,"8060-001",4,,
2179,"8060-001",5,,
2180,"8059-001",1,"8059-001-01",1
2181,"8056-001",1,"8056-001-01",1
2182,"8056-001",2,"8056-001-01",2
2183,"8056-001",3,"8056-001-01",3
2184,"8056-001",4,"8056-001-01",4
2185,"8056-001",5,"8056-001-05",1
2186,"8056-001",6,"8056-001-01",6
2187,"8056-001",7,"8056-001-01",7
2188,"8055-001",1,,
2189,"8055-001",2,"8055-001-02",2
2190,"8055-001",3,"8055-001-02",3
2191,"8055-001",4,"8055-001-02",4
2192,"8055-001",5,,
2193,"8055-001",6,,
2194,"8054-001",1,"8054-001-01",1
2195,"8054-001",2,,
2196,"8054-001",3,"8054-001-01",3
2197,"8054-001",4,"8054-001-01",4
2198,"8053-001",1,"8053-001-01",1
2199,"8053-001",2,"8053-001-01",2
2200,"8053-001",3,"8053-001-01",3
2201,"8053-001",4,"8053-001-01",4
2202,"8053-001",5,"8053-001-01",5
2203,"8052-001",1,"8052-001-01",1
2204,"8052-001",2,"8052-001-01",2
2205,"8052-001",3,"8052-001-01",3
2206,"8052-001",4,"8052-001-01",4
2207,"8050-001",1,"8050-001-01",1
2208,"8050-001",2,"8050-001-01",2
2209,"8050-001",3,"8050-001-01",3
2210,"8050-001",4,"8050-001-01",4
2211,"8050-001",5,"8050-001-01",5
2212,"8039-001",1,"8039-001-01",1
2213,"8039-001",2,,
2214,"8038-001",1,"8038-001-01",1
2215,"8038-001",2,"8038-001-01",2
2216,"8038-001",3,,
2217,"8038-001",4,"8038-001-01",4
2218,"8038-001",5,"8038-001-01",5
2219,"8038-001",6,"8038-001-01",6
2220,"8038-001",7,,
2221,"8037-001",1,"8037-001-01",1
2222,"8037-001",2,"8037-001-01",2
2223,"8037-001",3,"8037-001-01",3
2224,"8036-001",1,"8036-001-01",1
2225,"8036-001",2,"8036-001-01",2
2226,"8036-001",3,"8036-001-01",3
2227,"8036-001",4,"8036-001-01",4
2228,"8036-001",5,"8036-001-01",5
2229,"8036-001",6,"8036-001-01",6
2230,"8036-001",7,"8036-001-01",7
2231,"8035-001",1,"8035-001-01",1
2232,"8035-001",2,"8035-001-01",2
2233,"8035-001",3,,
2234,"8035-001",4,"8035-001-01",4
2235,"8035-001",5,"8035-001-01",5
2236,"8035-001",6,"8035-001-01",6
2237,"8035-001",7,"8035-001-01",7
2238,"8033-001",1,,
2239,"8033-001",2,"8033-001-02",2
2240,"8033-001",3,"8033-001-02",3
2241,"8032-001",1,,
2242,"8032-001",2,,
2243,"8032-001",3,"8032-001-03",3
2244,"8032-001",4,,
2245,"8032-001",5,,
2246,"8030-001",1,"8030-001-01",1
2247,"8030-001",2,"8030-001-02",1
2248,"8030-001",3,"8030-001-02",2
2249,"8018-001",1,,
2250,"8017-001",1,"8017-001-01",1
2251,"8017-001",2,"8017-001-01",2
2252,"8017-001",3,"8017-001-01",3
2253,"8017-001",4,"8017-001-01",4
2254,"8016-001",1,"8016-001-01",1
2255,"8016-001",2,"8016-001-01",2
2256,"8016-001",3,"8016-001-01",7
2257,"8016-001",4,"8016-001-01",3
2258,"8016-001",5,"8016-001-01",4
2259,"8016-001",6,"8016-001-01",5
2260,"8015-001",1,"8015-001-01",1
2261,"8014-001",1,"8014-001-01",1
2262,"8014-001",2,"8014-001-01",2
2263,"8014-001",3,"8014-001-01",3
2264,"8014-001",4,"8014-001-01",4
2265,"8014-001",5,"8014-001-01",5
2266,"8013-001",1,"8013-001-01",1
2267,"8013-001",2,"8013-001-01",2
2268,"8013-001",3,"8013-001-03",2
2269,"8013-001",4,"8013-001-04",4
2270,"8013-001",5,,
2271,"8013-001",6,"8013-001-01",6
2272,"8012-001",1,"8012-001-01",1
2273,"8012-001",2,,
2274,"8012-001",3,"8012-001-03",1
2275,"8012-001",4,"8012-001-01",4
2276,"8012-001",5,,
2277,"8012-001",6,"8012-001-01",6
2278,"8012-001",7,"8012-001-01",7
2279,"8012-001",8,"8012-001-01",8
2280,"8012-001",9,"8012-001-01",9
2281,"8011-001",1,"8011-001-01",1
2282,"8011-001",2,"8011-001-01",2
2283,"8011-001",3,"8011-001-01",3
2284,"8001-001",1,,
2285,"8001-001",2,"8001-001-02",2
2286,"8001-001",3,"8001-001-02",3
2287,"8000-001",1,"8000-001-01",1
2288,"8000-001",2,"8000-001-01",2
2289,"7998-001",1,"7998-001-01",1
2290,"7998-001",2,"7998-001-01",2
2291,"7998-001",3,"7998-001-01",3
2292,"7998-001",4,"7998-001-04",1
2293,"7998-001",5,"7998-001-01",5
2294,"7998-001",6,"7998-001-01",6
2295,"7998-001",7,"7998-001-01",7
2296,"7998-001",8,"7998-001-01",8
2297,"7998-001",9,"7998-001-01",9
2298,"7998-001",10,"7998-001-01",10
2299,"7997-001",1,"7997-001-01",1
2300,"7997-001",2,"7997-001-01",2
2301,"7996-001",1,,
2302,"7995-001",1,"7995-001-01",1
2303,"7995-001",2,"7995-001-01",2
2304,"7995-001",3,"7995-001-03",1
2305,"7995-001",4,"7995-001-04",1
2306,"7995-001",5,,
2307,"7995-001",6,"7995-001-01",6
2308,"7993-001",1,"7993-001-01",1
2309,"7993-001",2,"7993-001-01",2
2310,"7993-001",3,"7993-001-01",3
2311,"7993-001",4,"7993-001-01",4
2312,"7993-001",5,"7993-001-01",5
2313,"7992-001",1,,
2314,"7992-001",2,"7992-001-02",1
2315,"7992-001",3,"7992-001-02",2
2316,"7980-001",1,"7980-001-01",1
2317,"7980-001",2,"7980-001-01",2
2318,"7980-001",3,"7980-001-01",3
2319,"7980-001",4,"7980-001-01",4
2320,"7980-001",5,"7980-001-01",5
2321,"7979-001",1,"7979-001-01",1
2322,"7979-001",2,"7979-001-01",2
2323,"7979-001",3,"7979-001-01",3
2324,"7979-001",4,,
2325,"7979-001",5,,
2326,"7979-001",6,"7979-001-01",6
2327,"7979-001",7,"7979-001-01",7
2328,"7979-001",8,,
2329,"7979-001",9,"7979-001-01",9
2330,"7979-001",10,"7979-001-01",10
2331,"7978-001",1,"7978-001-01",1
2332,"7978-001",2,"7978-001-01",2
2333,"7978-001",3,"7978-001-01",3
2334,"7978-001",4,"7978-001-04",5
2335,"7978-001",5,"7978-001-01",5
2336,"7977-001",1,"7977-001-01",1
2337,"7977-001",2,"7977-001-01",2
2338,"7977-001",3,"7977-001-01",3
2339,"7977-001",4,"7977-001-01",4
2340,"7977-001",5,"7977-001-01",5
2341,"7977-001",6,"7977-001-01",6
2342,"7977-001",7,,
2343,"7976-001",1,"7976-001-01",1
2344,"7976-001",2,"7976-001-01",2
2345,"7976-001",3,"7976-001-01",3
2346,"7976-001",4,"7976-001-01",4
2347,"7976-001",5,"7976-001-01",5
2348,"7976-001",6,"7976-001-01",6
2349,"7976-001",7,"7976-001-01",7
2350,"7976-001",8,"7976-001-01",8
2351,"7975-001",1,"7975-001-01",1
2352,"7975-001",2,"7975-001-01",2
2353,"7975-001",3,"7975-001-01",3
2354,"7975-001",4,"7975-001-01",4
2355,"7974-001",1,"7974-001-01",1
2356,"7974-001",2,"7974-001-01",2
2357,"7974-001",3,"7974-001-01",3
2358,"7974-001",4,"7974-001-01",4
2359,"7974-001",5,"7974-001-01",5
2360,"7973-001",1,"7973-001-01",1
2361,"7973-001",2,"7973-001-01",2
2362,"7973-001",3,"7973-001-01",3
2363,"7973-001",4,,
2364,"7963-001",1,,
2365,"7962-001",1,"7962-001-01",1
2366,"7962-001",2,"7962-001-01",2
2367,"7962-001",3,"7962-001-01",3
2368,"7960-001",1,,
2369,"7960-001",2,,
2370,"7960-001",3,,
2371,"7960-001",4,,
2372,"7958-001",1,"7958-001-01",1
2373,"7958-001",2,,
2374,"7958-001",3,"7958-001-01",3
2375,"7958-001",4,,
2376,"7958-001",5,"7958-001-01",5
2377,"7958-001",6,"7958-001-06",1
2378,"7958-001",7,"7958-001-07",1
2379,"7958-001",8,"7958-001-01",8
2380,"7958-001",9,"7958-001-01",9
2381,"7958-001",10,"7958-001-01",10
2382,"7958-001",11,"7958-001-01",11
2383,"7958-001",12,"7958-001-01",12
2384,"7958-001",13,"7958-001-01",13
2385,"7958-001",14,"7958-001-01",14
2386,"7958-001",15,"7958-001-01",15
2387,"7958-001",16,"7958-001-01",16
2388,"7958-001",17,"7958-001-01",17
2389,"7957-001",1,"7957-001-01",1
2390,"7957-001",2,"7957-001-01",2
2391,"7957-001",3,"7957-001-01",3
2392,"7957-001",4,"7957-001-01",4
2393,"7957-001",5,"7957-001-01",5
2394,"7956-001",1,"7956-001-01",1
2395,"7956-001",2,,
2396,"7956-001",3,,
2397,"7955-001",1,,
2398,"7955-001",2,,
2399,"7954-001",1,"7954-001-01",1
2400,"7954-001",2,"7954-001-01",2
2401,"7954-001",3,"7954-001-01",3
2402,"7954-001",4,"7954-001-01",4
2403,"7954-001",5,"7954-001-01",5
2404,"7954-001",6,"7954-001-06",2
2405,"7954-001",7,"7954-001-07",1
2406,"7942-001",1,"7942-001-01",1
2407,"7942-001",2,"7942-001-01",2
2408,"7942-001",3,"7942-001-01",3
2409,"7942-001",4,"7942-001-04",1
2410,"7942-001",5,"7942-001-04",2
2411,"7942-001",6,"7942-001-06",1
2412,"7942-001",7,"7942-001-01",7
2413,"7942-001",8,"7942-001-01",8
2414,"7942-001",9,"7942-001-09",1
2415,"7942-001",10,"7942-001-01",10
2416,"7942-001",11,"7942-001-11",2
2417,"7942-001",12,"7942-001-01",12
2418,"7942-001",13,"7942-001-01",13
2419,"7942-001",14,,
2420,"7941-001",1,"7941-001-01",1
2421,"7941-001",2,"7941-001-01",2
2422,"7941-001",3,"7941-001-03",1
2423,"7941-001",4,"7941-001-01",4
2424,"7941-001",5,"7941-001-05",9
2425,"7941-001",6,"7941-001-01",6
2426,"7941-001",7,"7941-001-01",7
2427,"7941-001",8,"7941-001-01",8
2428,"7941-001",9,"7941-001-01",9
2429,"7941-001",10,"7941-001-01",10
2430,"7941-001",11,"7941-001-01",11
2431,"7940-001",1,,
2432,"7940-001",2,"7940-001-02",2
2433,"7939-001",1,"7939-001-01",1
2434,"7939-001",2,"7939-001-01",2
2435,"7939-001",3,"7939-001-03",1
2436,"7939-001",4,"7939-001-01",4
2437,"7939-001",5,,
2438,"7939-001",6,,
2439,"7939-001",7,"7939-001-01",7
2440,"7939-001",8,"7939-001-01",8
2441,"7939-001",9,,
2442,"7939-001",10,"7939-001-01",10
2443,"7939-001",11,"7939-001-11",2
2444,"7939-001",12,,
2445,"7939-001",13,,
2446,"7939-001",14,"7939-001-01",14
2447,"7939-001",15,"7939-001-01",15
2448,"7939-001",16,,
2449,"7939-001",17,"7939-001-11",3
2450,"7938-001",1,"7938-001-01",1
2451,"7938-001",2,"7938-001-01",2
2452,"7938-001",3,"7938-001-03",1
2453,"7938-001",4,,
2454,"7938-001",5,"7938-001-05",2
2455,"7938-001",6,"7938-001-01",6
2456,"7938-001",7,"7938-001-01",7
2457,"7938-001",8,"7938-001-01",8
2458,"7938-001",9,"7938-001-01",9
2459,"7938-001",10,"7938-001-05",3
2460,"7938-001",11,,
2461,"7937-001",1,"7937-001-01",1
2462,"7937-001",2,"7937-001-01",2
2463,"7937-001",3,"7937-001-03",1
2464,"7937-001",4,,
2465,"7937-001",5,"7937-001-01",5
2466,"7937-001",6,"7937-001-06",2
2467,"7937-001",7,"7937-001-07",1
2468,"7937-001",8,"7937-001-01",8
2469,"7937-001",9,"7937-001-01",9
2470,"7937-001",10,"7937-001-01",10
2471,"7937-001",11,"7937-001-01",11
2472,"7936-001",1,"7936-001-01",1
2473,"7936-001",2,"7936-001-01",2
2474,"7936-001",3,,
2475,"7936-001",4,"7936-001-01",4
2476,"7936-001",5,"7936-001-01",5
2477,"7936-001",6,"7936-001-01",6
2478,"7936-001",7,"7936-001-07",4
2479,"7936-001",8,"7936-001-01",8
2480,"7936-001",9,"7936-001-01",9
2481,"7936-001",10,"7936-001-01",10
2482,"7936-001",11,"7936-001-01",11
2483,"7936-001",12,"7936-001-01",12
2484,"7936-001",13,"7936-001-01",13
2485,"7935-001",1,"7935-001-01",1
2486,"7935-001",2,"7935-001-01",2
2487,"7935-001",3,"7935-001-01",3
2488,"7935-001",4,"7935-001-01",4
2489,"7935-001",5,"7935-001-01",5
2490,"7935-001",6,"7935-001-06",2
2491,"7935-001",7,"7935-001-07",3
2492,"7935-001",8,"7935-001-08",2
2493,"7935-001",9,"7935-001-01",9
2494,"7935-001",10,"7935-001-10",13
2495,"7935-001",11,"7935-001-01",11
2496,"7923-001",1,"7923-001-01",1
2497,"7923-001",2,"7923-001-01",2
2498,"7923-001",3,"7923-001-01",3
2499,"7923-001",4,"7923-001-01",4
2500,"7923-001",5,"7923-001-01",5
2501,"7923-001",6,"7923-001-01",6
2502,"7923-001",7,"7923-001-01",7
2503,"7923-001",8,"7923-001-01",8
2504,"7922-001",1,"7922-001-01",1
2505,"7922-001",2,"7922-001-01",2
2506,"7922-001",3,"7922-001-01",3
2507,"7922-001",4,"7922-001-01",4
2508,"7922-001",5,"7922-001-01",5
2509,"7921-001",1,"7921-001-01",1
2510,"7921-001",2,"7921-001-01",2
2511,"7921-001",3,"7921-001-01",3
2512,"7921-001",4,"7921-001-04",2
2513,"7921-001",5,"7921-001-01",5
2514,"7921-001",6,"7921-001-01",6
2515,"7921-001",7,"7921-001-01",7
2516,"7921-001",8,"7921-001-01",8
2517,"7920-001",1,"7920-001-01",1
2518,"7920-001",2,"7920-001-01",2
2519,"7920-001",3,,
2520,"7919-001",1,"7919-001-01",1
2521,"7919-001",2,"7919-001-01",2
2522,"7919-001",3,"7919-001-01",3
2523,"7919-001",4,"7919-001-01",4
2524,"7919-001",5,"7919-001-01",5
2525,"7919-001",6,,
2526,"7919-001",7,"7919-001-01",7
2527,"7919-001",8,,
2528,"7919-001",9,,
2529,"7919-001",10,"7919-001-01",10
2530,"7919-001",11,"7919-001-11",1
2531,"7918-001",1,"7918-001-01",1
2532,"7918-001",2,"7918-001-01",2
2533,"7918-001",3,"7918-001-01",3
2534,"7918-001",4,"7918-001-01",4
2535,"7918-001",5,"7918-001-01",5
2536,"7918-001",6,"7918-001-01",6
2537,"7918-001",7,"7918-001-01",7
2538,"7917-001",1,"7917-001-01",1
2539,"7917-001",2,,
2540,"7917-001",3,,
2541,"7916-001",1,"7916-001-01",1
2542,"7916-001",2,,
2543,"7916-001",3,"7916-001-01",3
2544,"7904-001",1,"7904-001-01",1
2545,"7904-001",2,"7904-001-01",2
2546,"7904-001",3,"7904-001-03",1
2547,"7904-001",4,"7904-001-01",4
2548,"7903-001",1,"7903-001-01",1
2549,"7903-001",2,"7903-001-01",2
2550,"7903-001",3,"7903-001-03",2
2551,"7903-001",4,"7903-001-01",4
2552,"7903-001",5,"7903-001-01",5
2553,"7903-001",6,"7903-001-01",6
2554,"7902-001",1,"7902-001-01",1
2555,"7902-001",2,"7902-001-02",2
2556,"7902-001",3,,
2557,"7902-001",4,"7902-001-02",3
2558,"7902-001",5,"7902-001-02",4
2559,"7902-001",6,"7902-001-02",5
2560,"7901-001",1,"7901-001-01",1
2561,"7901-001",2,"7902-001-01",7
2562,"7901-001",3,"7902-001-01",13
2563,"7901-001",4,"7902-001-01",11
2564,"7901-001",5,"7902-001-01",10
2565,"7901-001",6,"7902-001-01",9
2566,"7901-001",7,"7902-001-01",8
2567,"7900-001",1,"7900-001-01",1
2568,"7900-001",2,"7900-001-01",2
2569,"7900-001",3,"7900-001-01",3
2570,"7900-001",4,,
2571,"7900-001",5,,
2572,"7900-001",6,"7900-001-01",6
2573,"7899-001",1,"7899-001-01",1
2574,"7899-001",2,"7899-001-01",2
2575,"7899-001",3,"7899-001-01",3
2576,"7898-001",1,"7898-001-01",1
2577,"7898-001",2,"7898-001-01",2
2578,"7898-001",3,"7898-001-01",3
2579,"7898-001",4,"7898-001-01",4
2580,"7898-001",5,"7898-001-01",5
2581,"7898-001",6,"7898-001-01",6
2582,"7897-001",1,"7897-001-01",1
2583,"7897-001",2,"7897-001-01",2
2584,"7897-001",3,"7897-001-01",3
2585,"7897-001",4,"7897-001-01",4
2586,"7887-001",1,"7887-001-01",1
2587,"7887-001",2,"7887-001-02",2
2588,"7887-001",3,"7887-001-03",2
2589,"7887-001",4,"7887-001-02",4
2590,"7885-001",1,"7885-001-01",1
2591,"7885-001",2,"7885-001-01",2
2592,"7885-001",3,"7885-001-01",3
2593,"7885-001",4,"7885-001-01",4
2594,"7884-001",1,,
2595,"7884-001",2,"7884-001-02",2
2596,"7884-001",3,"7884-001-02",3
2597,"7884-001",4,"7884-001-02",4
2598,"7884-001",5,"7884-001-02",5
2599,"7884-001",6,,
2600,"7882-001",1,"7882-001-01",1
2601,"7882-001",2,"7882-001-01",2
2602,"7882-001",3,,
2603,"7882-001",4,,
2604,"7882-001",5,,
2605,"7882-001",6,"7882-001-01",6
2606,"7882-001",7,,
2607,"7882-001",8,"7882-001-01",8
2608,"7882-001",9,,
2609,"7882-001",10,,
2610,"7881-001",1,"7881-001-01",1
2611,"7881-001",2,"7881-001-02",2
2612,"7881-001",3,"7881-001-01",2
2613,"7881-001",4,"7881-001-01",3
2614,"7880-001",1,,
2615,"7880-001",2,"7880-001-02",2
2616,"7880-001",3,,
2617,"7880-001",4,"7880-001-04",9
2618,"7879-001",1,"7879-001-01",1
2619,"7879-001",2,"7879-001-01",2
2620,"7878-001",1,"7878-001-01",1
2621,"7878-001",2,,
2622,"7866-001",1,"7866-001-01",1
2623,"7866-001",2,"7866-001-01",2
2624,"7866-001",3,"7866-001-03",1
2625,"7866-001",4,"7866-001-04",2
2626,"7866-001",5,"7866-001-01",5
2627,"7866-001",6,,
2628,"7865-001",1,"7865-001-01",1
2629,"7865-001",2,"7865-001-01",2
2630,"7865-001",3,"7865-001-01",3
2631,"7864-001",1,,
2632,"7863-001",1,"7863-001-01",1
2633,"7862-001",1,"7862-001-01",1
2634,"7862-001",2,"7862-001-01",2
2635,"7862-001",3,"7862-001-01",3
2636,"7861-001",1,"7861-001-01",1
2637,"7861-001",2,"7861-001-01",2
2638,"7861-001",3,"7861-001-01",3
2639,"7861-001",4,"7861-001-01",4
2640,"7860-001",1,"7860-001-01",1
2641,"7860-001",2,"7860-001-02",2
2642,"7860-001",3,"7860-001-01",3
2643,"7860-001",4,"7860-001-04",2
2644,"7859-001",1,"7859-001-01",1
2645,"7859-001",2,"7859-001-01",2
2646,"7847-001",1,"7847-001-01",1
2647,"7847-001",2,"7847-001-02",1
2648,"7847-001",3,,
2649,"7847-001",4,"7847-001-01",4
2650,"7847-001",5,"7847-001-01",5
2651,"7847-001",6,"7847-001-01",6
2652,"7846-001",1,"7846-001-01",1
2653,"7846-001",2,"7846-001-01",2
2654,"7846-001",3,,
2655,"7846-001",4,"7846-001-01",4
2656,"7845-001",1,"7845-001-01",1
2657,"7845-001",2,"7845-001-01",2
2658,"7845-001",3,"7845-001-01",3
2659,"7845-001",4,"7845-001-01",5
2660,"7845-001",5,,
2661,"7844-001",1,"7844-001-01",1
2662,"7844-001",2,"7844-001-01",2
2663,"7843-001",1,"7843-001-01",1
2664,"7843-001",2,"7843-001-01",2
2665,"7842-001",1,"7842-001-01",1
2666,"7842-001",2,,
2667,"7842-001",3,"7842-001-03",4
2668,"7842-001",4,"7842-001-01",4
2669,"7842-001",5,"7842-001-01",5
2670,"7842-001",6,"7842-001-01",6
2671,"7841-001",1,"7841-001-01",1
2672,"7841-001",2,"7841-001-01",2
2673,"7841-001",3,"7841-001-01",3
2674,"7840-001",1,"7840-001-01",1
2675,"7840-001",2,"7840-001-01",2
2676,"7840-001",3,,
2677,"7840-001",4,"7840-001-01",4
2678,"7828-001",1,"7828-001-01",1
2679,"7828-001",2,,
2680,"7828-001",3,"7828-001-01",3
2681,"7828-001",4,"7828-001-01",4
2682,"7827-001",1,"7827-001-01",1
2683,"7827-001",2,"7827-001-02",2
2684,"7827-001",3,"7827-001-02",3
2685,"7827-001",4,"7827-001-02",4
2686,"7827-001",5,"7827-001-02",5
2687,"7827-001",6,"7827-001-02",6
2688,"7827-001",7,"7827-001-02",7
2689,"7826-001",1,,
2690,"7826-001",2,"7826-001-02",2
2691,"7826-001",3,"7826-001-02",3
2692,"7826-001",4,"7826-001-04",8
2693,"7826-001",5,"7826-001-04",6
2694,"7826-001",6,,
2695,"7826-001",7,"7826-001-02",7
2696,"7826-001",8,"7826-001-02",8
2697,"7825-001",1,"7825-001-01",1
2698,"7825-001",2,"7825-001-01",2
2699,"7825-001",3,"7825-001-01",3
2700,"7825-001",4,"7825-001-01",4
2701,"7825-001",5,,
2702,"7824-001",1,"7824-001-01",1
2703,"7824-001",2,,
2704,"7824-001",3,"7824-001-01",3
2705,"7823-001",1,"7823-001-01",1
