"y4_hhid","cluster","strata","hhweight","region","district","ward","village","ea","month","quarter","urban","area","mainland","femalehead","hhsize","adulteq","intyear","intmonth","nf_clothing","nf_utilities","nf_hhexpenses","nf_transport","nf_communic","nf_recreat","nf_other","dur_exp","rent_exp","foodIN","foodOUT","educa","health","expm","fisherb4c4","foodINR_pae","foodOUTR_pae","educaR_pae","healthR_pae","nf_clothingR_pae","nf_utilitiesR_pae","nf_hhexpensesR_pae","nf_transportR_pae","nf_communicR_pae","nf_recreatR_pae","nf_otherR_pae","dur_expR_pae","rent_expR_pae","expmR_pae"
"8797-001",140321112064,3,1684.3046875,14,3,211,4,1,10,4,1,3,1,0,9,7.84000006318092,2015,7,139000,0,24000,0,72000,0,19200,22918.4527618271,47414.8671875,3255200,416000,0,156000,4151733.25,0.937271118164063,33982.98828125,4342.87353515625,0,1628.57763671875,1451.10437011719,0,250.550399780273,0,751.651184082031,0,200.440322875977,239.259490966797,494.992248535156,43342.43359375
"7027-001",210107105280,3,5546.77880859375,21,1,71,1,2,10,4,1,3,1,0,6,5.27999997138977,2015,7,195000,10400,85000,242400,180000,0,203200,20327.3867683415,105313.9375,2981642.75,13000,236600,0,4272884,0.937271118164063,46219.11328125,201.515914916992,3667.58984375,0,3022.73876953125,161.212738037109,1317.60412597656,3757.49682617188,2790.22045898438,0,3149.84887695313,315.099395751953,1632.49499511719,66234.9375
"8416-001",170411098112,3,3594.54125976563,17,4,111,1,1,11,4,1,3,1,0,6,4.67999997735024,2015,8,74500,5200,25200,360000,0,0,50400,15380.6134417973,95847.734375,1674400,23400,19900,0,2344228.25,0.937271118164063,29282.84765625,409.232330322266,348.022369384766,0,1302.89782714844,90.9405212402344,440.711730957031,6295.8818359375,0,0,881.423461914063,268.984802246094,1676.23901367188,40997.1796875
"8678-001",130612101120,3,6124.3193359375,13,6,121,3,5,10,4,1,3,1,0,4,2.68000000715256,2015,7,74500,10400,7200,1560000,120000,0,80400,20119.0864107824,70683.125,770445,130000,0,97500,2941247,0.937271118164063,23529.1796875,3970.16430664063,0,2977.62329101563,2275.20947265625,317.613159179688,219.886032104492,47641.97265625,3664.76708984375,0,2455.39404296875,614.431396484375,2158.64331054688,89824.875
"8850-001",140714098688,3,2376.77758789063,14,7,141,3,1,10,4,1,3,1,0,4,2.84000000357628,2015,7,127000,15600,34000,0,144000,0,62600,9244.73064675732,53612.41015625,842400,72800,0,97500,1458757.125,0.937271118164063,24277.275390625,2098.0361328125,0,2809.86987304688,3660.03564453125,449.579193115234,979.85205078125,0,4149.96142578125,0,1804.08056640625,266.425537109375,1545.06555175781,42040.1796875
"6208-001",180520108032,3,6968.24267578125,18,5,201,1,27,11,4,1,3,1,0,5,4.0799999833107,2015,8,155000,5200,60000,222000,90000,0,114000,138520.992531079,487500.59375,2114965.5,468000,56600,208000,4119787,0.937271118164063,42427.0703125,9388.271484375,1135.41906738281,4172.56494140625,3109.36328125,104.314125061035,1203.62451171875,4453.41064453125,1805.43676757813,0,2286.88647460938,2778.78759765625,9779.4609375,82644.609375
"7023-001",210107105280,3,5546.77880859375,21,1,71,1,2,10,4,1,3,1,1,6,5.19999998807907,2015,7,171000,82400,78000,0,0,0,208800,11345.4175675302,137798.46875,4516200,78000,13700,130000,5427244,0.937271118164063,71083.65625,1227.69702148438,215.63395690918,2046.16162109375,2691.48950195313,1296.95166015625,1227.69702148438,0,0,0,3286.45043945313,178.573532104492,2168.9072265625,85423.21875
"7099-001",200201109504,3,2465.41943359375,20,2,11,4,6,12,4,1,3,1,1,8,7.48000007867813,2015,9,201000,116000,40000,0,0,0,132000,2416.7923379303,55027.70703125,2280200,0,89400,65000,2981044.5,0.937271118164063,24950.041015625,0,978.218444824219,711.232666015625,2199.35009765625,1269.27673339844,437.681640625,0,0,0,1444.34936523438,26.4446411132813,602.115417480469,32618.7109375
"7102-001",200201109504,3,2465.41943359375,20,2,11,4,6,12,4,1,3,1,0,4,3.12000003457069,2015,9,12500,53200,21600,0,60000,0,150000,5518.35090880184,44614.12109375,2088632,0,0,65000,2501064.25,0.937271118164063,54790.75390625,0,0,1705.13464355469,327.910522460938,1395.58715820313,566.62939453125,0,1573.97045898438,0,3934.92626953125,144.762023925781,1170.35510253906,65610.0234375
"5872-001",250121109504,3,3833.73461914063,25,1,211,2,8,10,4,1,3,1,0,13,9.28000003099442,2015,7,32000,6000,48000,0,24000,0,61200,9805.6314751339,135242.40625,2305648.5,26000,30500,65000,2743396.75,0.937271118164063,20335.041015625,229.311218261719,268.999694824219,573.278076171875,282.229187011719,52.9179725646973,423.343780517578,0,211.671890258789,0,539.763305664063,86.4823608398438,1192.79235839844,24195.83203125
"5769-001",10213103616,3,5627.2177734375,1,2,131,4,5,10,4,1,3,1,0,4,2.84000000357628,2015,7,93000,72400,106000,150000,96000,0,319000,15188.7055935827,56224.078125,4204200,0,0,45500,5157512.5,0.937271118164063,121161.5859375,0,0,1311.27258300781,2680.18359375,2086.50854492188,3054.83276367188,4322.876953125,2766.64111328125,0,9193.3173828125,437.726013183594,1620.33166503906,148635.265625
"5792-001",10410101760,3,7810.44091796875,1,4,101,2,2,10,4,1,3,1,0,3,2.28000000119209,2015,7,53000,30400,72000,168000,36000,0,54000,9873.29813246822,186594.640625,660400,0,0,71500,1341767.875,0.937271118164063,23706.7578125,0,0,2566.67651367188,1902.57141113281,1091.28625488281,2584.62524414063,6030.7919921875,1292.31262207031,0,1938.46887207031,354.427429199219,6698.294921875,48166.2109375
"8835-001",140702105600,3,4225.3828125,14,7,21,4,2,10,4,1,3,1,0,6,5.28000000119209,2015,7,225000,5200,125000,356000,732000,0,84000,23816.9210319752,56232.65625,2074800,993200,0,52000,4727249.5,0.937271118164063,32161.94140625,15395.81640625,0,806.063659667969,3487.77563476563,80.6063690185547,1937.65307617188,5518.43603515625,11346.896484375,0,1302.10290527344,369.191436767578,871.675048828125,73278.15625
"8113-001",220403105792,3,3338.4091796875,22,4,31,4,6,10,4,1,3,1,1,5,4.24000000953674,2015,7,77600,0,18000,0,30000,0,22800,20338.6327526226,283838,1127413.375,629200,146000,0,2355190,0.937271118164063,21762.923828125,12145.70703125,2818.29809570313,0,1497.94470214844,0,347.46142578125,0,579.102355957031,0,440.117797851563,392.605010986328,5479.0419921875,45463.203125
"6131-001",180319109120,3,4897.01611328125,18,3,191,6,1,10,4,1,3,1,0,7,4.71999996900558,2015,7,146000,0,46000,0,60000,0,80400,11331.1513467375,46384.22265625,2475531,223600,30900,22100,3142246.5,0.937271118164063,42926.58203125,3877.30297851563,535.81689453125,383.221801757813,2531.69165039063,0,797.65625,0,1040.42114257813,0,1394.16442871094,196.48616027832,804.318786621094,54487.6640625
"8584-001",240424108032,3,2005.41833496094,24,4,241,2,6,11,4,1,3,1,0,7,4.75999999046326,2015,8,116500,5200,38400,60000,180000,0,61200,15250.292948284,111459.5390625,1784594.625,280800,39500,26000,2718904.25,0.937271118164063,30685.455078125,4828.25390625,679.188110351563,447.060516357422,2003.17504882813,89.412109375,660.273986816406,1031.67810058594,3095.03442382813,0,1052.31176757813,262.223236083984,1916.50622558594,46750.56640625
"7236-001",120506105856,3,4555.82373046875,12,5,61,2,4,10,4,1,3,1,1,5,4.0799999833107,2015,7,63000,14400,26000,0,0,0,24000,10191.6963676825,81559.78125,1583400,78000,35900,0,1916451.5,0.937271118164063,31763.650390625,1564.7119140625,720.168640136719,0,1263.80578613281,288.869873046875,521.570617675781,0,0,0,481.449798583984,204.449584960938,1636.12255859375,38444.80078125
"6988-001",80510099456,3,2408.18725585938,8,5,101,1,4,11,4,1,3,1,1,6,4.27999997138977,2015,8,180000,144400,26000,406000,60000,0,132000,36317.9605384796,168091.015625,27289600,0,60400,0,28502810,0.937271118164063,521859.1875,0,1155.02954101563,0,3442.14111328125,2761.36206054688,497.198150634766,7763.9404296875,1147.38037109375,0,2524.23681640625,694.508605957031,3214.40551757813,545059.4375
"8183-001",60408102912,3,4595.06005859375,6,4,81,1,6,11,4,1,3,1,0,5,4.24000000953674,2015,8,54000,70000,36000,0,0,0,52800,7127.3110605526,30000,1775800,0,3600,0,2029327.25,0.937271118164063,34279,0,69.4922790527344,0,1042.38427734375,1351.23876953125,694.9228515625,0,0,0,1019.22015380859,137.581420898438,579.102355957031,39172.94140625
"8857-001",140714098688,3,2376.77758789063,14,7,141,3,1,10,4,1,3,1,0,4,2.68000000715256,2015,7,174000,0,28800,60000,72000,0,104400,11794.7442580935,78188.0703125,2329600,0,0,78000,2936782.75,0.937271118164063,71145.34375,0,0,2382.0986328125,5313.912109375,0,879.544128417969,1832.38354492188,2198.8603515625,0,3188.34741210938,360.208251953125,2387.84228515625,89688.5390625
"7118-001",200310095872,3,3764.74877929688,20,3,101,4,9,11,4,1,3,1,0,9,5.91999998688698,2015,8,152000,5200,241000,90000,120000,0,150400,27195.9536381545,151354.265625,2179857.75,0,60750,0,3177758,0.937271118164063,30137.44140625,0,839.89404296875,0,2101.46337890625,71.8921661376953,3331.92529296875,1244.28747558594,1659.05004882813,0,2079.3427734375,375.995391845703,2092.53588867188,43933.828125
"8753-001",140216303616,3,2412.90844726563,14,2,163,3,7,10,4,1,3,1,1,1,0.879999995231628,2015,7,18000,5200,24000,0,0,0,18000,3070.42563511753,85432.4375,318760,0,0,0,472462.875,0.937271118164063,29647.021484375,0,0,0,1674.13232421875,483.638214111328,2232.17626953125,0,0,0,1674.13232421875,285.572143554688,7945.84423828125,43942.51953125
"8454-001",170510303232,3,2030.79284667969,17,5,103,2,4,11,4,1,3,1,1,13,11.9200001955032,2015,8,126000,48000,36000,0,0,0,72000,12470.4665286522,147515.625,5341200,644800,76900,39000,6543886,0.937271118164063,36674.35546875,4427.3994140625,528.01953125,267.786254882813,865.155578613281,329.583068847656,247.187316894531,0,0,0,494.374633789063,85.6261444091797,1012.88861083984,44932.37890625
"7125-001",200310095872,3,3764.74877929688,20,3,101,4,9,11,4,1,3,1,0,9,6.79999998211861,2015,8,192000,72000,360000,1100000,60000,0,312000,27742.3966009233,184968.90625,6378914.5,260000,50000,208000,9205625,0.937271118164063,76778.1796875,3129.423828125,601.812255859375,2503.5390625,2310.958984375,866.609619140625,4333.04833984375,13239.869140625,722.174682617188,0,3755.30834960938,333.914276123047,2226.3310546875,110801.15625
"7693-001",50424102912,3,3490.00390625,5,4,241,2,3,11,4,1,3,1,0,4,2.91999998688698,2015,8,110500,10192,5000,0,0,0,108000,2973.25000104981,59356.828125,1284583.875,52000,0,65000,1697606,0.937271118164063,36006.38671875,1457.53979492188,0,1821.9248046875,3097.27221679688,285.677795410156,140.148056030273,0,0,0,3027.19799804688,83.3390426635742,1663.74890136719,47583.23828125
"8455-001",170510303232,3,2030.79284667969,17,5,103,2,4,11,4,1,3,1,0,5,3.56000000238419,2015,8,46000,0,36000,42000,24000,0,72000,7745.47331383896,166113.203125,523800,0,0,6500,924158.6875,0.937271118164063,12042.4658203125,0,0,149.438766479492,1057.56665039063,0,827.660888671875,965.604370117188,551.77392578125,0,1655.32177734375,178.07292175293,3819.0390625,21246.9453125
"8679-001",130612101120,3,6124.3193359375,13,6,121,3,5,10,4,1,3,1,0,5,3.51999998092651,2015,7,73000,5200,12000,120000,96000,0,38400,11673.911281113,137534.171875,924300,0,13300,32500,1463908,0.937271118164063,21491.673828125,0,309.249420166016,755.684692382813,1697.38415527344,120.909553527832,279.022033691406,2790.22045898438,2232.17626953125,0,892.870544433594,271.439880371094,3197.92211914063,34038.55078125
"8450-001",170510303232,3,2030.79284667969,17,5,103,2,4,11,4,1,3,1,0,5,3.63999995589256,2015,8,152000,30000,28800,150000,96000,0,44400,14695.6638692412,59493.75,2191200,988000,0,156000,3910589.5,0.937271118164063,49269.7734375,22215.46875,0,3507.70581054688,3417.7646484375,674.558776855469,647.576416015625,3372.7939453125,2158.58813476563,0,998.347045898438,330.436309814453,1337.734375,87930.75
"3451-001",530130305024,4,1781.42333984375,53,1,303,2,1,2,1,2,4,2,0,4,2.91999998688698,2014,11,310000,82400,25000,52000,180000,0,106800,30699.0504981546,244273.53125,3689400,0,5600,0,4726172.5,0.888816893100739,109050.0234375,0,165.522888183594,0,9162.8740234375,2435.55102539063,738.941467285156,1536.99816894531,5320.37841796875,0,3156.7578125,907.392028808594,7220.1533203125,139694.59375
"3589-001",530241191936,4,989.355590820313,53,2,412,4,3,3,1,1,4,2,0,6,4.47999998927116,2014,12,225000,563000,20000,31200,60000,0,128400,35384.5221405226,898462.875,1214200,0,13200,0,3188847.5,0.888816893100739,23391.876953125,0,254.301422119141,0,4334.68310546875,10846.3408203125,385.30517578125,601.076110839844,1155.91552734375,0,2473.6591796875,681.692016601563,17309.119140625,61433.97265625
"3512-001",530137317376,4,249.504928588867,53,1,373,3,301,2,1,1,4,2,0,6,4.51999998092651,2014,11,523000,598000,31000,208000,180000,0,264000,428970.759036259,600000,5200000,0,226000,0,8258971,0.888816893100739,99292.8046875,0,4315.41796875,0,9986.564453125,11418.6728515625,591.937866210938,3971.71215820313,3437.05859375,0,5041.01953125,8191.09814453125,11456.8623046875,157703.15625
"3511-001",530137317376,4,249.504928588867,53,1,373,3,301,2,1,1,4,2,0,4,2.75999999046326,2014,11,88000,281200,0,218400,480000,0,198000,22151.2592315993,300000,1123200,0,0,0,2710951.25,0.888816893100739,35123.75,0,0,0,2751.86083984375,8793.4462890625,0,6829.6181640625,15010.1494140625,0,6191.6865234375,692.695251464844,9381.34375,84774.546875
"3584-001",530241191936,4,989.355590820313,53,2,412,4,3,3,1,1,4,2,1,3,2.51999998092651,2014,12,80000,53200,0,187200,60000,2000,94800,10882.9631919596,392811.21875,893186.6875,0,84500,65000,1923581,0.888816893100739,30591.0625,0,2894.07006835938,2226.20776367188,2739.94799804688,1822.0654296875,0,6411.47802734375,2054.9609375,68.4987030029297,3246.83837890625,372.734405517578,13453.5283203125,65881.3984375
"3286-001",530101305344,4,197.139678955078,53,1,13,5,301,1,1,1,4,2,0,4,2.75999999046326,2014,10,970000,778400,270000,5384000,360000,0,596000,1475225.74489537,1079485.75,4788333.5,0,0,325000,16026446,0.888816893100739,149736.671875,0,0,10163.1220703125,30333.01171875,24341.458984375,8443.208984375,168363.84375,11257.6123046875,0,18637.6015625,46132,33756.75390625,501165.3125
"3515-001",530137317376,4,249.504928588867,53,1,373,3,301,2,1,1,4,2,1,5,4.24000000953674,2014,11,0,132000,0,31200,42000,0,144000,58714.3505781991,584163.875,1879859.375,0,68000,0,2939937.5,0.888816893100739,38265.9375,0,1384.19067382813,0,0,2686.95849609375,0,635.099243164063,854.941284179688,0,2931.22729492188,1195.17431640625,11891.0908203125,59844.6171875
"2375-001",510108106752,4,1288.09704589844,51,1,81,2,1,1,1,2,4,2,0,3,2.35999998450279,2014,10,104500,41200,5000,52000,60000,0,93600,10994.9491405743,213731.359375,2490222.25,0,0,0,3071248.5,0.888816893100739,91070.765625,0,0,0,3821.705078125,1506.73913574219,182.856689453125,1901.70959472656,2194.2802734375,0,3423.07739257813,402.100006103516,7816.44189453125,112319.671875
"2387-001",510116200448,4,310.819976806641,51,1,162,3,3,1,1,1,4,2,0,5,3.63999998569489,2014,10,103500,11200,5000,104000,36000,0,152400,42178.0297475338,364676,4157400,98800,0,156000,5231154,0.888816893100739,98576.4765625,2342.65551757813,0,3698.9296875,2454.09765625,265.564178466797,118.555442810059,2465.953125,853.599182128906,0,3613.56982421875,1000.08697509766,8646.865234375,124036.3515625
"2371-001",510108106752,4,1288.09704589844,51,1,81,2,1,1,1,2,4,2,0,6,4.59999996423721,2014,10,112500,60800,67400,12000,360000,0,130800,39322.2092486748,242689.703125,3011522.25,36400,20000,13000,4106434.25,0.888816893100739,56504.25,682.961791992188,375.253753662109,243.914932250977,2110.80224609375,1140.77136230469,1264.60510253906,225.152252197266,6754.5673828125,0,2454.15942382813,737.790283203125,4553.5107421875,77047.7421875
"3420-001",530128306176,4,319.627258300781,53,1,283,4,304,2,1,1,4,2,1,6,4.87999996542931,2014,11,560000,455200,0,0,120000,0,118800,79062.8834443947,657403.5,2011880,0,54000,110500,4166846.5,0.888816893100739,35582.390625,0,955.051513671875,1954.31848144531,9904.23828125,8050.73095703125,0,0,2122.33666992188,0,2101.11328125,1398.31713867188,11626.9296875,73695.4296875
"3282-001",530101305344,4,197.139678955078,53,1,13,5,301,2,1,1,4,2,0,5,3.67999997735024,2014,11,586000,918000,247000,550000,240000,15000,247400,422421.396099321,1132801.75,3379220,0,61000,6500,7805343,0.888816893100739,79254.0625,0,1430.65490722656,152.446838378906,13743.66796875,21530.18359375,5792.9794921875,12899.34765625,5628.80615234375,351.800384521484,5802.36083984375,9907.2001953125,26568.005859375,183061.515625
"2391-001",510116200448,4,310.819976806641,51,1,162,3,3,1,1,1,4,2,0,8,6.87999996542931,2014,10,275000,407200,130000,208000,420000,0,234000,67954.816684762,884596.75,7794800,1040000,76000,44200,11581752,0.888816893100739,97784.359375,13046.6123046875,953.406311035156,554.481018066406,3449.82543945313,5108.25048828125,1630.82653808594,2609.32250976563,5268.82421875,0,2935.48779296875,852.48095703125,11097.1064453125,145291
"3416-001",530128306176,4,319.627258300781,53,1,283,4,304,2,1,1,4,2,1,3,2.60000002384186,2014,11,310000,641200,145000,26000,120000,0,156000,70090.9419741934,812711.4375,1463800,0,45000,0,3789802.5,0.888816893100739,48591.60546875,0,1493.79858398438,0,10290.6123046875,21284.96875,4813.3505859375,863.083618164063,3983.46264648438,0,5178.50146484375,2326.70556640625,26978.380859375,125804.4765625
"3452-001",530130305024,4,1781.42333984375,53,1,303,2,1,2,1,2,4,2,0,4,2.75999999046326,2014,11,142000,425200,129500,291200,132000,0,117600,25038.1184265823,189842.234375,1393600,0,0,130000,2975980.25,0.888816893100739,43579.46875,0,0,4065.24877929688,4440.50244140625,13296.4912109375,4049.61328125,9106.1572265625,4127.791015625,0,3677.48657226563,782.970642089844,5936.583984375,93062.3125
"3590-001",530241191936,4,989.355590820313,53,2,412,4,3,3,1,1,4,2,0,4,3.96000003814697,2014,12,27500,581200,17200,156000,180000,0,136800,24532.5636149426,636896.625,3028480,0,0,0,4788609,0.888816893100739,66005.84375,0,0,0,599.363586425781,12667.27734375,374.874694824219,3400.0263671875,3923.10717773438,0,2981.5615234375,534.688232421875,13881.1875,104367.9296875
"3565-001",530224218112,4,646.5458984375,53,2,242,2,2,2,1,1,4,2,0,5,3.39999997615814,2014,11,270000,1032000,41600,300000,360000,15000,278000,193020.01143138,627118.125,2233400,260000,26500,221000,5857638,0.888816893100739,56694.4375,6600.05126953125,672.697509765625,5610.04345703125,6853.8994140625,26197.126953125,1056.00817871094,7615.44384765625,9138.5322265625,380.772186279297,7056.9775390625,4899.77685546875,15919.275390625,148695.046875
"3462-001",530130305024,4,1781.42333984375,53,1,303,2,1,2,1,2,4,2,0,5,4.1599999666214,2014,11,200000,545200,10000,364000,60000,0,164400,31872.6738719311,636691.9375,4928300,0,63000,65000,7068464.5,0.888816893100739,102248.4375,0,1307.07373046875,1348.56811523438,4149.4404296875,11311.375,207.472015380859,7551.9814453125,1244.83215332031,0,3410.84008789063,661.268798828125,13209.576171875,146650.859375
"3283-001",530101305344,4,197.139678955078,53,1,13,5,301,1,1,1,4,2,1,1,0.879999995231628,2014,10,40000,29200,20000,291200,0,0,21000,15084.1045043945,139844.796875,1205100,182000,0,104000,2047428.875,0.888816893100739,118193.4140625,17850.138671875,0,10200.0791015625,3923.107421875,2863.86840820313,1961.5537109375,28560.220703125,0,0,2059.63134765625,1479.4140625,13715.6533203125,200807.078125
"3510-001",530137317376,4,249.504928588867,53,1,373,3,301,2,1,1,4,2,1,2,1.35999998450279,2014,11,350000,809200,10000,244400,0,0,171600,36576.0523018913,816681.625,2394600,0,0,0,4833057.5,0.888816893100739,151966.171875,0,0,0,22211.7109375,51353.4765625,634.620300292969,15510.1201171875,0,0,10890.083984375,2321.1904296875,51828.2734375,306715.65625
"3454-001",530130305024,4,1781.42333984375,53,1,303,2,1,2,1,2,4,2,0,6,3.95999997854233,2014,11,0,309000,25000,166400,72000,0,84000,19316.9798942213,339676.90625,1830660,364000,0,0,3210054,0.888816893100739,39899.30859375,7933.39501953125,0,0,0,6734.66748046875,544.876037597656,3626.69482421875,1569.24291992188,0,1830.78344726563,421.014373779297,7403.27197265625,69963.2578125
"2368-001",510108106752,4,1288.09704589844,51,1,81,2,1,1,1,2,4,2,1,2,1.28000000119209,2014,10,165000,251200,25000,0,60000,4000,204000,59819.6140148432,383048.15625,1837044.5,0,0,65000,3054112.25,0.888816893100739,123868.984375,0,0,4382.84619140625,11125.6875,16938.015625,1685.71020507813,0,4045.70434570313,269.713623046875,13755.39453125,4033.54125976563,25828.326171875,205933.921875
"3325-001",530116313088,4,112.679634094238,53,1,163,5,305,2,1,1,4,2,0,7,7.08000004291534,2014,11,430000,191200,15000,448000,60000,0,60000,347108.687805714,1257390.25,3238040,0,38000,65000,6149739,0.888816893100739,39473.15234375,0,463.236968994141,792.379028320313,5241.89208984375,2330.81323242188,182.856689453125,5461.31982421875,731.4267578125,0,731.4267578125,4231.40966796875,15328.1484375,74968.0625
"2372-001",510108106752,4,1288.09704589844,51,1,81,2,1,1,1,2,4,2,0,5,3.91999998688698,2014,10,338000,46400,10000,124800,54000,0,170400,14319.3593650984,159575.3125,1314596.125,1040000,71000,0,3343090.5,0.888816893100739,28944.0390625,22898.13671875,1563.23815917969,0,7441.89453125,1021.60919189453,220.174392700195,2747.7763671875,1188.94165039063,0,3751.771484375,315.275634765625,3513.43969726563,73606.2890625
"3287-001",530101305344,4,197.139678955078,53,1,13,5,301,1,1,1,4,2,0,6,4.43999996781349,2014,10,320000,250400,60400,456000,180000,0,128400,98009.8058455778,416858.875,3832066.75,218400,27000,0,5987536,0.888816893100739,74490.859375,4245.4384765625,524.84814453125,0,6220.42236328125,4867.48046875,1174.10473632813,8864.1015625,3498.98754882813,0,2495.94458007813,1905.19494628906,8103.24462890625,116390.6328125
"2390-001",510116200448,4,310.819976806641,51,1,162,3,3,1,1,1,4,2,0,7,6.12000003457069,2014,10,360000,552000,250000,5872000,360000,0,122000,253655.590280283,208346.46875,4939133.5,1406600,108400,364000,14796136,0.888816893100739,69654.984375,19836.8203125,1528.72973632813,5133.373046875,5076.96240234375,7784.67578125,3525.66821289063,82810.8984375,5076.96240234375,0,1720.52612304688,3577.22192382813,2938.2421875,208665.078125
"2828-001",520209104896,4,1174.34252929688,52,2,91,1,2,3,1,2,4,2,0,3,2.28000000119209,2014,12,293000,5200,156000,0,96000,5000,72000,29879.7641300518,698890,1323400,0,0,0,2679369.75,0.888816893100739,50096.703125,0,0,0,11091.3818359375,196.843627929688,5905.30908203125,0,3634.0361328125,189.272720336914,2725.52709960938,1131.08483886719,26456.162109375,101426.3203125
"3493-001",530135318528,4,265.706573486328,53,1,353,4,302,3,1,1,4,2,0,2,1.87999999523163,2014,12,492000,605200,247000,480000,300000,0,198000,251829.460908162,1036691.8125,3093653.25,0,0,260000,6964374.5,0.888816893100739,142025.609375,0,0,11936.2626953125,22587.08203125,27783.947265625,11339.44921875,22036.177734375,13772.6103515625,0,9089.9228515625,11561.1640625,47593.17578125,319725.40625
"3342-001",530122211328,4,286.787261962891,53,1,222,6,1,3,1,1,4,2,0,6,4.59999999403954,2014,12,156000,719200,120000,232000,180000,0,138000,15239.4844105998,300000,2821000,0,68000,15600,4765039.5,0.888816893100739,52929.5390625,0,1275.86267089844,292.697906494141,2926.97924804688,13494.125,2251.5224609375,4352.943359375,3377.28369140625,0,2589.25073242188,285.933685302734,5628.80615234375,89404.9453125
"3415-001",530128306176,4,319.627258300781,53,1,283,4,304,2,1,1,4,2,1,2,1.28000000119209,2014,11,40000,192000,0,62400,24000,0,84000,5284.644121521,171226.75,364000,0,0,130000,1072911.375,0.888816893100739,24543.939453125,0,0,8765.6923828125,2697.13623046875,12946.25390625,0,4207.53271484375,1618.28173828125,0,5663.986328125,356.335144042969,11545.546875,72344.703125
"3319-001",530116313088,4,112.679634094238,53,1,163,5,305,2,1,1,4,2,0,5,4.64000004529953,2014,11,368000,19733200,853000,1800000,1560000,0,222000,4822414.99384818,1212663,7105280,5153200,5625000,0,48454760,0.888816893100739,132164.890625,95854.359375,104630.28125,0,6845.14599609375,367056.0625,15866.6015625,33481.69140625,29017.46484375,0,4129.40869140625,89701.453125,22556.671875,901304.0625
"3304-001",530103304192,4,256.354095458984,53,1,33,4,302,2,1,1,4,2,0,2,1.87999999523163,2014,11,191000,395200,0,364000,240000,0,102000,31569.7353270538,300000,1134120,0,0,0,2757889.75,0.888816893100739,52065.9765625,0,0,0,8768.5625,18143.119140625,0,16710.767578125,11018.0888671875,0,4682.6875,1449.32556152344,13772.6103515625,126611.140625
"2393-001",510116200448,4,310.819976806641,51,1,162,3,3,1,1,1,4,2,0,9,7.08000001311302,2014,10,40000,87600,30000,0,240000,0,204000,17494.5277669853,246626.015625,5865600,0,154000,65000,6950320.5,0.888816893100739,71504.28125,0,1877.32873535156,792.379028320313,487.617858886719,1067.88305664063,365.71337890625,0,2925.70703125,0,2486.85107421875,213.266098022461,3006.48120117188,84727.5078125
"3470-001",530133319680,4,293.670166015625,53,1,333,7,301,3,1,1,4,2,0,7,5.87999996542931,2014,12,165000,323200,202000,260000,144000,0,260400,71876.5052955705,871591.9375,2849600,0,122500,390000,5660168.5,0.888816893100739,41827.26171875,0,1798.0908203125,5724.5341796875,2421.91821289063,4744.0244140625,2965.01513671875,3816.35620117188,2113.67407226563,0,3822.22729492188,1055.0244140625,12793.4814453125,83081.609375
"3341-001",530122211328,4,286.787261962891,53,1,222,6,1,3,1,1,4,2,0,6,4.75999999046326,2014,12,174000,437200,60000,218400,216000,0,196800,15811.5274414478,616062.25,3066266.75,1404000,0,117000,6521541,0.888816893100739,55597.57421875,25457.33984375,0,2121.44506835938,3154.96948242188,7927.31396484375,1087.92053222656,3960.03076171875,3916.51391601563,0,3568.37939453125,286.694763183594,11170.4462890625,118248.640625
"3308-001",530103304192,4,256.354095458984,53,1,33,4,302,2,1,1,4,2,0,7,6.51999998092651,2014,11,381000,1193200,132000,738400,396000,0,315600,186156.752098434,1369227,3198000,104000,756000,1131000,9900584,0.888816893100739,42333.45703125,1376.69775390625,10007.5341796875,14971.587890625,5043.4794921875,15794.9599609375,1747.34716796875,9774.5546875,5242.04150390625,0,4177.748046875,2464.24609375,18125.11328125,131058.765625
"2409-001",510136090624,4,1230.77905273438,51,1,361,2,2,1,1,2,4,2,0,8,7.24000009894371,2014,10,150000,11200,5000,416000,48000,0,62400,72323.8702773852,207778.578125,4934280,743600,84000,15600,6750182.5,0.888816893100739,58821.76953125,8864.48828125,1001.36767578125,185.968292236328,1788.15661621094,133.515701293945,59.6052207946777,4959.154296875,572.210144042969,0,743.873168945313,862.176025390625,2476.9375,80469.2265625
"3477-001",530133319680,4,293.670166015625,53,1,333,7,301,3,1,1,4,2,0,8,6.47999998927116,2014,12,0,360000,0,291200,540000,0,504000,67962.1754632025,933885.6875,3547918.5,0,0,0,6244966,0.888816893100739,47255.40625,0,0,0,0,4794.90869140625,0,3878.54858398438,7192.36328125,0,6712.87255859375,905.201232910156,12438.6025390625,83177.8984375
"2410-001",510136090624,4,1230.77905273438,51,1,361,2,2,1,1,2,4,2,0,5,3.55999997258186,2014,10,45000,35200,0,0,60000,0,34800,7149.73543088646,60000,1770080,0,7500,0,2019729.75,0.888816893100739,42913.6796875,0,181.829406738281,0,1090.97644042969,853.386047363281,0,0,1454.63525390625,0,843.6884765625,173.337631225586,1454.63525390625,48966.16796875
