"y5_hhid","booster","cluster","strata","hhweight2","urban","area","region","district","month","quarter","mainland","femalehead","hhsize","adulteq","intyear","intmonth","hhweight_pan","hhweight","nf_clothing","nf_utilities","nf_hhexpenses","nf_transport","nf_communic","nf_recreat","nf_other","dur_exp","rent_exp","foodIN","foodOUT","educa","health","expm","fisherb4c4","foodINR_pae","foodOUTR_pae","educaR_pae","healthR_pae","nf_clothingR_pae","nf_utilitiesR_pae","nf_hhexpensesR_pae","nf_transportR_pae","nf_communicR_pae","nf_recreatR_pae","nf_otherR_pae","dur_expR_pae","rent_expR_pae","expmR_pae"
"3282-001-01",0,530101305344,4,160.187484741211,2,4,53,531,9,3,2,0,4,3.96000003814697,2021,9,128.160598754883,160.187484741211,415000,802400,250000,520000,60000,0,360000,271666.927806354,1643153.125,3146000,0,100000,0,7568220,1.05740022659302,57635.3984375,0,1832.02160644531,0,7602.8896484375,14700.140625,4580.0537109375,9526.51171875,1099.212890625,0,6595.27734375,4976.99658203125,30102.919921875,138651.421875
"6403-001-03",0,510228299776,4,138.232711791992,2,4,51,512,8,3,2,0,4,2.75999999046326,2021,8,153.969497680664,138.232711791992,180000,435600,222000,0,192000,5000,156000,659686.633756218,812332.1875,2171000,0,0,26000,4859619,1.05740022659302,57065.87890625,0,0,683.423706054688,4731.39501953125,11449.9755859375,5835.38720703125,0,5046.8212890625,131.427627563477,4100.5419921875,17340.2109375,21352.580078125,127737.6484375
"7500-001-01",0,530132303872,4,719.267517089844,2,4,53,531,7,3,2,0,4,3.51999998092651,2021,7,769.154602050781,719.267517089844,820000,797200,150000,2644000,240000,0,730000,1660872.41871578,1246533.125,6715800,0,820000,0,15824405,1.05740022659302,138414.265625,0,16900.3984375,0,16900.3984375,16430.486328125,3091.53637695313,54493.48046875,4946.45849609375,0,15045.4775390625,34230.984375,25691.349609375,326144.84375
"6304-001-01",0,540107112448,4,356.849365234375,1,4,55,551,7,3,2,0,3,2.75999999046326,2021,7,400.627838134766,356.849365234375,126000,77200,0,234000,54000,0,84000,96298.4144623534,434130.125,2138586.75,0,0,0,3244215.5,1.05740022659302,56213.87890625,0,0,0,3311.97631835938,2029.24267578125,0,6150.8134765625,1419.41845703125,0,2207.984375,2531.25463867188,11411.3388671875,85275.9140625
"6326-001-01",0,540131196928,4,588.135559082031,2,4,54,541,7,3,2,0,9,5.84000000357628,2021,7,554.322265625,588.135559082031,518000,24000,20000,0,96000,0,91200,251211.567532812,236337.4375,1019942.875,2106000,94500,260000,4717192,1.05740022659302,12670.3544921875,26162.021484375,1173.93688964844,3229.87915039063,6434.9130859375,298.142700195313,248.452239990234,0,1192.57080078125,0,1132.94226074219,3120.70385742188,2935.92822265625,58599.84765625
"3287-001-03",0,530101305344,4,158.519958496094,2,4,53,531,9,3,2,0,4,2.75999999046326,2021,9,159.460723876953,158.519958496094,374500,240000,35000,135200,72000,7000,168000,233775.601687626,650374.75,1677000,0,0,156000,3748850.25,1.05740022659302,44080.828125,0,0,4100.5419921875,9843.9296875,6308.5263671875,919.993469238281,3553.80322265625,1892.55798339844,183.998687744141,4415.96875,6144.9150390625,17095.443359375,98540.5078125
"6302-001-06",0,540107112448,4,383.512878417969,1,4,54,541,7,3,2,0,6,3.87999999523163,2021,7,404.505889892578,383.512878417969,400000,29200,0,260000,60000,0,228000,134700.205404676,328904.65625,2160600,0,55000,143000,3799405,1.05740022659302,40398.796875,0,1028.38732910156,2673.80712890625,7479.1806640625,545.980224609375,0,4861.4677734375,1121.87707519531,0,4263.13330078125,2518.61791992188,6149.84326171875,71041.09375
"6321-001-02",0,540131196928,4,75.4459228515625,2,4,54,541,7,3,2,0,11,7.75999999046326,2021,7,92.1828079223633,75.4459228515625,240000,30000,0,0,18000,0,90000,21495.6216106207,218651.875,2493400,0,275000,0,3386547.5,1.05740022659302,23310.736328125,0,2570.96850585938,0,2243.75415039063,280.469268798828,0,0,168.28157043457,0,841.407836914063,200.962051391602,2044.17114257813,31660.751953125
"3287-001-01",0,530101305344,4,75.4459228515625,2,4,53,531,9,3,2,0,7,6.32000002264977,2021,9,79.3875885009766,75.4459228515625,243000,274400,0,124800,48000,0,164400,359109.440122229,715493.4375,2942333.25,702000,96000,0,5669536,1.05740022659302,33775.40234375,8058.34375,1101.99572753906,0,2789.4267578125,3149.87109375,0,1432.59448242188,550.997863769531,0,1887.16772460938,4122.26123046875,8213.236328125,65081.296875
"6380-001-01",0,510227087360,4,1175.32666015625,1,4,51,512,8,3,2,0,4,3.96000003814697,2021,8,1127.66931152344,1175.32666015625,29000,79600,0,249600,24000,0,78000,41656.3243910477,665635.375,2858093.25,0,0,520000,4545585,1.05740022659302,52360.8828125,0,0,9526.51171875,531.286254882813,1458.28918457031,0,4572.7255859375,439.685180664063,0,1428.97680664063,763.15283203125,12194.583984375,83276.09375
"7463-001-07",0,530128306176,4,198.318542480469,2,4,53,531,8,3,2,0,5,3.15999999642372,2021,8,223.799621582031,198.318542480469,835000,816000,3440000,900000,216000,35000,276000,615914.488461216,2040000,4495689,0,2300000,26000,15995603,1.05740022659302,103213.1328125,0,52803.96484375,596.914367675781,19170.134765625,18733.927734375,78976.359375,20662.419921875,4958.98095703125,803.53857421875,6336.4755859375,14140.3154296875,46834.8203125,367230.96875
"7309-001-01",0,530102288384,4,176.896835327148,2,4,53,531,7,3,2,0,10,9.1599999666214,2021,7,207.075103759766,176.896835327148,1080000,1145200,120000,4320000,192000,0,468000,576456.137394182,1327490.875,5077800,0,3075000,1118000,18499946,1.05740022659302,40216.6484375,0,24354.287109375,8854.6640625,8553.701171875,9070.0908203125,950.411193847656,34214.8046875,1520.65795898438,0,3706.60375976563,4565.58642578125,10513.8515625,146521.296875
"7447-001-01",0,530126307328,4,75.4459228515625,2,4,53,531,9,3,2,1,10,9.6800000667572,2021,9,152.51123046875,75.4459228515625,330000,552000,0,478400,120000,0,91200,141375.737078075,947870.3125,4763200,1040000,1515000,0,9979046,1.05740022659302,35698.4375,7794.4189453125,11354.3701171875,0,2473.22900390625,4137.03759765625,0,3585.4326171875,899.356018066406,0,683.510559082031,1059.55932617188,7103.94091796875,74789.296875
"7505-001-01",0,530132303872,4,428.477233886719,2,4,53,531,7,3,2,0,8,6.0799999833107,2021,7,325.642425537109,428.477233886719,490000,401200,0,624000,192000,0,264000,196710.238233724,1087549.375,4453800,0,120000,175500,8004759.5,1.05740022659302,53143.8359375,0,1431.86950683594,2094.10913085938,5846.80029296875,4787.216796875,0,7445.72119140625,2290.9912109375,0,3150.11279296875,2347.19482421875,12976.90625,95514.7578125
"7313-001-03",0,530102288384,4,305.223266601563,2,4,53,532,7,3,2,0,5,3.84000000357628,2021,7,332.259552001953,305.223266601563,338000,84000,0,0,120000,0,202800,70802.3171885162,575894.0625,2389400,182000,221500,88400,4272796.5,1.05740022659302,45142.26953125,3438.4755859375,4184.73779296875,1670.11669921875,6385.740234375,1586.98864746094,0,0,2267.12670898438,0,3831.44409179688,1337.64855957031,10880.20703125,80724.7578125
"7357-001-01",0,530109300736,4,379.658630371094,2,4,53,531,8,3,2,0,5,5.28000009059906,2021,8,374.553985595703,379.658630371094,160000,264000,20000,0,96000,0,144000,234936.50443476,932364.5,1836466.625,0,535000,0,4222767.5,1.05740022659302,25233.34765625,0,7350.986328125,0,2198.42578125,3627.40258789063,274.80322265625,0,1319.05554199219,0,1978.58325195313,3228.0654296875,12810.8388671875,58021.5078125
"7441-001-01",0,530126307328,4,118.965614318848,2,4,53,531,9,3,2,0,7,7.04000008106232,2021,9,82.710563659668,118.965614318848,619000,1188000,0,208000,180000,0,268000,530315.661510456,863478.75,1973400,5174000,635000,0,11639195,1.05740022659302,20336.126953125,53318.6953125,6543.751953125,0,6378.8701171875,12242.484375,0,2143.46508789063,1854.921875,0,2761.7724609375,5464.96728515625,8898.2529296875,119943.3125
"7579-001-01",0,530207211520,4,1675.31433105469,2,4,53,532,8,3,2,0,7,6.76000010967255,2021,8,1691.08581542969,1675.31433105469,715000,1139200,1119000,536800,120000,0,240000,1112121.51087223,1286374.625,5018000,0,9000000,0,20286496,1.05740022659302,53852.9765625,0,96587.640625,0,7673.3515625,12225.849609375,12009.0634765625,5760.91650390625,1287.83520507813,0,2575.67041015625,11935.244140625,13805.3212890625,217713.875
"7310-001-07",0,530102288384,4,196.767013549805,2,4,53,532,7,3,2,0,5,3.23999997973442,2021,7,126.643753051758,196.767013549805,480000,1058000,80000,520000,60000,0,303000,1070727.61952733,1289788.5,5686200,0,0,0,10547716,1.05740022659302,127321.8359375,0,0,0,10747.8603515625,23690.07421875,1791.30993652344,11643.5146484375,1343.48254394531,0,6784.58642578125,23975.064453125,28880.138671875,236177.859375
"7394-001-01",0,530122211328,4,222.138732910156,2,4,53,531,8,3,2,1,12,9.87999996542931,2021,8,234.340805053711,222.138732910156,390000,665200,0,390000,57600,0,463200,182754.594982185,192127.0625,2932800,4123600,156000,0,9553282,1.05740022659302,21535.31640625,30279.267578125,1145.49560546875,0,2863.73901367188,4884.5107421875,0,2863.73901367188,422.952209472656,0,3401.24072265625,1341.95251464844,1410.77368164063,70148.9921875
"6384-001-01",0,510227087360,4,528.818481445313,1,4,51,512,8,3,2,0,9,7.88000002503395,2021,8,513.294494628906,528.818481445313,42500,29200,0,124800,48000,0,120000,53853.5674645478,701470.5,2389313.5,208000,30000,84500,3831637.5,1.05740022659302,21997.466796875,1914.97399902344,276.198181152344,777.958190917969,391.28076171875,268.832885742188,0,1148.984375,441.917083740234,0,1104.79272460938,495.808563232422,6458.16259765625,35276.375
"7386-001-01",0,530122211328,4,218.95100402832,2,4,53,531,8,3,2,0,6,5.04000005125999,2021,8,228.877868652344,218.95100402832,255000,305200,0,520000,60000,0,228000,119882.991770696,855884.4375,2412800,0,70000,0,4826767.5,1.05740022659302,34730.94140625,0,1007.61187744141,0,3670.5859375,4393.1875,0,7485.11669921875,863.667297363281,0,3281.93579101563,1725.650390625,12319.990234375,69478.6875
"6305-001-04",0,540107112448,4,375.648010253906,1,4,55,552,7,3,2,1,7,6.39999997615814,2021,7,403.119140625,375.648010253906,450000,233200,35000,312000,180000,0,108000,265632.153182675,625087.1875,5740800,0,10000,0,7959719,1.05740022659302,65075.60546875,0,113.356338500977,0,5101.03515625,2643.4697265625,396.747161865234,3536.71752929688,2040.4140625,0,1224.24841308594,3011.10864257813,7085.75927734375,90228.4609375
"7524-001-01",0,530134204416,4,455.422546386719,2,4,53,531,8,3,2,0,10,9.28000003099442,2021,8,507.186828613281,455.422546386719,1850000,1637200,320000,1800000,300000,0,564000,985088.990436458,1069378.25,4747600,0,300000,0,13573267,1.05740022659302,37115.2109375,0,2345.30346679688,0,14462.705078125,12799.1025390625,2501.65698242188,14071.8203125,2345.30346679688,0,4409.17041015625,7701.10888671875,8360.0546875,106111.4375
"7314-001-01",0,530102288384,4,257.227478027344,2,4,53,531,7,3,2,0,7,6.27999997138977,2021,7,209.003036499023,257.227478027344,780000,245200,0,520000,240000,0,210000,147275.545973695,671162.5625,3148600,0,122000,0,6084238,1.05740022659302,36373.375,0,1409.373046875,0,9010.7451171875,2832.60864257813,0,6007.16357421875,2772.537109375,0,2425.96997070313,1701.36218261719,7753.4296875,70286.5625
"7450-001-02",0,530126307328,4,247.267684936523,2,4,53,531,9,3,2,1,5,4.15999999642372,2021,9,285.371185302734,247.267684936523,329000,983200,60000,832000,216000,12000,210000,200289.056946192,1028988.8125,3187600,104000,0,10400,7173478,1.05740022659302,55589.9453125,1813.70129394531,0,181.370132446289,5737.57470703125,17146.453125,1046.3662109375,14509.6103515625,3766.91821289063,209.273239135742,3662.28149414063,3492.92822265625,17944.984375,125101.4140625
"6301-001-07",0,540107112448,4,395.404937744141,1,4,54,542,7,3,2,0,3,2.40000000596046,2021,7,416.521759033203,395.404937744141,180000,35200,0,0,120000,0,216000,35826.0360177011,367075.40625,2724800,36400,0,0,3715301.5,1.05740022659302,82366.2265625,1100.31213378906,0,0,5441.10400390625,1064.0380859375,0,0,3627.40258789063,0,6529.32470703125,1082.96215820313,11096.0859375,112307.453125
"6320-001-01",0,540131196928,4,138.849517822266,2,4,54,541,7,3,2,0,10,8.23999997973442,2021,7,96.1376647949219,138.849517822266,132000,197200,0,936000,30000,0,144000,27730.4683096861,213769.390625,2513779,0,198000,0,4392479,1.05740022659302,22132.25390625,0,1743.26635742188,0,1162.17761230469,1736.22290039063,0,8240.8955078125,264.131256103516,0,1267.830078125,244.149459838867,1882.10595703125,38673.03515625
"7352-001-01",0,530109300736,4,486.422058105469,2,4,53,531,8,3,2,0,5,4.63999998569489,2021,8,547.216613769531,486.422058105469,295000,1073200,40000,312000,120000,0,732000,220088.095419152,590076.9375,2714400,0,800000,0,6896765,1.05740022659302,42440.61328125,0,12508.28515625,0,4612.43017578125,16779.865234375,625.414245605469,4878.2314453125,1876.24279785156,0,11445.0810546875,3441.15576171875,9226.0634765625,107833.3828125
"7308-001-01",0,530102288384,4,297.203826904297,2,4,53,531,7,3,2,0,7,6.36000001430511,2021,7,221.863922119141,297.203826904297,237500,612000,140000,2392000,96000,0,204000,144231.225604856,1080826.625,3567200,655200,894000,104000,10126958,1.05740022659302,40690.7890625,7473.818359375,10197.7919921875,1186.32043457031,2709.14501953125,6981.0390625,1596.9697265625,27285.369140625,1095.06494140625,0,2327.01293945313,1645.23498535156,12328.91015625,115517.46875
"6290-001-01",0,540101214208,4,518.531005859375,2,4,54,541,7,3,2,0,1,0.879999995231628,2021,7,543.04833984375,518.531005859375,0,29200,0,0,0,0,78000,12025.1676102715,318989.6875,0,0,0,0,438214.84375,1.05740022659302,0,0,0,0,0,2407.2763671875,0,0,0,0,6430.3955078125,991.366516113281,26297.8203125,36126.85546875
"1728-001-03",0,70326198272,1,1652.23645019531,2,4,51,512,8,3,2,0,1,1,2021,8,1501.69201660156,1652.23645019531,110000,305200,0,416000,60000,0,126000,98773.2700222379,480000,1265333.375,0,0,0,2861306.75,1.05740022659302,91797.4765625,0,0,0,7980.2861328125,22141.666015625,0,30179.990234375,4352.88330078125,0,9141.0546875,7165.80859375,34823.06640625,207582.234375
"7503-001-01",0,530132303872,4,301.269592285156,2,4,53,531,7,3,2,0,6,4.79999998211861,2021,7,325.525421142578,301.269592285156,920000,1061200,25000,1040000,180000,0,187200,293225.412144261,1267510.25,5577000,0,0,195000,10746135,1.05740022659302,84291.7734375,0,0,2947.2646484375,13905.0439453125,16039.166015625,377.854461669922,15718.7451171875,2720.55200195313,0,2829.3740234375,4431.86083984375,19157.375,162419
"7311-001-03",0,530102288384,4,335.87890625,2,4,53,531,7,3,2,0,4,2.75999999046326,2021,7,368.815246582031,335.87890625,120000,593200,0,0,120000,0,273600,66688.9669964885,709718.25,2943668,0,0,0,4826875,1.05740022659302,77375.8671875,0,0,0,3154.26318359375,15592.57421875,0,0,3154.26318359375,0,7191.72021484375,1752.95458984375,18655.318359375,126876.953125
"7391-001-01",0,530122211328,4,115.871513366699,2,4,53,531,8,3,2,0,5,3.51999998092651,2021,8,94.7392501831055,115.871513366699,477000,1080000,93000,360000,120000,5000,198000,406797.742137826,1062410,3042000,520000,50000,19500,7433707.5,1.05740022659302,62696.359375,10717.326171875,1030.51208496094,401.899719238281,9831.0859375,22259.0625,1916.75256347656,7419.6875,2473.22924804688,103.051216125488,4080.828125,8384.2001953125,21896.52734375,153210.515625
"6321-001-01",0,540131196928,4,350.037414550781,2,4,54,541,7,3,2,0,1,1,2021,7,367.234191894531,350.037414550781,0,70400,0,260000,96000,0,126000,9220.98718723602,180000,176800,280800,0,0,1199221,1.05740022659302,12826.49609375,20371.494140625,0,0,0,5107.3828125,0,18862.494140625,6964.61328125,0,9141.0546875,668.964660644531,13058.6494140625,87001.1484375
"7395-001-01",0,530122211328,4,201.38151550293,2,4,53,531,8,3,2,0,5,4.75999999046326,2021,8,225.955032348633,201.38151550293,340000,593200,0,4104000,420000,0,264000,1039754.96683807,1056823.875,2202200,0,45000,26000,10090979,1.05740022659302,33564.14453125,0,685.853454589844,396.270874023438,5182.00390625,9041.072265625,0,62549.8359375,6401.298828125,0,4023.67358398438,15847.1005859375,16107.2509765625,153798.5
"6341-001-05",0,540224094208,4,1256.63696289063,1,4,54,542,7,3,2,0,5,3.75999999046326,2021,7,1329.6708984375,1256.63696289063,240000,269200,0,0,60000,0,162000,139737.920423584,1012238.125,3074066.75,52000,28000,0,5037243,1.05740022659302,59313.1796875,1003.32415771484,540.25146484375,0,4630.72705078125,5194.1318359375,0,0,1157.68176269531,0,3125.74072265625,2696.20068359375,19530.826171875,97192.0703125
"8488-001-03",0,240107307008,3,2118.85791015625,1,4,51,512,9,3,2,0,3,2.28000000119209,2021,9,2325.28662109375,2118.85791015625,207000,240000,17000,0,96000,0,198000,121642.760788961,120000,1843400,1274000,0,65000,4182042.75,1.05740022659302,58655.73828125,40537.81640625,0,2068.255859375,6586.599609375,7636.63720703125,540.928466796875,0,3054.65478515625,0,6300.2255859375,3870.59008789063,3818.31860351563,133069.765625
"7593-001-04",0,530132303872,4,488.845764160156,2,4,53,531,9,3,2,0,2,1.87999999523163,2021,9,335.293487548828,488.845764160156,10000,1155600,0,240000,240000,0,336000,694234.236522918,1609048.25,3271044.5,1560000,0,65000,9180927,1.05740022659302,126227.6171875,60199.44921875,0,2508.31030273438,385.893890380859,44593.8984375,0,9261.4541015625,9261.4541015625,0,12966.03515625,26790.076171875,62092.19140625,354286.375
"6343-001-01",0,540224094208,4,871.170043945313,1,4,54,542,7,3,2,0,10,8.27999997138977,2021,7,699.1240234375,871.170043945313,470000,48000,0,0,96000,0,84000,43287.2269513004,255807.234375,4945200,3640000,120500,0,9702794,1.05740022659302,43329.0625,31893.10546875,1055.80200195313,0,4118.06591796875,420.568420410156,0,0,841.136840820313,0,735.994750976563,379.275848388672,2241.34252929688,85014.3515625
"6302-001-01",0,540107112448,4,106.417839050293,1,4,55,551,7,3,2,0,9,7.19999998807907,2021,7,100.734016418457,106.417839050293,1180000,310400,0,1240000,240000,0,342000,447221.137205802,468023.59375,6442800,0,152000,0,10822445,1.05740022659302,64918.41796875,0,1531.57006835938,0,11889.8203125,3127.62719726563,0,12494.38671875,2418.2685546875,0,3446.03247070313,4506.25341796875,4715.861328125,109048.2421875
"6306-001-01",0,540107112448,4,810.391418457031,1,4,55,551,7,3,2,1,4,3.39999997615814,2021,7,837.11279296875,810.391418457031,200000,125200,0,0,24000,0,38400,19997.9282184388,621364.75,1874600,0,60000,0,2963562.75,1.05740022659302,39999.58203125,0,1280.259765625,0,4267.53271484375,2671.47534179688,0,0,512.103942871094,0,819.366271972656,426.709045410156,13258.4716796875,63235.50390625
"6396-001-01",0,510228299776,4,215.914916992188,2,4,51,512,8,3,2,0,7,5.67999997735024,2021,8,224.603393554688,215.914916992188,170000,72000,0,0,36000,0,42000,50493.1549474403,447917.3125,2475200,0,45000,0,3338610.5,1.05740022659302,31614.603515625,0,574.764526367188,0,2171.33251953125,919.623229980469,0,0,459.811614990234,0,536.446899414063,644.926086425781,5721.0439453125,42642.55078125
"7443-001-01",0,530126307328,4,546.276672363281,2,4,53,531,9,3,2,0,4,3.11999997496605,2021,9,601.3427734375,546.276672363281,130000,461200,0,182000,30000,0,66000,102928.451000133,1246533.125,1514066.625,0,0,0,3732728,1.05740022659302,35205.95703125,0,0,0,3022.83569335938,10724.0908203125,0,4231.9697265625,697.577453613281,0,1534.67041015625,2393.35229492188,28985.11328125,86795.5625
"7576-001-01",0,530207211520,4,1569.56909179688,2,4,53,532,8,3,2,0,5,4.64000004529953,2021,8,1816.83947753906,1569.56909179688,200000,768000,0,0,60000,0,90000,178730.42993019,731282.75,2938000,0,300000,32500,5298513,1.05740022659302,45936.67578125,0,4690.60693359375,508.149078369141,3127.0712890625,12007.9541015625,0,0,938.121398925781,0,1407.18212890625,2794.51391601563,11433.8662109375,82844.140625
"3286-001-01",0,530101305344,4,138.179901123047,2,4,53,531,9,3,2,0,8,5.55999997258186,2021,9,112.563705444336,138.179901123047,250000,1025200,0,620000,120000,0,309000,1302878.20383596,1713550,3419866.75,0,7400000,0,16160495,1.05740022659302,44623.14453125,0,96556.765625,0,3262.052734375,13377.0263671875,0,8089.89111328125,1565.78540039063,0,4031.89721679688,17000.23046875,22358.76171875,210865.546875
"7575-001-01",0,530207211520,4,1043.13305664063,2,4,53,532,8,3,2,1,5,4.31999999284744,2021,8,1093.18127441406,1043.13305664063,600000,1001200,0,936000,240000,0,360000,830966.128338268,2400000,3304600,0,390000,91000,10153766,1.05740022659302,55495.90234375,0,6549.47705078125,1528.21130371094,10076.1181640625,16813.68359375,0,15718.7451171875,4030.44750976563,0,6045.67138671875,13954.85546875,40304.47265625,170517.578125
"7442-001-01",0,530126307328,4,558.2998046875,2,4,53,531,9,3,2,0,8,7.51999998092651,2021,9,616.913940429688,558.2998046875,690000,941200,60000,3120000,240000,0,360000,527019.559473866,902409.1875,3671571.5,0,785000,32500,11329701,1.05740022659302,35420.92578125,0,7573.16796875,313.538787841797,6656.669921875,9080.083984375,578.840881347656,30099.724609375,2315.36352539063,0,3473.04516601563,5084.3408203125,8705.85546875,109301.5625
"6302-001-19",0,540107112448,4,94.120849609375,1,4,53,531,8,3,2,0,4,3.39999997615814,2021,8,104.820663452148,94.120849609375,333000,593200,0,964800,120000,0,330000,545531.28911637,1047351.25,2640444.5,156000,6000,0,6736327,1.05740022659302,56340.9140625,3328.67553710938,128.025985717773,0,7105.44189453125,12657.501953125,0,20586.578125,2560.51953125,0,7041.4287109375,11640.36328125,22348.02734375,143737.46875
"7390-001-01",0,530122211328,4,209.124450683594,2,4,53,531,8,3,2,0,7,6.28000003099442,2021,8,170.966232299805,209.124450683594,576000,317200,39000,166400,48000,0,216000,61753.9744795427,494129.21875,3837600,390000,147000,390000,6683083,1.05740022659302,44332.8671875,4505.37255859375,1698.17895507813,4505.37255859375,6654.0888671875,3664.36987304688,450.537261962891,1922.29235839844,554.507446289063,0,2495.28344726563,713.396606445313,5708.29833984375,77204.5625
"6284-001-02",0,540101214208,4,270.197723388672,2,4,54,541,7,3,2,0,2,1.75999999046326,2021,7,287.209197998047,270.197723388672,500000,1145200,150000,0,360000,0,240000,329900.112031459,938965,6421133.5,0,0,195000,10280199,1.05740022659302,264682.25,0,0,8037.99462890625,20610.2421875,47205.69921875,6183.07275390625,0,14839.375,0,9892.9169921875,13598.642578125,38704.59375,423754.78125
"6823-001-01",0,550113181696,4,725.544616699219,2,4,55,551,7,3,2,1,4,3.72000002861023,2021,7,753.649780273438,725.544616699219,190000,35200,0,0,0,0,138000,19040.6947259438,169131.15625,2485600,0,0,0,3036972,1.05740022659302,48474.58203125,0,0,0,3705.41137695313,686.476196289063,0,0,0,0,2691.298828125,371.334777832031,3298.42358398438,59227.52734375
"6323-001-01",0,540131196928,4,223.126495361328,2,4,54,541,7,3,2,1,1,0.720000028610229,2021,7,182.330978393555,223.126495361328,40000,17200,0,0,0,0,48000,7065.42047829494,135312.28125,868400,0,0,0,1115977.75,1.05740022659302,87501.0078125,0,0,0,4030.447265625,1733.09228515625,0,0,0,0,4836.53662109375,711.920104980469,13634.2255859375,112447.234375
"6397-001-05",0,510228299776,4,115.316337585449,2,4,51,512,8,3,2,0,2,1.87999999523163,2021,8,140.502624511719,115.316337585449,295000,545200,35000,416000,0,0,102000,134786.432568061,1080000,2034066.625,0,0,0,4642053,1.05740022659302,78493.390625,0,0,0,11383.8701171875,21038.935546875,1350.62866210938,16053.1865234375,0,0,3936.11791992188,5201.326171875,41676.54296875,179134
"7391-001-03",0,530122211328,4,201.224182128906,2,4,53,531,8,3,2,0,4,2.68000000715256,2021,8,220.956268310547,201.224182128906,634000,797200,35000,582400,192000,50000,174000,352490.836214822,1241201,6697600,520000,0,0,11275892,1.05740022659302,181305.171875,14076.48828125,0,0,17162.48828125,21580.33984375,947.455932617188,15765.6669921875,5197.47265625,1353.50842285156,4710.20947265625,9541.986328125,33599.51953125,305240.3125
"7384-001-01",0,530122211328,4,351.245330810547,2,4,53,531,8,3,2,0,3,2.51999998092651,2021,8,360.474334716797,351.245330810547,125000,239200,0,229600,72000,0,150000,63632.8291576114,338775.78125,2069600,728000,0,284700,4300508.5,1.05740022659302,59581.52734375,20958.326171875,0,8196.203125,3598.61376953125,6886.3076171875,0,6609.93408203125,2072.80151367188,0,4318.33642578125,1831.91979980469,9752.9853515625,123806.953125
"4573-001-06",0,240208101376,3,1259.01538085938,1,4,52,521,8,3,2,0,3,2.28000000119209,2021,8,882.54736328125,1259.01538085938,74000,180000,45000,416000,48000,0,163200,10148.9169262976,120000,1320800,0,0,0,2377149,1.05740022659302,42026.9609375,0,0,0,2354.6298828125,5727.47802734375,1431.86950683594,13236.837890625,1527.32739257813,0,5192.91357421875,322.931640625,3818.31860351563,75639.265625
"6288-001-03",0,540101214208,4,169.173583984375,2,4,53,531,7,3,2,0,2,1.87999999523163,2021,7,164.703750610352,169.173583984375,225000,629200,0,260000,0,0,450000,135985.340042929,834207,3057600,0,0,0,5591992.5,1.05740022659302,117990.921875,0,0,0,8682.61328125,24280.4453125,0,10033.2412109375,0,0,17365.2265625,5247.59130859375,32191.5390625,215791.578125
"6346-001-01",0,540224094208,4,2346.65747070313,1,4,54,542,7,3,2,0,3,2.35999998450279,2021,7,2589.71044921875,2346.65747070313,100000,65200,0,0,72000,0,114000,39488.4545182702,150142.859375,1382333.375,182000,0,91000,2196164.75,1.05740022659302,42493.8984375,5594.8076171875,0,2797.40380859375,3074.07006835938,2004.29370117188,0,0,2213.33056640625,0,3504.43994140625,1213.90283203125,4615.49658203125,67511.640625
"7346-001-01",0,530109300736,4,135.846542358398,2,4,53,531,8,3,2,0,11,8.95999994874001,2021,8,142.8515625,135.846542358398,767000,749200,220000,624000,96000,0,274000,149685.912076166,1140026.75,3554200,1071200,170500,299000,9114813,1.05740022659302,28777.935546875,8673.37890625,1380.51818847656,2420.96752929688,6210.3076171875,6066.18310546875,1781.31384277344,5052.45361328125,777.300598144531,0,2218.54541015625,1211.98901367188,9230.6611328125,73801.5546875
"7499-001-01",0,530132303872,4,147.988235473633,2,4,53,531,7,3,2,0,10,8.12000006437302,2021,7,188.940948486328,147.988235473633,121000,305200,0,208000,72000,0,246000,80752.9059365079,468847.78125,4622800,416000,39000,650000,7229601,1.05740022659302,41302.35546875,3716.74755859375,348.445098876953,5807.41796875,1081.0732421875,2726.80615234375,0,1858.37377929688,643.283203125,0,2197.88427734375,721.485961914063,4188.91552734375,64592.79296875
"6340-001-01",0,540224094208,4,782.354736328125,1,4,54,542,7,3,2,0,8,6.47999998927116,2021,7,537.077453613281,782.354736328125,265000,0,0,0,360000,0,336000,27258.7386026432,509580.75,4084600,0,135000,0,5717439,1.05740022659302,45729.90625,0,1511.41784667969,0,2966.85717773438,0,0,0,4030.44750976563,0,3761.7509765625,305.180328369141,5705.10693359375,64010.66015625
"7599-001-02",0,530218188800,4,492.037658691406,2,4,53,532,9,3,2,0,6,4.75999999046326,2021,9,502.395690917969,492.037658691406,1450000,797200,0,2560000,240000,0,312000,434607.06527503,772601.375,2529800,0,115000,0,9211208,1.05740022659302,38557.15625,0,1752.73657226563,0,22099.72265625,12150.275390625,0,39017.44140625,3657.88500976563,0,4755.25048828125,6623.927734375,11775.3623046875,140389.75
"7312-001-01",0,530102288384,4,75.4459228515625,2,4,53,531,7,3,2,0,10,7.80000001192093,2021,7,97.8622055053711,75.4459228515625,928500,1200000,54000,52000,60000,0,122400,77013.5518575911,921537.25,3528200,884000,212000,0,8039651,1.05740022659302,32815.90234375,8222.1123046875,1971.81884765625,0,8636.0087890625,11161.2392578125,502.255767822266,483.653686523438,558.061950683594,0,1138.44641113281,716.305541992188,8571.248046875,74777.0546875
