"interview__key","y5_hhid","indidy5","hh_c01","hh_c01_1","hh_c01_2","hh_c02","hh_c03","hh_c03_1","hh_c04","hh_c05","hh_c05a","hh_c06","hh_c07","hh_c08","hh_c09","hh_c10","hh_c11","hh_c12","hh_c13","hh_c14","hh_c15","hh_c16","hh_c17","hh_c18","hh_c19","hh_c20_1","hh_c20_2","hh_c21_1","hh_c21_2","hh_c22","hh_c23","hh_c24","hh_c25","hh_c26","hh_c27","hh_c28_0","hh_c28_1","hh_c28_2","hh_c28_3","hh_c28_4","hh_c28_5","hh_c28_6","hh_c28_7","hh_c28_8","hh_c29","hh_c30","hh_c01_3"
"49-22-90-25","5263-001-01",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49-22-90-25","5263-001-01",6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"76-48-76-23","5275-001-01",1,1,1,,3,1,,10,2,5,2,24,2010,,,2,,,,,,,,,,,,,1,1,1,2010,3,4,,,,,,,,,,4,,1
"76-48-76-23","5275-001-01",2,1,1,,3,1,,8,2,5,2,24,2012,,,2,,,,,,,,,,,,,1,1,1,2012,3,5,,,,,,,,,,4,,1
"76-48-76-23","5275-001-01",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"76-48-76-23","5275-001-01",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"62-56-55-85","5277-001-01",1,1,1,,1,1,,11,2,8,2,18,1995,,,2,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,4,,1
"62-56-55-85","5277-001-01",2,1,1,,1,1,,7,2,10,2,18,1998,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"62-56-55-85","5277-001-01",3,1,2,1,1,1,,7,2,1,2,18,2017,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,
"62-56-55-85","5277-001-01",4,1,2,1,3,1,,6,1,,,,,23,22,1,1,2,4,45,2,1,3,4,4,0,4,6,1,1,,,,,1,0,15000,20000,144000,0,0,0,,4,,
"62-56-55-85","5277-001-01",5,1,2,1,1,1,,6,1,,,,,14,13,1,1,2,1,15,2,1,3,2,0,0,4,6,,,,,,,1,0,15000,3500,0,0,0,0,,,,
"62-56-55-85","5277-001-01",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"62-56-55-85","5277-001-01",8,1,2,1,1,1,,7,1,,,,,15,14,1,1,2,1,15,2,1,3,2,0,0,4,6,,,,,,,1,0,14000,25000,0,75000,0,0,,,,
"34-37-01-01","5277-001-06",1,1,1,,3,1,,8,2,5,2,43,2018,,,2,,,,,,,,,,,,,1,1,2,2015,1,1,,,,,,,,,,4,,1
"34-37-01-01","5277-001-06",2,1,1,,3,1,,8,2,5,2,43,2017,,,2,,,,,,,,,,,,,1,1,2,2014,3,3,,,,,,,,,,4,,1
"86-02-89-52","5278-001-01",1,1,1,,1,1,,10,2,8,2,16,1990,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,1
"86-02-89-52","5278-001-01",2,1,1,,1,1,,10,2,5,2,18,2003,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"86-02-89-52","5278-001-01",3,1,2,1,1,1,,6,1,,,,,18,17,1,1,2,1,10,2,2,,2,0,0,1,,,,,,,,1,0,20000,40000,0,0,0,0,,,,
"86-02-89-52","5278-001-01",4,1,2,1,1,1,,6,1,,,,,12,1,1,1,2,1,10,2,2,,2,0,0,1,,,,,,,,1,0,30000,30000,0,0,0,0,,,,
"06-07-05-32","5279-001-02",2,1,1,,3,1,,7,2,11,2,24,1993,,,2,,,,,,,,,,,,,1,2,1,1993,3,4,,,,,,,,,,4,,1
"06-07-05-32","5279-001-02",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"06-07-05-32","5279-001-02",4,1,2,2,3,1,,6,1,,,,,31,24,1,1,1,,,1,1,12,2,0,0,2,,1,1,,,,,2,,,,,,,,620000,4,,
"88-84-54-60","5280-001-01",1,1,1,,2,1,,6,2,1,2,18,2005,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"97-40-54-24","5281-001-01",1,1,1,,1,1,,14,2,8,2,18,1983,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"97-40-54-24","5281-001-01",2,1,1,,1,1,,10,2,10,2,18,1990,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"97-40-54-24","5281-001-01",3,1,2,2,3,1,,7,2,11,1,,,,24,2,,,,,,,,,,,,,1,1,,,,,1,0,150000,0,234000,0,0,0,,4,,
"97-40-54-24","5281-001-01",4,1,2,2,3,1,,8,1,,,,,17,16,1,1,2,1,30,2,2,,3,4,0,1,,,,,,,,1,0,50000,52500,0,0,0,0,,,,
"97-40-54-24","5281-001-01",5,1,2,2,1,1,,7,1,,,,,12,90,1,1,2,1,30,2,2,,2,4,0,1,,,,,,,,1,0,35500,50000,0,14000,0,0,,,,
"95-14-71-78","5283-001-01",1,1,1,,1,1,,10,2,5,2,18,1998,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"95-14-71-78","5283-001-01",2,1,2,1,3,1,,7,1,,,,,24,23,1,1,2,3,8,2,2,,2,18,15,6,,1,1,,,,,2,,,,,,,,230000,4,,
"95-14-71-78","5283-001-01",3,1,2,1,1,1,,6,1,,,,,16,15,1,1,2,3,5,2,2,,2,8,20,1,,2,,,,,,2,,,,,,,,80000,4,,
"95-14-71-78","5283-001-01",4,1,2,1,1,1,,5,1,,,,,1,1,1,7,2,4,5,2,2,,2,4,10,1,,,,,,,,2,,,,,,,,100000,,,
"13-56-55-76","5294-001-01",1,1,1,,2,1,,7,2,5,2,24,2001,,,2,,,,,,,,,,,,,1,2,1,2001,3,4,,,,,,,,,,4,,1
"13-56-55-76","5294-001-01",2,1,1,,1,1,,7,2,11,2,18,1998,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,1
"13-56-55-76","5294-001-01",3,1,2,2,1,1,,7,1,,,,,13,12,1,1,2,4,5,2,2,,4,2,0,1,,,,,,,,1,0,20000,30000,80000,20000,0,120000,,,,
"13-56-55-76","5294-001-01",4,1,2,2,1,1,,6,1,,,,,12,1,1,1,2,4,5,2,1,5,4,0,0,1,,,,,,,,1,0,15500,30000,74000,20000,0,98000,,,,
"13-56-55-76","5294-001-01",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09-35-53-51","5295-001-01",1,1,1,,1,1,,9,2,1,2,17,1998,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,1
"09-35-53-51","5295-001-01",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83-64-12-66","5296-001-01",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83-64-12-66","5296-001-01",2,1,1,,1,1,,9,2,5,2,2,1983,,,2,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,4,,1
"83-64-12-66","5296-001-01",3,1,1,,1,1,,5,2,1,2,24,2014,,,2,,,,,,,,,,,,,1,3,1,2014,3,6,,,,,,,,,,4,,1
"36-71-44-48","5296-001-04",1,1,1,,1,1,,10,2,5,2,15,2001,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,1
"36-71-44-48","5296-001-04",2,1,1,,1,1,,6,2,5,2,22,2002,,,2,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,4,,1
"36-71-44-48","5296-001-04",3,1,1,,3,1,,5,1,,,,,24,23,1,1,2,4,30,2,2,,2,10,0,1,,1,1,,,,,1,0,24500,35000,4800,0,79500,220000,,4,,1
"36-71-44-48","5296-001-04",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36-71-44-48","5296-001-04",5,1,1,,1,1,,5,1,,,,,16,15,1,1,2,1,15,2,2,,4,0,0,1,,,,,,,,1,0,15000,20000,0,0,42000,110000,,,,1
"82-32-82-66","5298-001-01",1,1,1,,1,1,,8,2,5,2,2,2000,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"82-32-82-66","5298-001-01",2,1,2,1,1,1,,5,1,,,,,16,15,1,1,2,1,10,2,1,1,3,5,0,6,,,,,,,,1,0,15000,0,0,0,10000,0,,,,
"82-32-82-66","5298-001-01",3,1,1,,3,1,,5,2,5,2,18,2009,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"38-91-78-91","5300-001-01",1,1,1,,5,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1
"38-91-78-91","5300-001-01",2,1,1,,3,1,,8,2,1,2,24,2019,,,2,,,,,,,,,,,,,1,2,3,,,,,,,,,,,,,4,,1
"38-91-78-91","5300-001-01",3,1,1,,3,1,,7,1,,,,,24,23,1,1,2,4,45,2,1,12,3,8,0,1,,1,1,,,,,1,0,10000,67000,80000,0,0,0,,4,,1
"38-91-78-91","5300-001-01",4,1,2,2,3,1,,7,1,,,,,15,14,1,1,2,1,15,2,2,,2,2,30,1,,,,,,,,1,0,15000,31000,0,0,80000,0,,,,
"38-91-78-91","5300-001-01",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14-25-58-45","5303-001-01",1,1,1,,1,1,,8,2,8,2,18,1980,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"14-25-58-45","5303-001-01",2,1,1,,3,1,,10,2,5,1,,,,43,2,,,,,,,,,,,,,1,1,,,,,1,0,0,0,0,0,0,0,,4,,2
"43-47-25-48","5313-001-01",1,1,2,2,1,1,,7,2,8,2,18,9999,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,
"43-47-25-48","5313-001-01",2,1,1,,1,1,,7,2,10,2,18,1993,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"43-47-25-48","5313-001-01",3,1,1,,3,1,,7,2,5,1,,,,24,2,,,,,,,,,,,,,1,1,,,,,2,,,,,,,,0,4,,1
"43-47-25-48","5313-001-01",4,1,2,2,1,1,,6,1,,,,,21,18,1,1,2,1,30,2,2,,2,7,0,1,,1,1,,,,,1,0,33000,77000,144000,0,0,0,,4,,
"43-47-25-48","5313-001-01",5,1,2,2,1,1,,5,1,,,,,12,1,1,1,2,1,60,2,2,,1,7,0,6,,,,,,,,1,0,7000,46000,0,40000,0,0,,,,
"59-75-89-44","5314-001-01",1,1,1,,3,1,,7,2,8,2,34,1992,,,2,,,,,,,,,,,,,1,1,1,1996,2,4,,,,,,,,,,4,,1
"59-75-89-44","5314-001-01",2,1,1,,3,1,,8,2,10,2,24,2003,,,2,,,,,,,,,,,,,1,1,1,2003,1,4,,,,,,,,,,4,,1
"59-75-89-44","5314-001-01",3,1,2,2,3,1,,6,1,,,,,21,18,1,7,1,,,2,2,,3,28,0,1,,,,,,,,1,3700000,150000,120000,0,0,0,0,,,,
"59-75-89-44","5314-001-01",4,1,1,,3,1,,6,1,,,,,12,1,1,7,1,,,2,2,,3,21,0,1,,,,,,,,1,1500000,65000,65000,0,0,0,0,,,,2
"33-25-48-50","5316-001-01",1,1,1,,1,1,,8,2,5,2,18,2005,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"33-25-48-50","5316-001-01",3,1,2,1,1,1,,7,2,5,2,24,9999,,,2,,,,,,,,,,,,,1,1,1,9999,3,6,,,,,,,,,,4,,
"33-25-48-50","5316-001-01",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33-25-48-50","5316-001-01",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"03-34-75-96","5318-001-01",1,1,1,,1,1,,8,2,8,2,18,1998,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,1
"03-34-75-96","5318-001-01",2,1,1,,5,1,,7,2,5,2,14,1998,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,1
"03-34-75-96","5318-001-01",3,1,2,2,1,1,,6,1,,,,,14,13,1,1,2,1,30,2,2,,2,0,0,1,,,,,,,,1,0,16000,25000,0,0,2000,0,,,,
"03-34-75-96","5318-001-01",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"03-34-75-96","5318-001-01",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"86-62-84-50","5319-001-01",1,1,1,,3,1,,9,2,5,2,33,2010,,,2,,,,,,,,,,,,,1,1,2,2008,1,3,,,,,,,,,,4,,1
"86-62-84-50","5319-001-01",2,1,1,,1,1,,7,2,5,2,24,9999,,,2,,,,,,,,,,,,,1,2,1,9999,1,4,,,,,,,,,,4,,1
"86-62-84-50","5319-001-01",3,1,2,1,1,1,,5,1,,,,,17,16,1,1,2,1,15,2,1,1,4,5,0,1,,,,,,,,2,,,,,,,,540000,,,
"86-62-84-50","5319-001-01",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"86-62-84-50","5319-001-01",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"75-15-04-69","5320-001-01",1,1,1,,3,1,,9,2,8,2,24,1998,,,2,,,,,,,,,,,,,1,2,1,1998,2,3,,,,,,,,,,4,,1
"75-15-04-69","5320-001-01",2,1,1,,1,1,,7,2,8,2,18,1998,,,2,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,4,,1
"75-15-04-69","5320-001-01",3,1,2,1,3,1,,7,1,,,,,25,24,1,1,1,,,2,2,,4,0,0,1,,1,1,,,,,2,,,,,,,,1200000,4,,
"75-15-04-69","5320-001-01",4,1,2,1,3,1,,7,1,,,,,23,22,1,7,1,,,2,2,,3,0,0,1,,1,2,,,,,2,,,,,,,,2500000,4,,
"75-15-04-69","5320-001-01",5,1,2,1,1,1,,6,1,,,,,12,1,1,7,2,6,60,2,2,,1,0,0,1,,,,,,,,2,,,,,,,,2500000,,,
"43-91-43-84","5323-001-02",2,1,1,,3,1,,6,2,11,2,34,2013,,,2,,,,,,,,,,,,,1,2,1,2002,3,4,,,,,,,,,,4,,1
"43-91-43-84","5323-001-02",5,1,1,,3,1,,5,2,11,2,43,2016,,,2,,,,,,,,,,,,,1,1,2,2012,3,3,,,,,,,,,,4,,1
"43-91-43-84","5323-001-02",6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"43-91-43-84","5323-001-02",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21-75-27-69","5333-001-02",2,1,1,,1,1,,5,2,8,2,18,1987,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"21-75-27-69","5333-001-02",3,1,1,,3,1,,6,2,5,2,34,2019,,,2,,,,,,,,,,,,,1,1,2,2017,3,3,,,,,,,,,,4,,1
"21-75-27-69","5333-001-02",4,1,1,,3,1,,7,1,,,,,41,34,1,1,1,,,2,2,,2,0,0,1,,1,1,,,,,2,,,,,,,,1000000,4,,1
"17-86-06-05","5334-001-02",1,1,1,,3,1,,10,2,8,2,15,9999,,,2,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,4,,1
"17-86-06-05","5334-001-02",2,1,1,,1,1,,11,2,10,2,18,1981,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"17-86-06-05","5334-001-02",3,1,1,,1,1,,7,2,1,2,18,1987,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"17-86-06-05","5334-001-02",4,1,1,,1,1,,8,2,8,2,18,1989,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"17-86-06-05","5334-001-02",5,1,1,,1,1,,7,1,,,,,17,16,1,1,2,1,10,2,2,,2,2,0,1,,2,,,,,,2,,,,,,,,58000,4,,1
"17-86-06-05","5334-001-02",6,1,1,,3,1,,7,2,8,2,24,2012,,,2,,,,,,,,,,,,,1,1,1,2012,3,5,,,,,,,,,,4,,1
"17-86-06-05","5334-001-02",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17-86-06-05","5334-001-02",8,1,2,3,1,1,,7,1,,,,,14,13,1,1,2,1,10,2,2,,2,20,0,1,,,,,,,,2,,,,,,,,35000,,,
"17-86-06-05","5334-001-02",9,1,2,3,1,1,,7,1,,,,,17,16,1,1,2,1,10,2,2,,2,1,10,1,,,,,,,,2,,,,,,,,550000,,,
"37-88-09-87","5334-001-04",4,1,1,,3,1,,7,2,1,2,24,2019,,,2,,,,,,,,,,,,,1,1,1,2019,3,4,,,,,,,,,,4,,1
"37-88-09-87","5334-001-04",5,1,2,4,1,1,,7,1,,,,,18,17,1,1,2,1,80,2,2,,1,0,0,1,,,,,,,,2,,,,,,,,65000,,,
"37-88-09-87","5334-001-04",6,1,2,4,1,1,,7,1,,,,,14,13,1,1,2,1,80,2,2,,2,30,0,1,,,,,,,,2,,,,,,,,59000,,,
"37-88-09-87","5334-001-04",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"37-88-09-87","5334-001-04",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"84-44-21-98","5334-001-12",1,1,1,,3,1,,7,2,8,2,18,2010,,,2,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,4,,1
"84-44-21-98","5334-001-12",2,1,2,1,1,1,,7,2,10,2,15,1992,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,
"84-44-21-98","5334-001-12",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"22-96-94-52","5335-001-02",2,1,1,,3,1,,7,2,5,2,18,1998,,,2,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,4,,1
"22-96-94-52","5335-001-02",3,1,2,2,3,1,,7,2,5,2,25,9999,,,2,,,,,,,,,,,,,1,2,1,9999,3,6,,,,,,,,,,4,,
"22-96-94-52","5335-001-02",4,1,2,2,3,1,,6,1,,,,,23,23,1,7,1,,,2,2,,2,18,20,1,,1,1,,,,,2,,,,,,,,1500000,4,,
"22-96-94-52","5335-001-02",5,1,2,2,3,1,,6,1,,,,,22,21,1,1,1,,,2,2,,2,15,10,1,,1,1,,,,,2,,,,,,,,750000,4,,
"22-96-94-52","5335-001-02",6,1,2,2,3,1,,7,1,,,,,21,18,1,1,2,1,10,2,2,,2,12,10,1,,1,1,,,,,2,,,,,,,,330000,4,,
"22-96-94-52","5335-001-02",7,1,2,2,1,1,,6,1,,,,,16,15,1,1,2,1,10,2,2,,2,12,30,1,,,,,,,,2,,,,,,,,150000,,,
"94-90-68-89","5336-001-01",1,1,1,,3,1,,7,2,11,2,24,1991,,,2,,,,,,,,,,,,,1,1,1,1991,3,4,,,,,,,,,,4,,1
"94-90-68-89","5336-001-01",2,1,1,,1,1,,7,2,11,2,18,1984,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"94-90-68-89","5336-001-01",3,1,1,,3,1,,8,1,,,,,25,24,1,1,1,,,2,2,,3,25,0,1,,1,1,,,,,2,,,,,,,,1425000,4,,1
"94-90-68-89","5336-001-01",4,1,2,2,3,1,,7,2,1,1,,,,24,2,,,,,,,,,,,,,1,1,,,,,1,0,14000,12000,48000,80000,10000,57600,,4,,
"94-90-68-89","5336-001-01",5,1,2,2,3,1,,7,1,,,,,23,22,1,1,2,1,45,2,2,,2,8,0,1,,1,1,,,,,1,0,28000,31000,0,0,0,75000,,4,,
"94-90-68-89","5336-001-01",6,1,2,2,3,1,,7,1,,,,,17,16,1,1,2,1,30,2,2,,2,3,0,1,,,,,,,,1,0,15000,30000,0,0,0,34000,,,,
"94-90-68-89","5336-001-01",7,1,2,2,3,1,,7,1,,,,,15,14,1,1,2,1,30,2,2,,2,1,30,1,,,,,,,,1,0,4500,35000,0,0,0,20000,,,,
"17-08-19-25","5337-001-01",1,1,2,2,3,1,,7,2,5,2,34,2008,,,2,,,,,,,,,,,,,1,1,1,1993,3,6,,,,,,,,,,4,,
"17-08-19-25","5337-001-01",2,1,1,,3,1,,7,2,5,2,43,2013,,,2,,,,,,,,,,,,,1,1,2,1996,1,3,,,,,,,,,,4,,1
"17-08-19-25","5337-001-01",3,1,2,2,3,1,,7,1,,,,,42,41,1,7,1,,,2,2,,1,0,0,1,,1,1,,,,,2,,,,,,,,9000000,4,,
"17-08-19-25","5337-001-01",4,1,2,2,3,1,,6,1,,,,,22,21,1,1,1,,,2,2,,4,0,0,4,,1,1,,,,,2,,,,,,,,1200000,4,,
"17-08-19-25","5337-001-01",5,1,2,2,3,1,,7,1,,,,,21,18,1,1,1,,,2,2,,4,0,0,4,,1,1,,,,,2,,,,,,,,1200000,4,,
"05-23-98-89","5339-001-01",1,1,1,,5,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1
"05-23-98-89","5339-001-01",3,1,1,,3,1,,8,1,,,,,14,13,1,1,2,4,35,2,2,,2,14,0,2,,1,1,,,,,1,0,60000,40000,96000,0,15000,0,,4,,2
"05-23-98-89","5339-001-01",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"89-81-22-00","5340-001-01",1,1,2,2,3,1,,9,2,8,2,25,9999,,,2,,,,,,,,,,,,,1,1,1,9999,3,6,,,,,,,,,,4,,
"89-81-22-00","5340-001-01",2,1,1,,1,1,,8,2,10,2,18,1993,,,2,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,4,,1
"89-81-22-00","5340-001-01",3,1,1,,3,1,,9,2,1,2,24,2019,,,2,,,,,,,,,,,,,1,1,1,2019,3,5,,,,,,,,,,4,,1
"89-81-22-00","5340-001-01",4,1,2,2,1,1,,5,1,,,,,18,17,1,1,2,1,30,2,2,,3,10,0,6,,,,,,,,1,0,30000,50000,0,200000,120000,0,,,,
"89-81-22-00","5340-001-01",7,1,2,2,3,1,,7,1,,,,,43,42,1,1,1,,,2,2,,4,12,0,1,,1,1,,,,,1,0,0,0,0,0,0,0,,4,,
"89-81-22-00","5340-001-01",8,1,1,,1,1,,6,2,1,2,18,2019,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"28-34-52-78","5340-001-05",1,1,1,,3,1,,6,2,8,2,24,2010,,,2,,,,,,,,,,,,,1,1,1,2010,3,4,,,,,,,,,,4,,1
"03-84-38-53","5351-001-01",1,1,1,,3,1,,10,2,5,2,24,1998,,,2,,,,,,,,,,,,,1,1,1,1998,3,4,,,,,,,,,,4,,1
"01-83-60-19","5351-001-02",2,1,1,,3,1,,8,2,5,2,25,2001,,,2,,,,,,,,,,,,,1,1,1,1999,3,4,,,,,,,,,,4,,1
"01-83-60-19","5351-001-02",3,1,2,2,1,1,,6,1,,,,,1,1,1,1,2,1,15,2,2,,2,2,10,3,,,,,,,,2,,,,,,,,65000,,,
"01-83-60-19","5351-001-02",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09-95-50-42","5352-001-01",1,1,1,,3,1,,6,2,5,2,34,2010,,,2,,,,,,,,,,,,,1,1,1,2004,3,3,,,,,,,,,,4,,1
"09-95-50-42","5352-001-01",2,1,2,1,3,1,,7,2,5,2,24,2005,,,2,,,,,,,,,,,,,1,1,1,2005,3,4,,,,,,,,,,4,,
"09-95-50-42","5352-001-01",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60-07-91-16","5353-001-01",1,1,1,,1,1,,10,2,8,2,18,1995,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"60-07-91-16","5353-001-01",2,1,1,,1,1,,11,2,8,2,16,2000,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,1
"60-07-91-16","5353-001-01",3,1,2,2,1,1,,7,2,1,2,18,2014,,,2,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,4,,
"60-07-91-16","5353-001-01",4,1,2,2,1,1,,7,1,,,,,22,21,1,1,2,4,30,2,1,12,2,7,0,1,,1,1,,,,,1,0,34500,42000,0,0,10000,0,,4,,
"19-74-16-95","5354-001-01",1,1,1,,5,1,,12,2,8,2,12,9999,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,1
"19-74-16-95","5354-001-01",2,1,2,1,1,1,,9,2,10,2,18,9999,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,
"19-74-16-95","5354-001-01",3,1,2,1,5,1,,5,1,,,,,12,1,1,1,2,1,30,2,1,3,3,3,0,1,,,,,,,,1,0,10000,20000,0,0,20000,0,,,,
"19-74-16-95","5354-001-01",4,1,1,,5,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1
"99-02-84-99","5357-001-01",1,1,1,,3,1,,8,2,1,2,18,1984,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"99-02-84-99","5357-001-01",2,1,1,,3,1,,7,2,1,2,32,2018,,,2,,,,,,,,,,,,,1,1,2,2018,3,2,,,,,,,,,,4,,1
"99-02-84-99","5357-001-01",3,1,1,,3,1,,7,2,11,1,,,,31,2,,,,,,,,,,,,,1,1,,,,,2,,,,,,,,642000,4,,1
"99-02-84-99","5357-001-01",4,1,1,,3,1,,7,1,,,,,24,23,1,1,2,1,20,2,2,,2,5,30,1,,1,1,,,,,2,,,,,,,,223000,4,,1
"99-02-84-99","5357-001-01",5,1,2,1,3,1,,8,1,,,,,21,18,1,1,2,1,20,2,2,,2,0,0,1,,1,1,,,,,1,0,48900,48000,0,0,0,80000,,4,,
"99-02-84-99","5357-001-01",6,1,1,,1,1,,10,2,11,2,19,1965,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"99-02-84-99","5357-001-01",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"99-02-84-99","5357-001-01",8,1,1,,3,1,,7,2,1,2,23,2007,,,2,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,4,,1
"82-70-66-93","5358-001-01",1,1,2,2,1,1,,9,2,8,2,22,9999,,,2,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,4,,
"82-70-66-93","5358-001-01",2,1,1,,1,1,,10,2,8,2,18,2007,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"82-70-66-93","5358-001-01",3,1,2,2,1,1,,2,1,,,,,13,12,1,3,2,6,15,2,1,3,4,3,30,1,,,,,,,,1,800000,16000,65000,600000,0,0,240000,,,,
"82-70-66-93","5358-001-01",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"74-93-09-74","5361-001-01",1,1,1,,3,1,,10,2,8,2,43,2016,,,2,,,,,,,,,,,,,1,1,2,2007,1,3,,,,,,,,,,4,,1
"74-93-09-74","5361-001-01",2,1,1,,3,1,,8,2,10,2,24,2005,,,2,,,,,,,,,,,,,1,1,1,2005,1,4,,,,,,,,,,4,,1
"74-93-09-74","5361-001-01",3,1,1,,1,1,,5,1,,,,,13,12,1,7,2,6,30,2,2,,2,14,0,1,,,,,,,,1,700000,57000,54000,455000,0,0,0,,,,2
"74-93-09-74","5361-001-01",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
