"interview__key","interview__id","item_id","obs_id","vil_item_avail","vil_unit_start","vil_loc_unit","vil_loc_unit_os","vil_loc_weight","vil_loc_price","vil_loc_photo","dist_item_avail","dist_unit_start","dist_loc_unit","dist_loc_unit_os","dist_loc_weight","dist_loc_price","dist_loc_photo"
"31-38-01-30","cafb01ca04e749029420f7d0e28cf946",1,1,2,,,,,,,2,,,,,,
"31-38-01-30","cafb01ca04e749029420f7d0e28cf946",1,2,2,,,,,,,2,,,,,,
"31-38-01-30","cafb01ca04e749029420f7d0e28cf946",1,3,2,,,,,,,2,,,,,,
"31-38-01-30","cafb01ca04e749029420f7d0e28cf946",2,1,2,,,,,,,2,,,,,,
"31-38-01-30","cafb01ca04e749029420f7d0e28cf946",2,2,2,,,,,,,2,,,,,,
"31-38-01-30","cafb01ca04e749029420f7d0e28cf946",2,3,2,,,,,,,2,,,,,,
"31-38-01-30","cafb01ca04e749029420f7d0e28cf946",3,1,1,1,2,,0.22,200,"** PHOTO **",1,1,2,,0.43,300,"** PHOTO **"
"31-38-01-30","cafb01ca04e749029420f7d0e28cf946",3,2,1,1,2,,0.11,100,"** PHOTO **",1,1,2,,0.62,500,"** PHOTO **"
"31-38-01-30","cafb01ca04e749029420f7d0e28cf946",3,3,1,2,,,,,,1,2,,,,,
"31-38-01-30","cafb01ca04e749029420f7d0e28cf946",4,1,1,1,1,,0.11,100,"** PHOTO **",1,1,1,,0.09,200,"** PHOTO **"
"31-38-01-30","cafb01ca04e749029420f7d0e28cf946",4,2,1,1,1,,0.12,100,"** PHOTO **",1,1,2,,0.24,500,"** PHOTO **"
"31-38-01-30","cafb01ca04e749029420f7d0e28cf946",4,3,1,2,,,,,,1,1,2,,0.59,1000,"** PHOTO **"
"31-38-01-30","cafb01ca04e749029420f7d0e28cf946",5,1,1,1,1,,0.04,100,"** PHOTO **",1,1,2,,0.24,500,"** PHOTO **"
"31-38-01-30","cafb01ca04e749029420f7d0e28cf946",5,2,1,1,1,,0.03,100,"** PHOTO **",1,1,2,,0.2,500,"** PHOTO **"
"31-38-01-30","cafb01ca04e749029420f7d0e28cf946",5,3,1,2,,,,,,1,2,,,,,
"31-38-01-30","cafb01ca04e749029420f7d0e28cf946",6,1,2,,,,,,,2,,,,,,
"31-38-01-30","cafb01ca04e749029420f7d0e28cf946",6,2,2,,,,,,,2,,,,,,
"31-38-01-30","cafb01ca04e749029420f7d0e28cf946",6,3,2,,,,,,,2,,,,,,
"31-38-01-30","cafb01ca04e749029420f7d0e28cf946",7,1,1,1,2,,0.38,300,"** PHOTO **",1,1,2,,0.65,500,"** PHOTO **"
"31-38-01-30","cafb01ca04e749029420f7d0e28cf946",7,2,1,1,2,,0.48,500,"** PHOTO **",1,1,2,,0.58,500,"** PHOTO **"
"31-38-01-30","cafb01ca04e749029420f7d0e28cf946",7,3,1,2,,,,,,1,2,,,,,
"31-38-01-30","cafb01ca04e749029420f7d0e28cf946",8,1,2,,,,,,,1,1,1,,0.48,500,"** PHOTO **"
"31-38-01-30","cafb01ca04e749029420f7d0e28cf946",8,2,2,,,,,,,1,1,2,,0.82,1000,"** PHOTO **"
"31-38-01-30","cafb01ca04e749029420f7d0e28cf946",8,3,2,,,,,,,1,2,,,,,
"31-38-01-30","cafb01ca04e749029420f7d0e28cf946",9,1,1,1,1,,0.4,500,"** PHOTO **",1,1,1,,0.42,500,"** PHOTO **"
"31-38-01-30","cafb01ca04e749029420f7d0e28cf946",9,2,1,1,1,,0.46,500,"** PHOTO **",1,1,1,,0.51,500,"** PHOTO **"
"31-38-01-30","cafb01ca04e749029420f7d0e28cf946",9,3,1,2,,,,,,1,2,,,,,
"31-38-01-30","cafb01ca04e749029420f7d0e28cf946",10,1,1,1,1,,1.9,15000,"** PHOTO **",2,,,,,,
"31-38-01-30","cafb01ca04e749029420f7d0e28cf946",10,2,1,1,1,,2.3,18000,"** PHOTO **",2,,,,,,
"31-38-01-30","cafb01ca04e749029420f7d0e28cf946",10,3,1,2,,,,,,2,,,,,,
"31-38-01-30","cafb01ca04e749029420f7d0e28cf946",11,1,2,,,,,,,2,,,,,,
"31-38-01-30","cafb01ca04e749029420f7d0e28cf946",11,2,2,,,,,,,2,,,,,,
"31-38-01-30","cafb01ca04e749029420f7d0e28cf946",11,3,2,,,,,,,2,,,,,,
"31-38-01-30","cafb01ca04e749029420f7d0e28cf946",12,1,1,1,2,,0.56,2000,"** PHOTO **",2,,,,,,
"31-38-01-30","cafb01ca04e749029420f7d0e28cf946",12,2,1,1,2,,0.88,2000,"** PHOTO **",2,,,,,,
"31-38-01-30","cafb01ca04e749029420f7d0e28cf946",12,3,1,2,,,,,,2,,,,,,
"31-38-01-30","cafb01ca04e749029420f7d0e28cf946",13,1,1,1,5,,0.2,200,"** PHOTO **",1,1,5,,245,1250,"** PHOTO **"
"31-38-01-30","cafb01ca04e749029420f7d0e28cf946",13,2,1,2,,,,,,1,1,5,,492,2500,"** PHOTO **"
"31-38-01-30","cafb01ca04e749029420f7d0e28cf946",13,3,1,2,,,,,,1,2,,,,,
"31-38-01-30","cafb01ca04e749029420f7d0e28cf946",14,1,1,1,2,,3,1000,"** PHOTO **",2,,,,,,
"31-38-01-30","cafb01ca04e749029420f7d0e28cf946",14,2,1,2,,,,,,2,,,,,,
"31-38-01-30","cafb01ca04e749029420f7d0e28cf946",14,3,1,2,,,,,,2,,,,,,
"31-38-01-30","cafb01ca04e749029420f7d0e28cf946",15,1,2,,,,,,,2,,,,,,
"31-38-01-30","cafb01ca04e749029420f7d0e28cf946",15,2,2,,,,,,,2,,,,,,
"31-38-01-30","cafb01ca04e749029420f7d0e28cf946",15,3,2,,,,,,,2,,,,,,
"31-39-34-32","1098202b04f14babb73327314f5983ab",1,1,1,2,,,,,,,,,,,,
"31-39-34-32","1098202b04f14babb73327314f5983ab",1,2,1,2,,,,,,,,,,,,
"31-39-34-32","1098202b04f14babb73327314f5983ab",1,3,1,2,,,,,,,,,,,,
"31-39-34-32","1098202b04f14babb73327314f5983ab",2,1,1,2,,,,,,,,,,,,
"31-39-34-32","1098202b04f14babb73327314f5983ab",2,2,1,2,,,,,,,,,,,,
"31-39-34-32","1098202b04f14babb73327314f5983ab",2,3,1,2,,,,,,,,,,,,
"31-39-34-32","1098202b04f14babb73327314f5983ab",3,1,1,2,,,,,,,,,,,,
"31-39-34-32","1098202b04f14babb73327314f5983ab",3,2,1,2,,,,,,,,,,,,
"31-39-34-32","1098202b04f14babb73327314f5983ab",3,3,1,2,,,,,,,,,,,,
"31-39-34-32","1098202b04f14babb73327314f5983ab",4,1,1,1,1,,0.09,100,"** PHOTO **",,,,,,,
"31-39-34-32","1098202b04f14babb73327314f5983ab",4,2,1,2,,,,,,,,,,,,
"31-39-34-32","1098202b04f14babb73327314f5983ab",4,3,1,2,,,,,,,,,,,,
"31-39-34-32","1098202b04f14babb73327314f5983ab",5,1,1,1,1,,0.05,100,"** PHOTO **",,,,,,,
"31-39-34-32","1098202b04f14babb73327314f5983ab",5,2,1,2,,,,,,,,,,,,
"31-39-34-32","1098202b04f14babb73327314f5983ab",5,3,1,2,,,,,,,,,,,,
"31-39-34-32","1098202b04f14babb73327314f5983ab",6,1,1,2,,,,,,,,,,,,
"31-39-34-32","1098202b04f14babb73327314f5983ab",6,2,1,2,,,,,,,,,,,,
"31-39-34-32","1098202b04f14babb73327314f5983ab",6,3,1,2,,,,,,,,,,,,
"31-39-34-32","1098202b04f14babb73327314f5983ab",7,1,1,1,2,,0.61,500,"** PHOTO **",,,,,,,
"31-39-34-32","1098202b04f14babb73327314f5983ab",7,2,1,2,,,,,,,,,,,,
"31-39-34-32","1098202b04f14babb73327314f5983ab",7,3,1,2,,,,,,,,,,,,
"31-39-34-32","1098202b04f14babb73327314f5983ab",8,1,1,1,1,,0.22,200,"** PHOTO **",,,,,,,
"31-39-34-32","1098202b04f14babb73327314f5983ab",8,2,1,2,,,,,,,,,,,,
"31-39-34-32","1098202b04f14babb73327314f5983ab",8,3,1,2,,,,,,,,,,,,
"31-39-34-32","1098202b04f14babb73327314f5983ab",9,1,1,1,1,,0.57,200,"** PHOTO **",,,,,,,
"31-39-34-32","1098202b04f14babb73327314f5983ab",9,2,1,2,,,,,,,,,,,,
"31-39-34-32","1098202b04f14babb73327314f5983ab",9,3,1,2,,,,,,,,,,,,
"31-39-34-32","1098202b04f14babb73327314f5983ab",10,1,1,1,1,,1.48,15000,"** PHOTO **",,,,,,,
"31-39-34-32","1098202b04f14babb73327314f5983ab",10,2,1,2,,,,,,,,,,,,
"31-39-34-32","1098202b04f14babb73327314f5983ab",10,3,1,2,,,,,,,,,,,,
"31-39-34-32","1098202b04f14babb73327314f5983ab",11,1,1,2,,,,,,,,,,,,
"31-39-34-32","1098202b04f14babb73327314f5983ab",11,2,1,2,,,,,,,,,,,,
"31-39-34-32","1098202b04f14babb73327314f5983ab",11,3,1,2,,,,,,,,,,,,
"31-39-34-32","1098202b04f14babb73327314f5983ab",12,1,2,,,,,,,,,,,,,
"31-39-34-32","1098202b04f14babb73327314f5983ab",12,2,2,,,,,,,,,,,,,
"31-39-34-32","1098202b04f14babb73327314f5983ab",12,3,2,,,,,,,,,,,,,
"31-39-34-32","1098202b04f14babb73327314f5983ab",13,1,1,2,,,,,,,,,,,,
"31-39-34-32","1098202b04f14babb73327314f5983ab",13,2,1,2,,,,,,,,,,,,
"31-39-34-32","1098202b04f14babb73327314f5983ab",13,3,1,2,,,,,,,,,,,,
"31-39-34-32","1098202b04f14babb73327314f5983ab",14,1,2,,,,,,,,,,,,,
"31-39-34-32","1098202b04f14babb73327314f5983ab",14,2,2,,,,,,,,,,,,,
"31-39-34-32","1098202b04f14babb73327314f5983ab",14,3,2,,,,,,,,,,,,,
"31-39-34-32","1098202b04f14babb73327314f5983ab",15,1,2,,,,,,,,,,,,,
"31-39-34-32","1098202b04f14babb73327314f5983ab",15,2,2,,,,,,,,,,,,,
"31-39-34-32","1098202b04f14babb73327314f5983ab",15,3,2,,,,,,,,,,,,,
"31-58-49-44","99d486eaa08a4ac8af07cb0673c8d0c9",1,1,2,,,,,,,,,,,,,
"31-58-49-44","99d486eaa08a4ac8af07cb0673c8d0c9",1,2,2,,,,,,,,,,,,,
"31-58-49-44","99d486eaa08a4ac8af07cb0673c8d0c9",1,3,2,,,,,,,,,,,,,
"31-58-49-44","99d486eaa08a4ac8af07cb0673c8d0c9",2,1,2,,,,,,,,,,,,,
"31-58-49-44","99d486eaa08a4ac8af07cb0673c8d0c9",2,2,2,,,,,,,,,,,,,
"31-58-49-44","99d486eaa08a4ac8af07cb0673c8d0c9",2,3,2,,,,,,,,,,,,,
"31-58-49-44","99d486eaa08a4ac8af07cb0673c8d0c9",3,1,1,1,10,,3327,7000,"** PHOTO **",,,,,,,
"31-58-49-44","99d486eaa08a4ac8af07cb0673c8d0c9",3,2,1,1,2,,607,1000,"** PHOTO **",,,,,,,
"31-58-49-44","99d486eaa08a4ac8af07cb0673c8d0c9",3,3,1,2,,,,,,,,,,,,
"31-58-49-44","99d486eaa08a4ac8af07cb0673c8d0c9",4,1,1,1,1,,63,150,"** PHOTO **",,,,,,,
"31-58-49-44","99d486eaa08a4ac8af07cb0673c8d0c9",4,2,1,2,,,,,,,,,,,,
"31-58-49-44","99d486eaa08a4ac8af07cb0673c8d0c9",4,3,1,2,,,,,,,,,,,,
"31-58-49-44","99d486eaa08a4ac8af07cb0673c8d0c9",5,1,1,1,1,,77,200,"** PHOTO **",,,,,,,
"31-58-49-44","99d486eaa08a4ac8af07cb0673c8d0c9",5,2,1,1,1,,36,100,"** PHOTO **",,,,,,,
"31-58-49-44","99d486eaa08a4ac8af07cb0673c8d0c9",5,3,1,2,,,,,,,,,,,,
"31-58-49-44","99d486eaa08a4ac8af07cb0673c8d0c9",6,1,2,,,,,,,,,,,,,
"31-58-49-44","99d486eaa08a4ac8af07cb0673c8d0c9",6,2,2,,,,,,,,,,,,,
"31-58-49-44","99d486eaa08a4ac8af07cb0673c8d0c9",6,3,2,,,,,,,,,,,,,
"31-58-49-44","99d486eaa08a4ac8af07cb0673c8d0c9",7,1,1,1,2,,437,500,"** PHOTO **",,,,,,,
"31-58-49-44","99d486eaa08a4ac8af07cb0673c8d0c9",7,2,1,2,,,,,,,,,,,,
"31-58-49-44","99d486eaa08a4ac8af07cb0673c8d0c9",7,3,1,2,,,,,,,,,,,,
"31-58-49-44","99d486eaa08a4ac8af07cb0673c8d0c9",8,1,1,1,1,,340,1500,"** PHOTO **",,,,,,,
"31-58-49-44","99d486eaa08a4ac8af07cb0673c8d0c9",8,2,1,2,,,,,,,,,,,,
"31-58-49-44","99d486eaa08a4ac8af07cb0673c8d0c9",8,3,1,2,,,,,,,,,,,,
"31-58-49-44","99d486eaa08a4ac8af07cb0673c8d0c9",9,1,1,1,1,,560,2000,"** PHOTO **",,,,,,,
"31-58-49-44","99d486eaa08a4ac8af07cb0673c8d0c9",9,2,1,2,,,,,,,,,,,,
"31-58-49-44","99d486eaa08a4ac8af07cb0673c8d0c9",9,3,1,2,,,,,,,,,,,,
"31-58-49-44","99d486eaa08a4ac8af07cb0673c8d0c9",10,1,1,1,1,,1218,15000,"** PHOTO **",,,,,,,
"31-58-49-44","99d486eaa08a4ac8af07cb0673c8d0c9",10,2,1,2,,,,,,,,,,,,
"31-58-49-44","99d486eaa08a4ac8af07cb0673c8d0c9",10,3,1,2,,,,,,,,,,,,
"31-58-49-44","99d486eaa08a4ac8af07cb0673c8d0c9",11,1,2,,,,,,,,,,,,,
"31-58-49-44","99d486eaa08a4ac8af07cb0673c8d0c9",11,2,2,,,,,,,,,,,,,
"31-58-49-44","99d486eaa08a4ac8af07cb0673c8d0c9",11,3,2,,,,,,,,,,,,,
"31-58-49-44","99d486eaa08a4ac8af07cb0673c8d0c9",12,1,2,,,,,,,,,,,,,
"31-58-49-44","99d486eaa08a4ac8af07cb0673c8d0c9",12,2,2,,,,,,,,,,,,,
"31-58-49-44","99d486eaa08a4ac8af07cb0673c8d0c9",12,3,2,,,,,,,,,,,,,
"31-58-49-44","99d486eaa08a4ac8af07cb0673c8d0c9",13,1,2,,,,,,,,,,,,,
"31-58-49-44","99d486eaa08a4ac8af07cb0673c8d0c9",13,2,2,,,,,,,,,,,,,
"31-58-49-44","99d486eaa08a4ac8af07cb0673c8d0c9",13,3,2,,,,,,,,,,,,,
"31-58-49-44","99d486eaa08a4ac8af07cb0673c8d0c9",14,1,1,1,2,,2660,3000,"** PHOTO **",,,,,,,
"31-58-49-44","99d486eaa08a4ac8af07cb0673c8d0c9",14,2,1,2,,,,,,,,,,,,
"31-58-49-44","99d486eaa08a4ac8af07cb0673c8d0c9",14,3,1,2,,,,,,,,,,,,
"31-58-49-44","99d486eaa08a4ac8af07cb0673c8d0c9",15,1,2,,,,,,,,,,,,,
"31-58-49-44","99d486eaa08a4ac8af07cb0673c8d0c9",15,2,2,,,,,,,,,,,,,
"31-58-49-44","99d486eaa08a4ac8af07cb0673c8d0c9",15,3,2,,,,,,,,,,,,,
"31-71-96-41","6612b0c5c8014bc590ab236d3f8a67b1",1,1,1,2,,,,,,1,2,,,,,
"31-71-96-41","6612b0c5c8014bc590ab236d3f8a67b1",1,2,1,2,,,,,,1,2,,,,,
"31-71-96-41","6612b0c5c8014bc590ab236d3f8a67b1",1,3,1,2,,,,,,1,2,,,,,
"31-71-96-41","6612b0c5c8014bc590ab236d3f8a67b1",2,1,1,2,,,,,,1,2,,,,,
"31-71-96-41","6612b0c5c8014bc590ab236d3f8a67b1",2,2,1,2,,,,,,1,2,,,,,
"31-71-96-41","6612b0c5c8014bc590ab236d3f8a67b1",2,3,1,2,,,,,,1,2,,,,,
"31-71-96-41","6612b0c5c8014bc590ab236d3f8a67b1",3,1,1,1,2,,0.4,500,"** PHOTO **",1,1,10,,1.89,3000,"** PHOTO **"
"31-71-96-41","6612b0c5c8014bc590ab236d3f8a67b1",3,2,1,2,,,,,,1,1,2,,0.55,1000,"** PHOTO **"
"31-71-96-41","6612b0c5c8014bc590ab236d3f8a67b1",3,3,1,2,,,,,,1,2,,,,,
"31-71-96-41","6612b0c5c8014bc590ab236d3f8a67b1",4,1,2,,,,,,,1,2,,,,,
"31-71-96-41","6612b0c5c8014bc590ab236d3f8a67b1",4,2,2,,,,,,,1,2,,,,,
"31-71-96-41","6612b0c5c8014bc590ab236d3f8a67b1",4,3,2,,,,,,,1,2,,,,,
"31-71-96-41","6612b0c5c8014bc590ab236d3f8a67b1",5,1,1,1,1,,0.05,100,"** PHOTO **",1,2,,,,,
"31-71-96-41","6612b0c5c8014bc590ab236d3f8a67b1",5,2,1,2,,,,,,1,2,,,,,
"31-71-96-41","6612b0c5c8014bc590ab236d3f8a67b1",5,3,1,2,,,,,,1,2,,,,,
"31-71-96-41","6612b0c5c8014bc590ab236d3f8a67b1",6,1,2,,,,,,,1,2,,,,,
"31-71-96-41","6612b0c5c8014bc590ab236d3f8a67b1",6,2,2,,,,,,,1,2,,,,,
"31-71-96-41","6612b0c5c8014bc590ab236d3f8a67b1",6,3,2,,,,,,,1,2,,,,,
"31-71-96-41","6612b0c5c8014bc590ab236d3f8a67b1",7,1,2,,,,,,,1,1,1,,0.64,500,"** PHOTO **"
"31-71-96-41","6612b0c5c8014bc590ab236d3f8a67b1",7,2,2,,,,,,,1,2,,,,,
"31-71-96-41","6612b0c5c8014bc590ab236d3f8a67b1",7,3,2,,,,,,,1,2,,,,,
"31-71-96-41","6612b0c5c8014bc590ab236d3f8a67b1",8,1,2,,,,,,,1,1,2,,2.1,2000,"** PHOTO **"
"31-71-96-41","6612b0c5c8014bc590ab236d3f8a67b1",8,2,2,,,,,,,1,2,,,,,
"31-71-96-41","6612b0c5c8014bc590ab236d3f8a67b1",8,3,2,,,,,,,1,2,,,,,
"31-71-96-41","6612b0c5c8014bc590ab236d3f8a67b1",9,1,2,,,,,,,1,1,1,,0.25,500,"** PHOTO **"
"31-71-96-41","6612b0c5c8014bc590ab236d3f8a67b1",9,2,2,,,,,,,1,2,,,,,
"31-71-96-41","6612b0c5c8014bc590ab236d3f8a67b1",9,3,2,,,,,,,1,2,,,,,
"31-71-96-41","6612b0c5c8014bc590ab236d3f8a67b1",10,1,2,,,,,,,1,2,,,,,
"31-71-96-41","6612b0c5c8014bc590ab236d3f8a67b1",10,2,2,,,,,,,1,2,,,,,
"31-71-96-41","6612b0c5c8014bc590ab236d3f8a67b1",10,3,2,,,,,,,1,2,,,,,
"31-71-96-41","6612b0c5c8014bc590ab236d3f8a67b1",11,1,2,,,,,,,1,2,,,,,
"31-71-96-41","6612b0c5c8014bc590ab236d3f8a67b1",11,2,2,,,,,,,1,2,,,,,
"31-71-96-41","6612b0c5c8014bc590ab236d3f8a67b1",11,3,2,,,,,,,1,2,,,,,
"31-71-96-41","6612b0c5c8014bc590ab236d3f8a67b1",12,1,2,,,,,,,1,1,18,"Kipande",0.25,2000,"** PHOTO **"
"31-71-96-41","6612b0c5c8014bc590ab236d3f8a67b1",12,2,2,,,,,,,1,2,,,,,
"31-71-96-41","6612b0c5c8014bc590ab236d3f8a67b1",12,3,2,,,,,,,1,2,,,,,
"31-71-96-41","6612b0c5c8014bc590ab236d3f8a67b1",13,1,2,,,,,,,1,2,,,,,
"31-71-96-41","6612b0c5c8014bc590ab236d3f8a67b1",13,2,2,,,,,,,1,2,,,,,
"31-71-96-41","6612b0c5c8014bc590ab236d3f8a67b1",13,3,2,,,,,,,1,2,,,,,
"31-71-96-41","6612b0c5c8014bc590ab236d3f8a67b1",14,1,2,,,,,,,1,1,2,,2.56,2000,"** PHOTO **"
"31-71-96-41","6612b0c5c8014bc590ab236d3f8a67b1",14,2,2,,,,,,,1,2,,,,,
"31-71-96-41","6612b0c5c8014bc590ab236d3f8a67b1",14,3,2,,,,,,,1,2,,,,,
"31-71-96-41","6612b0c5c8014bc590ab236d3f8a67b1",15,1,2,,,,,,,1,2,,,,,
"31-71-96-41","6612b0c5c8014bc590ab236d3f8a67b1",15,2,2,,,,,,,1,2,,,,,
"31-71-96-41","6612b0c5c8014bc590ab236d3f8a67b1",15,3,2,,,,,,,1,2,,,,,
"32-23-82-81","9ee2aeeaadc34d49b3e9a27cf1c11fa8",1,1,2,,,,,,,,,,,,,
"32-23-82-81","9ee2aeeaadc34d49b3e9a27cf1c11fa8",1,2,2,,,,,,,,,,,,,
"32-23-82-81","9ee2aeeaadc34d49b3e9a27cf1c11fa8",1,3,2,,,,,,,,,,,,,
"32-23-82-81","9ee2aeeaadc34d49b3e9a27cf1c11fa8",2,1,2,,,,,,,,,,,,,
"32-23-82-81","9ee2aeeaadc34d49b3e9a27cf1c11fa8",2,2,2,,,,,,,,,,,,,
"32-23-82-81","9ee2aeeaadc34d49b3e9a27cf1c11fa8",2,3,2,,,,,,,,,,,,,
"32-23-82-81","9ee2aeeaadc34d49b3e9a27cf1c11fa8",3,1,1,1,1,,257,100,"** PHOTO **",,,,,,,
"32-23-82-81","9ee2aeeaadc34d49b3e9a27cf1c11fa8",3,2,1,1,2,,0.75,500,"** PHOTO **",,,,,,,
"32-23-82-81","9ee2aeeaadc34d49b3e9a27cf1c11fa8",3,3,1,2,,,,,,,,,,,,
"32-23-82-81","9ee2aeeaadc34d49b3e9a27cf1c11fa8",4,1,1,1,1,,0.18,100,"** PHOTO **",,,,,,,
"32-23-82-81","9ee2aeeaadc34d49b3e9a27cf1c11fa8",4,2,1,2,,,,,,,,,,,,
"32-23-82-81","9ee2aeeaadc34d49b3e9a27cf1c11fa8",4,3,1,2,,,,,,,,,,,,
"32-23-82-81","9ee2aeeaadc34d49b3e9a27cf1c11fa8",5,1,1,1,1,,0.02,100,"** PHOTO **",,,,,,,
"32-23-82-81","9ee2aeeaadc34d49b3e9a27cf1c11fa8",5,2,1,2,,,,,,,,,,,,
"32-23-82-81","9ee2aeeaadc34d49b3e9a27cf1c11fa8",5,3,1,2,,,,,,,,,,,,
"32-23-82-81","9ee2aeeaadc34d49b3e9a27cf1c11fa8",6,1,2,,,,,,,,,,,,,
"32-23-82-81","9ee2aeeaadc34d49b3e9a27cf1c11fa8",6,2,2,,,,,,,,,,,,,
"32-23-82-81","9ee2aeeaadc34d49b3e9a27cf1c11fa8",6,3,2,,,,,,,,,,,,,
"32-23-82-81","9ee2aeeaadc34d49b3e9a27cf1c11fa8",7,1,2,,,,,,,,,,,,,
"32-23-82-81","9ee2aeeaadc34d49b3e9a27cf1c11fa8",7,2,2,,,,,,,,,,,,,
"32-23-82-81","9ee2aeeaadc34d49b3e9a27cf1c11fa8",7,3,2,,,,,,,,,,,,,
"32-23-82-81","9ee2aeeaadc34d49b3e9a27cf1c11fa8",8,1,2,,,,,,,,,,,,,
"32-23-82-81","9ee2aeeaadc34d49b3e9a27cf1c11fa8",8,2,2,,,,,,,,,,,,,
"32-23-82-81","9ee2aeeaadc34d49b3e9a27cf1c11fa8",8,3,2,,,,,,,,,,,,,
"32-23-82-81","9ee2aeeaadc34d49b3e9a27cf1c11fa8",9,1,1,1,1,,0.56,300,"** PHOTO **",,,,,,,
"32-23-82-81","9ee2aeeaadc34d49b3e9a27cf1c11fa8",9,2,1,1,1,,0.47,200,"** PHOTO **",,,,,,,
"32-23-82-81","9ee2aeeaadc34d49b3e9a27cf1c11fa8",9,3,1,2,,,,,,,,,,,,
"32-23-82-81","9ee2aeeaadc34d49b3e9a27cf1c11fa8",10,1,2,,,,,,,,,,,,,
"32-23-82-81","9ee2aeeaadc34d49b3e9a27cf1c11fa8",10,2,2,,,,,,,,,,,,,
"32-23-82-81","9ee2aeeaadc34d49b3e9a27cf1c11fa8",10,3,2,,,,,,,,,,,,,
"32-23-82-81","9ee2aeeaadc34d49b3e9a27cf1c11fa8",11,1,2,,,,,,,,,,,,,
"32-23-82-81","9ee2aeeaadc34d49b3e9a27cf1c11fa8",11,2,2,,,,,,,,,,,,,
"32-23-82-81","9ee2aeeaadc34d49b3e9a27cf1c11fa8",11,3,2,,,,,,,,,,,,,
"32-23-82-81","9ee2aeeaadc34d49b3e9a27cf1c11fa8",12,1,2,,,,,,,,,,,,,
"32-23-82-81","9ee2aeeaadc34d49b3e9a27cf1c11fa8",12,2,2,,,,,,,,,,,,,
"32-23-82-81","9ee2aeeaadc34d49b3e9a27cf1c11fa8",12,3,2,,,,,,,,,,,,,
"32-23-82-81","9ee2aeeaadc34d49b3e9a27cf1c11fa8",13,1,2,,,,,,,,,,,,,
"32-23-82-81","9ee2aeeaadc34d49b3e9a27cf1c11fa8",13,2,2,,,,,,,,,,,,,
"32-23-82-81","9ee2aeeaadc34d49b3e9a27cf1c11fa8",13,3,2,,,,,,,,,,,,,
"32-23-82-81","9ee2aeeaadc34d49b3e9a27cf1c11fa8",14,1,2,,,,,,,,,,,,,
"32-23-82-81","9ee2aeeaadc34d49b3e9a27cf1c11fa8",14,2,2,,,,,,,,,,,,,
"32-23-82-81","9ee2aeeaadc34d49b3e9a27cf1c11fa8",14,3,2,,,,,,,,,,,,,
"32-23-82-81","9ee2aeeaadc34d49b3e9a27cf1c11fa8",15,1,2,,,,,,,,,,,,,
"32-23-82-81","9ee2aeeaadc34d49b3e9a27cf1c11fa8",15,2,2,,,,,,,,,,,,,
"32-23-82-81","9ee2aeeaadc34d49b3e9a27cf1c11fa8",15,3,2,,,,,,,,,,,,,
"32-24-12-67","125d8d8a804640ec8b0874f78b5d84c1",1,1,2,,,,,,,,,,,,,
"32-24-12-67","125d8d8a804640ec8b0874f78b5d84c1",1,2,2,,,,,,,,,,,,,
"32-24-12-67","125d8d8a804640ec8b0874f78b5d84c1",1,3,2,,,,,,,,,,,,,
"32-24-12-67","125d8d8a804640ec8b0874f78b5d84c1",2,1,2,,,,,,,,,,,,,
"32-24-12-67","125d8d8a804640ec8b0874f78b5d84c1",2,2,2,,,,,,,,,,,,,
"32-24-12-67","125d8d8a804640ec8b0874f78b5d84c1",2,3,2,,,,,,,,,,,,,
"32-24-12-67","125d8d8a804640ec8b0874f78b5d84c1",3,1,1,1,2,,0.3,500,"** PHOTO **",,,,,,,
"32-24-12-67","125d8d8a804640ec8b0874f78b5d84c1",3,2,1,2,,,,,,,,,,,,
"32-24-12-67","125d8d8a804640ec8b0874f78b5d84c1",3,3,1,2,,,,,,,,,,,,
"32-24-12-67","125d8d8a804640ec8b0874f78b5d84c1",4,1,1,1,1,,0.07,100,"** PHOTO **",,,,,,,
"32-24-12-67","125d8d8a804640ec8b0874f78b5d84c1",4,2,1,2,,,,,,,,,,,,
"32-24-12-67","125d8d8a804640ec8b0874f78b5d84c1",4,3,1,2,,,,,,,,,,,,
"32-24-12-67","125d8d8a804640ec8b0874f78b5d84c1",5,1,1,1,1,,0.04,100,"** PHOTO **",,,,,,,
"32-24-12-67","125d8d8a804640ec8b0874f78b5d84c1",5,2,1,2,,,,,,,,,,,,
"32-24-12-67","125d8d8a804640ec8b0874f78b5d84c1",5,3,1,2,,,,,,,,,,,,
"32-24-12-67","125d8d8a804640ec8b0874f78b5d84c1",6,1,2,,,,,,,,,,,,,
"32-24-12-67","125d8d8a804640ec8b0874f78b5d84c1",6,2,2,,,,,,,,,,,,,
"32-24-12-67","125d8d8a804640ec8b0874f78b5d84c1",6,3,2,,,,,,,,,,,,,
"32-24-12-67","125d8d8a804640ec8b0874f78b5d84c1",7,1,2,,,,,,,,,,,,,
"32-24-12-67","125d8d8a804640ec8b0874f78b5d84c1",7,2,2,,,,,,,,,,,,,
"32-24-12-67","125d8d8a804640ec8b0874f78b5d84c1",7,3,2,,,,,,,,,,,,,
"32-24-12-67","125d8d8a804640ec8b0874f78b5d84c1",8,1,2,,,,,,,,,,,,,
"32-24-12-67","125d8d8a804640ec8b0874f78b5d84c1",8,2,2,,,,,,,,,,,,,
