"interview__key","y5_hhid","plot_id","cropid","ag4a_01","ag4a_02","ag4a_03","ag4a_04","ag4a_05","ag4a_06","ag4a_08","ag4a_10_1","ag4a_10_2","ag4a_10a_1","ag4a_10a_2","ag4a_10b","ag4a_10c_1","ag4a_10c_2","ag4a_12","ag4a_13_1","ag4a_13_2","ag4a_17","ag4a_18","ag4a_19","ag4a_20","ag4a_21","ag4a_22","ag4a_23","ag4a_24_1","ag4a_24_2","ag4a_25","ag4a_26","ag4a_27","ag4a_28","ag4a_29_1","ag4a_29_2"
"06-47-27-70","4896-001-01",5,93,1,,,2,,"MBEGU BORA",3,8,1,8,1,1,0,,,,,2,,1,,0.25,2,,7,7,,,80,40000,1,
"55-37-33-83","4897-001-01",1,11,2,1,1,1,2,"DEKAB 8053",1,2,1,0,,,2,1,22000,16,2,2,,1,,0.25,1,1,9,9,,,90,35000,1,
"55-37-33-83","4897-001-01",1,31,1,,,1,2,"ROSEKOKO",3,2,1,2,1,3,0,,,,,2,,1,,0.25,1,1,8,8,,,4,4500,1,
"55-37-33-83","4897-001-01",2,86,1,,,2,,"HIGH BRIDGE GLORIA",1,50,5,0,,,50,5,60000,16,2,2,,1,,0.5,2,,10,10,,,1050,70000,1,
"55-37-33-83","4897-001-01",4,86,1,,,2,,"HIGH BRIDGE GLORIA",1,25,5,0,,,25,5,29000,16,2,2,,1,,0.25,2,,10,10,,,2160,42000,1,
"87-09-78-69","4898-001-01",1,11,2,2,8,2,,"DK777",1,2,1,0,,,2,1,11000,16,1,2,,1,,0.1,2,,8,8,,,108,72000,1,2
"87-09-78-69","4898-001-01",5,11,1,,,2,,"DK777",1,2,1,0,,,2,1,11000,16,1,1,2,1,,0.1,1,5,8,8,,,54,36000,1,2
"87-09-78-69","4898-001-01",7,11,1,,,2,,"DK777",1,4,1,0,,,4,1,22000,16,1,2,,1,,0.5,2,,8,8,,,648,432000,1,2
"87-09-78-69","4898-001-01",9,11,1,,,2,,"DK777",1,2,1,0,,,2,1,11000,16,1,2,,1,,0.5,2,,8,8,,,180,100000,1,2
"87-09-78-69","4898-001-01",11,11,1,,,2,,"DK777",1,1,1,0,,,1,1,5500,16,1,1,2,1,,0.1,1,5,8,8,,,90,50000,1,2
"87-09-78-69","4898-001-01",13,11,1,,,2,,"DK777",1,1,1,0,,,1,1,5500,16,1,2,,1,,0.25,2,,8,8,,,90,50000,1,2
"11-30-27-89","4899-001-01",1,11,1,,,2,,"DECAB8053",1,2,1,0,,,2,1,12000,16,3,2,,1,,0.25,2,,8,8,,,540,50000,1,
"11-30-27-89","4899-001-01",3,11,1,,,2,,"DECAP8053",1,1,1,0,,,1,1,6000,16,3,2,,1,,0.25,1,2,8,8,,,3,30000,1,
"44-11-06-04","4901-001-01",4,11,1,,,2,,"DECAB",1,2,1,0,,,2,1,12000,9,2,2,,1,,0.5,2,,7,7,,,300,126000,1,
"66-05-57-51","4902-001-01",1,26,1,,,2,,"MBEGU YA VITUNGUU",2,3,1,0,,,3,1,30000,16,1,2,,2,2,,,,,,,,,,,
"66-05-57-51","4902-001-01",5,11,1,,,1,2,"MBEGU YA HEBRID",1,1,1,0,,,1,1,12000,16,1,2,,2,2,,,,,,,,,,,
"66-05-57-51","4902-001-01",6,11,1,,,2,,"MBEGU YA SABASABA",1,2,1,0,,,2,1,22000,16,1,2,,2,2,,,,,,,,,,,
"84-99-81-33","4916-001-01",1,22,2,2,8,2,,"KIENYEJI",2,90,1,0,,,0,,,,,2,,1,,0.2,2,,6,6,,,360,144000,1,2
"84-99-81-33","4916-001-01",4,22,1,,,2,,"KIENYEJI",2,150,1,0,,,0,,,,,2,,1,,0.2,2,,5,6,,,600,240000,1,2
"70-83-81-89","4917-001-01",1,11,2,1,1,1,2,"MBEGU YA DEKA",3,2,1,2,1,3,0,,,,,2,,2,2,,,,,,,,,,,
"70-83-81-89","4917-001-01",3,11,2,1,1,2,,"MBEGU YA DEKA",3,3,1,3,1,3,0,,,,,2,,2,2,,,,,,,,,,,
"70-83-81-89","4917-001-01",4,11,1,,,2,,"MBEGU YA DEKA",3,3,1,3,1,3,3,1,18000,16,1,2,,2,2,,,,,,,,,,,
"50-74-04-80","4919-001-02",1,26,2,1,1,1,2,"MBEGU ZA VITUNGUU MAJI",1,2,1,0,,,2,1,50000,16,2,2,,1,,0.25,2,,7,8,,,225,450000,1,
"50-74-04-80","4919-001-02",1,31,2,2,1,1,2,"NJANO MAHARAGE",2,2,1,2,1,2,0,,,,,2,,1,,1,2,,6,6,,,2400,540000,1,
"31-32-27-89","4934-001-02",2,11,1,,,2,,"MBEGU ZA ASILI",2,5,1,5,1,2,0,,,,,2,,1,,2,2,,4,4,,,432,160000,2,
"31-32-27-89","4934-001-02",3,11,1,,,1,2,"MBEGU ZA ASILI",2,2,1,2,1,2,0,,,,,2,,1,,0.25,1,2,4,4,,,54,24000,2,
"18-03-94-10","4935-001-01",2,11,2,3,1,2,,"STUKA",2,10,1,0,,,15,1,15000,9,1,2,,1,,2,2,,8,8,,,108,42000,1,
"18-03-94-10","4935-001-01",2,22,2,1,7,2,,"NYEUPE",2,50,1,0,,,50,1,4000,2,1,2,,1,,0.5,2,,8,9,,,200,125000,1,
"63-74-76-28","4936-001-01",1,11,1,,,2,,"STAR",3,5,1,5,1,3,0,,,,,2,,1,,1,2,,7,7,,,432,120000,1,
"20-59-92-39","4938-001-01",2,11,1,,,2,,"MBEGU NDEFU",2,2,1,0,,,2,1,3000,16,1,2,,1,,0.5,2,,7,8,,,324,135000,1,4
"16-74-03-08","4938-001-05",1,11,1,,,2,,"KIENYEJI",2,4,1,0,,,4,1,4000,3,1,2,,1,,0.5,1,2,7,7,,,360,144000,1,2
"63-25-21-50","4939-001-01",3,11,2,1,1,1,2,"MBEGU YA CHAKITO",1,1,1,0,,,2,1,2000,16,2,2,,1,,0.1,2,,7,7,,,20,12000,1,
"03-44-97-89","4940-001-01",1,11,1,,,2,,"KAPTURA",3,8,1,8,1,3,0,,,,,2,,1,,2,2,,8,8,,,1700,612000,1,
"03-44-97-89","4940-001-01",2,11,1,,,2,,"KAPTURA",3,2,1,2,1,3,0,,,,,2,,1,,0.5,2,,8,8,,,400,144000,1,
"03-44-97-89","4940-001-01",3,11,1,,,2,,"KAPTURA",3,8,1,8,1,3,0,,,,,2,,1,,2,2,,8,8,,,1000,360000,1,
"27-50-87-34","4971-001-01",2,11,1,,,2,,"KIENYEJI",2,5,1,5,1,2,0,,,,,2,,1,,0.5,1,1,7,7,,,600,180000,1,
"39-26-01-86","4972-001-01",1,11,2,2,3,2,,"TUMBILI",1,4,1,0,,,4,1,20000,16,1,2,,1,,0.5,1,2,7,7,,,72,20000,1,2
"30-25-28-77","4973-001-02",1,32,1,,,1,2,"ASILI",2,2,1,2,1,2,0,,,,,2,,1,,1,2,,8,8,,,80,80000,9,10
"30-25-28-77","4973-001-02",1,34,1,,,1,2,"ASILI",2,2,1,2,1,2,0,,,,,2,,1,,1,2,,8,8,,,100,100000,9,10
"30-25-28-77","4973-001-02",2,11,1,,,1,2,"ASILI",2,10,1,10,1,2,0,,,,,2,,1,,1,2,,8,8,,,1000,400000,9,10
"30-25-28-77","4973-001-02",2,32,1,,,1,2,"ASILI",2,2,1,2,1,2,0,,,,,2,,1,,1,2,,9,9,,,40,40000,9,10
"30-25-28-77","4973-001-02",3,11,1,,,1,2,"ASILI",2,12,1,12,1,2,0,,,,,2,,1,,1,2,,8,8,,,2000,800000,9,10
"30-25-28-77","4973-001-02",3,32,1,,,1,2,"ASILI",2,3,1,3,1,2,0,,,,,2,,1,,1,2,,9,9,,,35,40000,9,10
"30-25-28-77","4973-001-02",4,11,1,,,2,,"ASILI",2,5,1,5,1,2,0,,,,,2,,1,,1,2,,8,8,,,500,200000,9,10
"97-70-48-75","4974-001-01",1,11,1,,,2,,"MBEGU NDOGO YA MAHINDI",2,10,1,10,1,2,0,,,,,1,7,2,5,,,,,,,,,,,
"13-71-79-35","4975-001-01",1,11,1,,,2,,"STUKA",1,8,1,0,,,8,1,16000,9,5,2,,1,,1,2,,7,7,,,500,150000,1,
"69-14-01-64","4978-001-01",1,11,1,,,1,2,"SITUKA",1,20,1,0,,,20,1,20000,16,1,2,,1,,2,2,,7,7,,,200,100000,1,
"69-14-01-64","4978-001-01",1,32,2,3,1,1,2,"KAPUTULA",2,2,1,0,,,2,1,4000,1,1,2,,1,,0.25,1,4,6,6,,,36,72000,1,
"77-11-61-74","4978-001-03",1,11,1,,,2,,"YANGA",2,7,1,7,1,2,0,,,,,2,,1,,2,2,,7,7,,,280,70000,1,2
"84-34-29-43","4990-001-02",2,11,1,,,2,,"KISASA",1,10,1,0,,,10,1,25000,21,1,1,5,1,,2,2,,8,9,,,1680,504000,2,
"56-79-04-46","4991-001-01",1,11,2,1,3,2,,"DK",3,10,1,0,,,0,,,,,2,,1,,0.25,2,,8,9,,,1008,300000,1,2
"56-79-04-46","4991-001-01",2,11,2,2,2,2,,"DK",3,10,1,10,1,3,0,,,,,1,7,1,,3,1,2,9,9,,,504,150000,1,2
"85-74-34-93","4992-001-01",3,11,2,3,8,2,,"D.K",1,24,1,1,2,2,24,1,156000,16,2,2,,1,,6,2,,7,8,,,3024,1400000,1,
"85-74-34-93","4992-001-01",4,11,1,,,2,,"MBEGU ZA ASILI",2,18,1,18,1,2,0,,,,,2,,1,,2,2,,9,9,,,1296,600000,1,
"85-74-34-93","4992-001-01",5,11,1,,,2,,"MBEGU ZA ASILI",2,27,1,27,1,2,0,,,,,2,,1,,2,2,,9,9,,,1944,1080000,1,
"59-59-77-06","4993-001-01",1,11,1,,,2,,"MBEGU ZA ASILI",2,40,1,40,1,2,0,,,,,1,2,1,,6,2,,8,9,,,2400,600000,1,2
"29-14-89-65","4994-001-01",2,11,2,3,3,2,,"YA SERIKALI",3,12,1,12,1,3,0,,,,,2,,1,,2,2,,7,8,,,1800,450000,1,
"22-03-21-61","4995-001-01",1,11,1,,,2,,"DIKEI",2,10,1,0,,,10,1,5000,2,1,1,3,1,,1,1,4,7,7,,,200,120000,1,2
"82-93-80-80","4996-001-01",1,11,1,,,2,,"MBEGU YA ASILI",2,1,2,1,2,2,0,,,,,2,,1,,3,2,,7,8,,,1890,630000,4,7
"69-02-98-20","4997-001-01",1,11,1,,,2,,"MBEGU YA GUZI NYEKUNDU",2,180,1,180,1,2,0,,,,,2,,1,,13,2,,8,9,,,2200,880000,2,5
"91-35-17-35","5009-001-01",1,11,1,,,1,2,"MBEGU YA ZAMBIA",1,4,1,0,,,4,1,20000,16,2,2,,1,,0.5,2,,6,7,,,100,55000,1,
"91-35-17-35","5009-001-01",1,31,2,2,1,1,2,"MAHARAGE MEKUNDU",1,20,1,20,1,3,0,,,,,1,7,2,5,,,,,,,,,,,
"88-31-04-50","5009-001-03",1,11,2,2,1,1,2,"MBEGU YA MAHINDI",3,10,1,10,1,3,0,,,,,2,,1,,2.5,1,2,6,6,,,200,70000,2,
"88-31-04-50","5009-001-03",1,31,2,2,1,1,2,"MAHARAGE MEKUNDU",3,10,1,10,1,3,0,,,,,2,,1,,2.5,1,2,6,6,,,100,35000,2,
"59-98-24-36","5011-001-01",1,11,1,,,1,2,"KATUMAI",2,8,1,8,1,2,0,,,,,2,,1,,1,2,,7,7,,,200,110000,1,
"59-98-24-36","5011-001-01",1,31,1,,,1,2,"NJANO",2,18,1,18,1,2,0,,,,,2,,1,,0.25,1,2,6,6,,,54,54000,1,
"59-98-24-36","5011-001-01",1,101,1,,,1,2,"NGWALA",2,1,1,1,1,2,0,,,,,2,,1,,1,2,,8,8,,,80,60000,1,
"10-20-55-11","5012-001-01",1,11,2,2,1,1,2,"SYDICO",1,3,1,0,,,3,1,36000,16,3,2,,1,,0.5,2,,7,7,,,720,300000,1,2
"66-02-80-91","5013-001-01",1,11,1,,,1,2,"KIENYEJI",2,6,1,6,1,2,0,,,,,2,,1,,1,2,,7,7,,,720,300000,1,2
"66-02-80-91","5013-001-01",1,31,1,,,1,2,"MBEGU NYEKUNDU",2,1,5,0,,,1,5,30000,5,2,2,,1,,0.2,1,1,6,6,,,140,110000,1,2
"87-78-39-46","5014-001-01",1,11,1,,,1,2,"STUKA",1,10,1,10,1,2,0,,,,,2,,1,,2,2,,8,8,,,432,168000,1,
"87-78-39-46","5014-001-01",1,31,1,,,1,2,"NJANO",2,1,2,0,,,1,2,30000,5,2,2,,1,,2,2,,6,6,,,360,540000,1,
"87-78-39-46","5014-001-01",2,11,1,,,1,2,"STUKA",2,6,1,6,1,2,0,,,,,2,,1,,0.5,2,,8,8,,,108,42000,1,
"87-78-39-46","5014-001-01",2,31,1,,,1,2,"NJANO",2,10,1,10,1,2,0,,,,,2,,1,,0.5,2,,6,6,,,120,180000,1,
"94-34-19-21","5015-001-01",1,11,1,,,1,3,"SEED CO",1,4,1,0,,,4,1,24000,5,2,2,,1,,0.1,1,1,8,9,,,140,55000,1,
"94-34-19-21","5015-001-01",1,31,1,,,1,3,"NJANO",2,1,5,0,,,1,5,38000,5,2,2,,1,,0.2,1,1,6,8,,,160,280000,1,
"94-34-19-21","5015-001-01",1,101,1,,,1,3,"KIENYEJI",2,1,4,0,,,1,4,1000,5,2,2,,1,,0.4,1,1,7,7,,,60,75000,1,
"18-94-40-07","5016-001-01",1,11,1,,,2,,"DK",2,10,1,10,1,2,0,,,,,2,,1,,2,2,,9,9,,,324,144000,1,2
"18-94-40-07","5016-001-01",1,31,1,,,1,2,"NJANO",2,20,1,0,,,20,1,42000,9,2,2,,1,,1,1,1,7,6,,,60,150000,1,2
"25-26-48-11","5034-001-01",3,11,1,,,2,,"STUKA",1,4,1,0,,,4,1,16000,9,2,2,,2,6,,,,,,,,,,,
"53-32-10-73","5050-001-01",1,41,1,,,2,,"PUNDAMILIA",2,2,1,2,1,2,0,,,,,2,,1,,1,2,,2,2,,,90,35000,4,
"12-54-70-11","5051-001-05",1,11,1,,,2,,"MBEGU PANA",1,2,1,0,,,2,1,6000,9,3,2,,1,,2,2,,6,7,,,600,180000,1,
"85-92-56-86","5066-001-01",1,11,2,2,3,2,,"KAGILI",1,8,1,0,,,8,1,54000,9,1,2,,1,,2,1,1,7,7,,,324,120000,1,2
"29-03-15-91","5067-001-01",1,11,1,,,2,,"MBEGU YA TUMBILI",1,18,1,0,,,18,1,117000,16,1,2,,1,,3,1,2,5,5,,,1800,106000,1,
"44-59-43-78","5068-001-01",1,11,2,1,3,2,,"ZEBRA",1,8,1,0,,,8,1,52000,9,1,2,,1,,2,2,,7,7,,,2160,800000,1,2
"72-69-78-16","5069-001-01",1,11,2,2,2,1,1,"TUMBULI",3,9,1,9,1,3,0,,,,,2,,1,,2,2,,7,7,,,1200,480000,1,
"72-69-78-16","5069-001-01",1,13,2,2,2,1,2,"ASILI",2,4,1,4,1,2,0,,,,,2,,1,,2,2,,7,7,,,480,720000,1,
"14-01-19-87","5071-001-01",1,11,1,,,1,2,"NGAMIA",1,4,1,0,,,4,1,27000,16,1,2,,1,,0.75,2,,7,7,,,600,300000,1,2
"14-01-19-87","5071-001-01",1,34,1,,,1,2,"KIENYEJI",2,1,1,1,1,2,0,,,,,2,,1,,0.5,1,4,6,6,,,180,300000,1,2
"14-01-19-87","5071-001-01",1,101,2,1,8,1,2,"KIENYEJI",2,1,1,0,,,1,1,3000,2,1,2,,1,,0.1,2,,8,8,,,120,300000,1,2
"14-01-19-87","5071-001-01",2,11,2,2,8,2,,"PUNDAMILIA",1,10,1,0,,,10,1,67500,9,4,2,,1,,3,2,,7,7,,,3480,1450000,1,2
"14-01-19-87","5071-001-01",3,11,2,2,8,2,,"NGAMIA",1,20,1,0,,,20,1,100000,16,4,2,,1,,2,1,2,7,7,,,1920,800000,1,2
"14-01-19-87","5071-001-01",3,31,2,2,8,2,,"CANADA",2,2,5,2,5,2,0,,,,,2,,1,,4,1,2,7,7,,,1920,2400000,1,2
"14-19-72-27","5072-001-01",1,11,2,3,1,2,,"NGAMIA",1,20,1,0,,,20,1,100000,16,1,2,,1,,3,2,,6,7,,,3600,3600000,1,2
"14-19-72-27","5072-001-01",1,31,2,1,1,2,,"CANADA",2,40,1,0,,,40,1,0,3,1,2,,1,,0.5,1,2,6,7,,,360,720000,1,
"83-01-69-83","5085-001-01",1,11,1,,,1,2,"KIENYEJI",2,1,1,0,,,0,,,,,2,,1,,0.1,1,1,7,7,,,10,5000,1,
"83-01-69-83","5085-001-01",1,31,1,,,1,2,"NYAYO",2,3,1,0,,,3,1,7000,5,2,2,,1,,0.25,2,,7,7,,,40,70000,1,
"98-44-73-35","5086-001-01",1,11,1,,,1,2,"ASILI",2,4,1,4,1,2,0,,,,,2,,2,6,,,,,,,,,,,
"98-44-73-35","5086-001-01",1,31,1,,,1,2,"NYAYO",1,8,1,0,,,8,2,8000,4,3,2,,2,6,,,,,,,,,,,
"25-85-02-56","5087-001-01",1,11,1,,,1,2,"ASILI",2,8,1,8,1,2,0,,,,,1,2,1,,0.13,2,,7,7,,,36,15000,1,
"25-85-02-56","5087-001-01",1,31,1,,,1,2,"ENGICHUMBA",2,8,1,8,1,2,0,,,,,2,,1,,0.13,2,,7,7,,,36,30000,1,
"55-38-00-93","5088-001-01",2,51,1,,,2,,"MBEGU YA KIENYEJI",2,1.5,1,0,,,0,,,,,2,,2,2,,,,,,,,,,,
"56-66-54-79","5090-001-01",2,11,1,,,2,,"SEED-CO",2,40,1,40,1,2,0,,,,,1,7,1,,0.5,1,2,9,9,,,240,120000,1,5
"83-51-28-25","5092-001-01",1,11,1,,,2,,"KIENYEJI",2,2,1,0,,,2,1,5000,3,1,1,8,1,,0.1,1,1,8,8,,,20,10000,1,2
"83-51-28-25","5092-001-01",1,31,1,,,2,,"KICHUMBA",2,1,5,0,,,1,5,4000,5,1,1,8,1,,0.1,1,1,6,6,,,20,16000,1,2
"13-54-48-28","5127-001-01",1,12,1,,,2,,"MBAWA   MBILI",2,230,1,230,1,2,0,,,,,2,,1,,5,2,,5,6,,,4640,4060000,1,2
"41-85-46-23","5183-001-01",1,12,2,1,1,2,,"MBEGU CHOTARA",2,160,1,0,,,160,1,200000,21,1,2,,2,5,,,,,,,,,,,
"84-26-77-42","5202-001-01",1,11,2,2,1,1,2,"MAHINDI",2,30,1,0,,,30,1,8000,9,1,1,2,2,3,,,,,,,,,,,
"84-26-77-42","5202-001-01",1,42,2,2,1,1,2,"UFUTA",2,1,1,0,,,1,1,10000,9,1,1,8,1,,2.5,1,1,4,5,,,12,26000,1,2
"94-55-33-91","5228-001-02",2,12,1,,,2,,"MBEGU ZA ASILI",2,1,1,1,1,2,0,,,,,2,,2,6,,,,,,,,,,,
"86-02-89-52","5278-001-01",1,11,2,1,2,1,2,"MBEGU ZA ASILI",2,1,1,0,,,0,,,,,2,,1,,1,1,2,6,6,,,30,30000,1,
"43-47-25-48","5313-001-01",1,11,1,,,1,2,"MBEGU YA KIENYEJI",2,2,1,2,1,2,0,,,,,1,8,1,,0.5,2,,11,11,,,27,13500,1,2
"71-29-17-94","5397-001-01",1,11,1,,,2,,"MBEGU BORA",1,0.75,1,0,,,0.75,1,7500,16,3,1,4,1,,0.03,1,4,5,5,,,10,7000,2,
"05-64-34-94","5433-001-01",1,22,2,2,1,1,2,"VIAZI   VYEKUNDU",2,25,1,0,,,25,1,8000,2,1,2,,1,,1,2,,5,7,,,1200,640000,1,
"47-48-66-40","5476-001-01",1,11,2,2,1,1,2,"SITUKA",2,2,1,0,,,2,1,2400,4,3,1,6,1,,1,1,9,5,5,,,70,65000,1,
"47-48-66-40","5476-001-01",1,32,2,2,1,1,2,"KUNDE  NDOGO",2,1,1,0,,,1,1,1600,4,3,2,,1,,0.5,2,,2,4,,,35,25000,1,
"47-48-66-40","5476-001-01",1,998,2,1,1,1,2,"MABOGA",2,500,5,0,,,0,,,,,2,,1,,0.3,2,,2,4,,,15,9000,1,
"22-58-79-14","5529-001-01",2,11,2,2,4,1,2,"DK",1,10,1,0,,,10,1,120,16,4,2,,1,,1,2,,7,7,,,300,80000,1,2
"84-98-35-82","5544-001-02",1,11,1,,,1,2,"MBEGU BORA",1,6,1,0,,,6,1,18000,19,2,2,,1,,1,1,2,7,7,,,100,80000,7,8
"81-69-84-39","5547-001-01",2,998,2,2,1,1,1,"MBEGU ZA ASILI",2,10,5,0,,,10,5,90000,2,1,1,3,1,,1,1,8,8,12,,,3000,600000,1,2
"95-18-99-89","5581-001-01",1,11,1,,,1,2,"MBEGU YA KAWAIDA",2,1,1,1,1,2,0,,,,,2,,1,,1,2,,6,6,,,50,25000,1,
"95-18-99-89","5581-001-01",1,32,1,,,1,2,"MBEGU ZA KAWAIDA",2,0.5,1,0.5,1,2,0,,,,,2,,1,,1,2,,6,6,,,25,28000,1,
"95-18-99-89","5581-001-01",1,34,1,,,1,2,"MBEGU YA KAWAIDA",2,0.5,1,0.5,1,2,0,,,,,2,,1,,1,2,,6,6,,,25,28000,1,
"86-58-89-00","5581-001-02",1,32,2,2,1,2,,"KUNDE",2,0.5,1,0.5,1,2,0,,,,,2,,1,,0.5,1,1,5,6,,,20,40000,1,2
"86-58-89-00","5581-001-02",2,11,2,2,1,1,2,"MAHINDI",2,1.5,1,1.5,1,2,0,,,,,1,2,1,,0.4,1,5,5,6,,,75,52000,1,2
"86-58-89-00","5581-001-02",2,32,2,2,1,1,2,"KUNDE",2,0.5,1,0.5,1,2,0,,,,,1,2,1,,0.3,1,5,6,7,,,20,40000,1,2
"86-58-49-11","5582-001-08",1,11,1,,,1,2,"MBEGU BORA",1,3,1,0,,,3,1,7500,1,5,1,3,1,,2,1,4,5,5,,,2940,808500,1,2
"86-58-49-11","5582-001-08",1,998,2,1,1,1,2,"MBEGU ZA ASILI",2,1,1,0,,,1,1,2000,16,5,1,3,1,,1,1,4,5,5,,,21,36000,1,2
"40-01-55-03","5584-001-01",1,11,1,,,1,2,"SEED CO",1,12,1,0,,,12,1,72000,16,1,2,,1,,1.5,2,,9,9,,,1200,500000,1,
"38-68-59-13","5602-001-02",1,42,1,,,2,,"UFUTA",2,1500,5,0,,,0,,,,,2,,1,,1,2,,4,5,,,350,700000,1,2
"91-10-13-90","5608-001-01",2,12,1,,,2,,"SUPPER",2,3,2,0,,,3,2,60000,9,1,2,,2,6,,,,,,,,,,,
"56-98-08-80","5659-001-01",1,12,1,,,2,,"MBEGU BORA",1,60,1,0,,,60,1,220000,21,1,2,,1,,13,2,,5,8,,,8450,59150000,1,
"99-90-90-77","5664-001-04",1,11,2,1,4,2,,"DEKALB  NA MAHINDI YA KIENYEJI",4,14,1,14,1,4,0,,,,,2,,1,,2,2,,7,7,,,3000,500000,1,2
"99-90-90-77","5664-001-04",1,43,2,1,4,2,,"KARANGA  NYEKUNDU KUBWA",2,12,1,12,1,2,0,,,,,2,,1,,0.5,2,,6,6,,,187,150000,1,2
"82-25-26-41","5693-001-01",1,998,1,,,1,2,"MBEGU YA MUHOGO",2,15,1,0,,,15,1,10000,2,1,2,,1,,0.25,2,,10,2,,,50,50000,1,2
"82-25-26-41","5693-001-01",4,12,1,,,2,,"MBEGU YA MPUNGA",2,37.5,1,37.5,1,2,0,,,,,2,,1,,1.25,2,,7,8,,,137.5,153000,1,
"94-78-24-50","5695-001-01",1,11,1,,,1,2,"MBEGU BORA",1,4,1,0,,,4,1,24000,4,1,2,,1,,0.7,1,5,5,6,,,200,100000,1,
"94-78-24-50","5695-001-01",1,100,1,,,1,2,"MBEGU BORA",1,4,4,0,,,4,4,68000,4,1,2,,1,,0.85,2,,5,7,,,1080,360000,1,
"53-17-72-60","5696-001-01",1,32,2,1,1,1,2,"KUNDE  NDOGO",2,500,5,0,,,500,5,1400,16,1,2,,1,,0.25,2,,4,5,,,12,12000,2,
"53-17-72-60","5696-001-01",1,998,1,,,1,2,"BAMIA  NDEFU",1,1,1,0,,,1,1,20000,9,4,2,,1,,2,2,,5,7,,,200,200000,1,
"37-78-83-38","5697-001-01",3,22,2,2,5,1,2,"MBEGU ZA ASILI",2,10,1,0,,,10,1,10000,2,3,1,3,1,,0.2,1,4,8,8,,,75,30000,1,
"17-53-58-10","5699-001-02",1,43,2,1,4,1,2,"KARANGA NDOGO",2,1500,5,0,,,1500,5,3000,16,1,2,,1,,0.2,2,,6,8,,,50,3000,2,
"17-53-58-10","5699-001-02",1,998,2,2,4,1,2,"CHEUSI NA NYEKUNDU",1,20,1,20,1,3,0,,,,,2,,1,,0.5,2,,6,7,,,200,1000,2,
"17-95-04-88","5700-001-02",1,12,2,1,1,1,2,"MBEGU ZA ASILI",2,1,5,0,,,1,5,10000,4,1,1,1,1,,0.3,1,1,8,9,,,30,30000,2,
"67-56-06-17","5719-001-01",2,11,1,,,2,,"ASILI",2,3,1,0,,,3,1,1800,9,2,2,,1,,0.5,2,,6,6,,,216,60000,1,
"96-24-36-02","5739-001-01",1,11,2,2,1,1,2,"MAHINDI   YA  ASILI",2,32,1,0,,,32,1,6500,2,1,2,,1,,4,2,,4,5,,,4800,3360000,1,
"96-24-36-02","5739-001-01",1,12,2,1,1,1,2,"MBAWA   MBILI",2,60,1,60,1,2,0,,,,,2,,1,,1,2,,4,5,,,1200,1050000,1,
"96-24-36-02","5739-001-01",1,32,2,1,1,1,2,"KUNDE  NENE",2,2,1,0,,,2,1,2000,2,1,2,,1,,0.5,2,,2,4,,,55,40000,1,
"33-71-00-28","5769-001-01",1,43,1,,,2,,"ASILI",1,40,1,40,1,2,0,,,,,2,,1,,5,2,,4,4,,,2300,1380000,1,2
"33-71-00-28","5769-001-01",2,43,1,,,2,,"ASILI",2,3,2,3,2,2,0,,,,,2,,1,,3.5,2,,4,4,,,3000,1800000,1,2
"92-79-67-43","5770-001-01",1,13,1,,,2,,"MBEGU YA ASILI",2,0.5,1,0.5,1,2,0,,,,,2,,1,,0.25,2,,6,6,,,4,500,1,
"92-79-67-43","5770-001-01",2,13,1,,,2,,"MBEGU YA ASILI",2,9.5,1,9.5,1,2,0,,,,,1,7,1,,2,2,,6,6,,,360,100000,1,
"94-45-36-56","5770-001-02",1,13,2,3,1,1,2,"MBEGU BORA SEED CO",1,2.5,1,0,,,2.5,1,4000,18,1,1,1,1,,0.75,2,,6,6,,,180,60000,1,2
"94-45-36-56","5770-001-02",1,41,2,2,1,1,2,"MBEGU BORA ILIYOTUMIKA TENA",3,2,1,2,1,3,0,,,,,1,1,1,,0.5,2,,6,6,,,208,39000,1,2
"53-27-69-22","5771-001-02",1,11,1,,,1,2,"SEEDCO",1,1,1,0,,,1,1,0,1,1,1,7,1,,0.1,1,2,6,6,,,26,14000,2,
"53-27-69-22","5771-001-02",1,13,1,,,1,2,"SAIDIA",2,1,1,0,,,1,1,2000,2,1,2,,1,,0.25,2,,7,7,,,54,24000,2,
"53-27-69-22","5771-001-02",1,41,1,,,1,2,"NYEUSI",2,1,1,0,,,1,1,0,2,1,2,,1,,0.18,1,2,3,3,,,14,3000,2,
"53-27-69-22","5771-001-02",4,11,2,2,1,1,2,"MBEGU NDEFU.",2,6,1,6,1,2,0,,,,,1,3,1,,0.2,1,4,6,6,,,30,15000,2,
"53-27-69-22","5771-001-02",4,13,2,2,1,1,2,"SAIDIA",2,4,1,4,1,2,0,,,,,1,7,1,,1,1,2,5,6,,,160,50000,2,
"53-27-69-22","5771-001-02",4,41,2,2,1,1,2,"MBEGU  NYEUSI",2,1,1,1,1,2,0,,,,,2,,1,,1.5,2,,3,4,,,28,10000,2,
"53-27-69-22","5771-001-02",4,43,2,2,1,1,2,"MBEGU  NYEUPE",2,12,1,12,1,2,0,,,,,2,,1,,1.5,2,,4,4,,,168,42000,2,
"07-56-66-10","5771-001-03",1,11,1,,,1,2,"SEEDCO",3,2,1,0,,,2,1,0,1,1,2,,1,,0.5,2,,3,4,,,54,18000,1,
