"interview__key","y5_hhid","plot_id","cropid","ag4a_01","ag4a_02","ag4a_03","ag4a_04","ag4a_05","ag4a_06","ag4a_08","ag4a_10_1","ag4a_10_2","ag4a_10a_1","ag4a_10a_2","ag4a_10b","ag4a_10c_1","ag4a_10c_2","ag4a_12","ag4a_13_1","ag4a_13_2","ag4a_17","ag4a_18","ag4a_19","ag4a_20","ag4a_21","ag4a_22","ag4a_23","ag4a_24_1","ag4a_24_2","ag4a_25","ag4a_26","ag4a_27","ag4a_28","ag4a_29_1","ag4a_29_2"
"07-56-66-10","5771-001-03",1,13,1,,,1,2,"SAIDIA",2,1,1,1,1,2,0,,,,,2,,1,,0.5,2,,6,6,,,36,12000,1,
"07-56-66-10","5771-001-03",2,11,1,,,1,2,"SEEDCO",3,10,1,10,1,3,0,,,,,2,,1,,2,2,,3,5,,,80,25000,1,
"07-56-66-10","5771-001-03",2,13,2,2,1,1,2,"SAIDIA",2,10,1,0,,,10,1,0,1,1,2,,1,,1,2,,7,7,,,540,210000,1,
"07-56-66-10","5771-001-03",2,41,1,,,1,2,"MBEGU  NYEUSI",2,1,1,1,1,2,0,,,,,2,,1,,2,2,,7,7,,,240,100000,1,
"07-56-66-10","5771-001-03",2,43,2,2,4,1,2,"KARANGA  NYEUPE",2,10,1,10,1,2,0,,,,,2,,1,,1,2,,3,3,,,500,400000,1,
"79-00-92-68","5772-001-01",1,11,2,2,8,2,,"MBEGU ZA ASILI",2,1,2,1,2,2,0,,,,,1,5,1,,2,2,,10,10,,,360,80000,1,
"79-00-92-68","5772-001-01",2,13,1,,,2,,"MBEGU ZA ASILI",2,10,1,10,1,2,0,,,,,2,,1,,2,2,,5,5,,,540,90000,1,
"79-00-92-68","5772-001-01",3,13,1,,,2,,"MBEGU ZA ASILI",2,6,1,6,1,2,0,,,,,2,,1,,1,2,,6,6,,,90,15000,1,
"79-00-92-68","5772-001-01",3,43,2,2,1,2,,"MBEGU ZA ASILI",2,5,1,5,1,2,0,,,,,2,,1,,0.5,2,,4,4,,,27,9000,1,
"47-78-47-79","5772-001-02",1,41,1,,,2,,"ALIZETI",2,2,2,2,2,2,0,,,,,2,,1,,4,2,,5,6,,,750,280000,1,2
"47-78-47-79","5772-001-02",2,43,1,,,2,,"KARANGA",2,2,2,2,2,2,0,,,,,2,,1,,5,2,,3,4,,,700,350000,1,2
"68-92-99-57","5772-001-04",1,11,2,2,1,1,2,"MBEGU YA ASILI",2,5,1,5,1,2,0,,,,,2,,1,,0.5,2,,6,6,,,252,84000,1,
"68-92-99-57","5772-001-04",1,13,2,3,1,1,2,"MBEGU YA ASILI",2,10,1,10,1,2,0,,,,,2,,1,,2.5,2,,6,6,,,540,90000,1,
"68-92-99-57","5772-001-04",2,13,1,,,2,,"MBEGU YA ASILI",2,20,1,20,1,2,0,,,,,2,,1,,6,2,,6,6,,,630,105000,1,
"02-53-46-61","5773-001-01",3,13,1,,,2,,"SANDALA",2,5,1,5,1,2,5,1,2000,2,1,2,,1,,0.1,1,9,6,6,,,120,30000,1,
"05-37-40-06","5774-001-01",1,13,2,2,1,1,2,"MBEGU YA ASILI",2,8,1,8,1,2,0,,,,,2,,1,,1,2,,6,6,,,200,80000,1,
"05-37-40-06","5774-001-01",1,43,1,,,1,2,"MBEGU YA ASILI",2,8,4,8,4,2,0,,,,,2,,1,,1,2,,4,4,,,150,150000,1,
"18-79-73-94","5775-001-01",1,13,1,,,2,,"MBEGU YA ASILI",2,2,4,2,4,2,0,,,,,1,7,1,,0.5,1,2,6,6,,,36,12000,2,
"18-79-73-94","5775-001-01",2,13,1,,,2,,"MBEGU YA ASILI",2,10,1,10,1,2,0,,,,,1,7,1,,0.5,1,2,6,6,,,216,72000,2,
"18-79-73-94","5775-001-01",4,41,1,,,1,2,"MBEGU YA ASILI",2,6,4,6,4,2,0,,,,,2,,1,,1,2,,6,7,,,105,35000,2,
"18-79-73-94","5775-001-01",4,43,1,,,1,2,"MBEGU YA ASILI",2,15,1,15,1,2,0,,,,,2,,1,,1,2,,4,4,,,450,150000,2,
"84-53-36-53","5775-001-03",1,13,2,3,1,2,,"SANDALA",2,1,2,1,2,2,0,,,,,2,,1,,3,2,,5,6,,,1200,300000,1,2
"84-53-36-53","5775-001-03",1,41,2,1,1,2,,"ALIZETI",2,7,1,7,1,2,0,,,,,2,,1,,1,2,,5,5,,,240,100000,1,2
"84-53-36-53","5775-001-03",1,43,2,1,1,2,,"NYEUPE",2,10,4,10,4,2,0,,,,,2,,1,,1,2,,3,3,,,280,140000,1,2
"37-14-46-62","5776-001-03",1,13,1,,,2,,"ASILI",2,1,2,1,2,2,0,,,,,1,1,1,,3,1,6,6,6,,,160,78000,1,
"28-56-69-97","5788-001-01",1,13,1,,,1,2,"MESIYA",2,2,1,2,1,2,0,,,,,2,,1,,1,2,,6,6,,,110,60000,1,2
"28-56-69-97","5788-001-01",1,43,1,,,1,1,"NYEUPE",2,10,1,10,1,2,0,,,,,2,,1,,1,2,,4,4,,,140,70000,1,2
"28-56-69-97","5788-001-01",2,11,1,,,2,,"STAR",2,15,1,15,1,2,0,,,,,2,,1,,2.3,2,,6,6,,,504,140000,1,2
"28-56-69-97","5788-001-01",3,11,2,3,1,2,,"STAR",2,7,1,7,1,2,0,,,,,2,,1,,1,2,,3,6,,,120,35000,1,2
"23-80-10-38","5789-001-01",1,11,1,,,2,,"MBEGU ZA ASILI",2,2,1,2,1,2,0,,,,,2,,1,,1,2,,6,6,,,216,60000,1,
"23-80-10-38","5789-001-01",1,41,1,,,2,,"MBEGU ZA ASILI",2,1.5,1,1.5,1,2,0,,,,,2,,1,,1,2,,5,5,,,72,30000,1,
"23-80-10-38","5789-001-01",3,11,2,1,1,2,,"MBEGU ZA ASILI",2,0.5,1,0.5,1,2,0,,,,,2,,1,,0.25,2,,4,4,,,18,5000,2,
"23-80-10-38","5789-001-01",3,43,1,,,2,,"MBEGU ZA AILI",2,10,1,10,1,2,0,,,,,2,,1,,1,2,,4,4,,,90,90000,1,2
"23-80-10-38","5789-001-01",4,13,2,1,1,2,,"MBEGU ZA ASILI",2,0.5,1,0.5,1,2,0,,,,,2,,1,,0.25,2,,6,6,,,36,10000,2,
"23-80-10-38","5789-001-01",4,41,1,,,2,,"MBEGU ZA ASILI",2,2,1,2,1,2,0,,,,,2,,1,,1,2,,6,6,,,144,60000,1,2
"35-74-54-21","5790-001-01",1,11,2,2,1,1,2,"MBEGU ASILI",2,10,1,10,1,2,0,,,,,2,,1,,1,2,,5,6,,,882,245000,1,2
"35-74-54-21","5790-001-01",1,41,2,3,1,1,2,"MBEGU ZA ASILI",2,10,1,10,1,2,0,,,,,2,,1,,2.75,2,,6,7,,,252,105000,1,2
"35-74-54-21","5790-001-01",1,42,2,1,1,1,2,"MBEGU ZA ASILI",2,5,1,5,1,2,0,,,,,2,,1,,0.25,2,,4,4,,,140,175000,1,2
"35-74-54-21","5790-001-01",1,43,2,2,1,1,2,"MBEGU YA ASILI",2,10,1,10,1,2,0,,,,,2,,1,,1,2,,4,4,,,196,70000,1,2
"22-28-98-69","5792-001-01",1,41,1,,,2,,"ASILI",2,10,1,10,1,2,0,,,,,1,1,1,,1.5,2,,5,5,,,300,150000,1,
"67-04-67-56","5793-001-02",2,11,2,1,1,2,,"MBEGU ZA ASILI",2,1,1,1,1,2,0,,,,,2,,1,,0.25,2,,4,4,,,18,5000,2,
"67-04-67-56","5793-001-02",2,41,2,2,1,2,,"MBEGU ZA ASILI",2,4,1,0,,,4,1,4000,2,1,1,3,1,,1,2,,5,5,,,144,60000,2,
"67-04-67-56","5793-001-02",2,43,2,2,1,2,,"MBEGU ZA ASILI",2,3,1,0,,,3,1,9000,16,2,2,,1,,0.5,2,,4,4,,,27,15000,2,
"68-80-66-67","5794-001-01",1,11,1,,,1,2,"NJANO",2,1,2,1,2,2,0,,,,,1,3,1,,1,1,4,5,6,,,120,60000,1,2
"68-80-66-67","5794-001-01",1,41,1,,,1,2,"ZEBRA",2,10,4,10,4,2,0,,,,,2,,1,,1,2,,5,6,,,216,109000,1,2
"68-80-66-67","5794-001-01",2,32,1,,,1,2,"KUNDE",2,0.5,1,0,,,0.5,1,1000,4,1,2,,1,,1,2,,6,6,,,60,60000,1,2
"68-80-66-67","5794-001-01",2,36,1,,,1,2,"NYEKUNDU",2,2,1,0,,,2,1,4000,4,1,2,,1,,1,1,8,6,6,,,20,30000,1,2
"68-80-66-67","5794-001-01",2,41,1,,,1,2,"ZEBRA",2,5,4,5,4,2,0,,,,,2,,1,,1,2,,6,6,,,36,24000,1,2
"83-43-16-34","5795-001-01",1,43,1,,,2,,"MBEGU YA ASILI",2,15,1,15,1,2,0,,,,,1,7,2,5,,,,,,,,,,,
"83-43-16-34","5795-001-01",2,13,1,,,2,,"MBEGU YA ASILI",2,10,1,10,1,2,0,,,,,1,7,2,5,,,,,,,,,,,
"83-43-16-34","5795-001-01",3,11,1,,,2,,"MBEGU YA ASILI",2,18,1,18,1,2,0,,,,,1,7,2,5,,,,,,,,,,,
"83-43-16-34","5795-001-01",5,11,1,,,2,,"MBEGU YA ASILI",2,18,1,18,1,2,0,,,,,1,3,1,,1,2,,5,6,,,324,90000,1,2
"83-43-16-34","5795-001-01",6,11,1,,,2,,"MBEGU YA ASILI",2,18,1,18,1,2,0,,,,,1,7,2,5,,,,,,,,,,,
"83-43-16-34","5795-001-01",7,11,1,,,2,,"MBEGU YA ASILI",2,18,1,18,1,2,0,,,,,1,7,2,5,,,,,,,,,,,
"61-37-81-58","5809-001-01",1,11,2,2,1,1,2,"HYBREED",1,2,1,0,,,2,1,10000,16,2,1,3,1,,0.2,1,4,8,8,,,240,120000,1,
"61-37-81-58","5809-001-01",1,31,1,,,1,2,"KIENYEJI",2,2,1,2,1,2,0,,,,,1,3,1,,0.2,1,4,7,7,,,20,30000,1,
"61-37-81-58","5809-001-01",1,43,1,,,1,2,"KIENYEJI",2,3,1,3,1,2,0,,,,,1,3,1,,0.2,1,4,9,9,,,60,120000,1,
"61-37-81-58","5809-001-01",2,11,1,,,1,2,"HYBREED.",1,6,1,6,1,1,6,1,36000,16,2,1,8,1,,0.5,1,1,9,9,,,480,240000,1,
"61-37-81-58","5809-001-01",2,31,1,,,1,2,"KIENYEJI",2,1,5,1,5,2,0,,,,,1,3,1,,0.2,1,1,8,8,,,60,60000,1,
"24-24-46-68","5813-001-01",1,11,2,1,3,2,,"ASILI",2,2,1,0,,,2,1,4000,2,1,1,5,1,,1,1,6,4,4,,,42,24000,1,
"63-25-00-93","5826-001-01",1,12,1,,,2,,"MBEGU ZA ASILIL",2,1,2,1,2,2,0,,,,,1,4,1,,1,1,7,6,6,,,384,168000,1,2
"63-25-00-93","5826-001-01",2,11,1,,,1,2,"MBEGU ZA ASILI",2,2,1,2,1,2,0,,,,,1,7,1,,0.5,1,2,4,4,,,324,90000,1,2
"63-25-00-93","5826-001-01",2,43,1,,,1,2,"MBEGU ZA ASILI",2,5,1,5,1,2,0,,,,,1,7,1,,0.5,1,2,4,4,,,90,60000,1,2
"63-25-00-93","5826-001-01",3,12,1,,,2,,"MBEGU ZA ASILI",2,1,1,1,2,2,0,,,,,2,,1,,1,2,,6,6,,,480,210000,1,2
"37-34-49-63","5826-001-03",1,12,1,,,2,,"MBEGU YA ASILI",2,15,1,15,1,2,0,,,,,2,,1,,1,2,,5,6,,,900,600000,1,2
"37-34-49-63","5826-001-03",2,12,1,,,2,,"MBEGU YA ASILI",2,1,2,1,2,2,0,,,,,2,,1,,1.5,2,,5,6,,,1725,1150000,1,
"37-34-49-63","5826-001-03",3,12,1,,,2,,"MBEGU YA ASILI",2,30,1,30,1,2,0,,,,,2,,1,,1,2,,5,6,,,1875,1250000,1,
"08-26-71-40","5827-001-01",1,13,2,2,1,1,2,"MBEGU BORA SEED CO",1,1,1,0,,,1,1,2500,16,3,1,7,1,,0.5,1,2,4,5,,,126,21000,1,
"08-26-71-40","5827-001-01",1,43,2,2,1,1,2,"MBEGU YA ASILI",2,3,1,3,1,2,0,,,,,1,7,1,,0.5,1,2,3,3,,,8,6000,1,
"08-26-71-40","5827-001-01",2,12,1,,,2,,"MBEGU ZA ASILI",2,60,1,60,1,2,0,,,,,1,7,1,,4,1,2,5,7,,,2520,1260000,1,2
"92-97-95-53","5827-001-04",1,11,1,,,1,2,"KIENYEJI",2,6,1,0,,,6,1,0,1,1,2,,1,,0.5,1,9,6,7,,,80,24000,1,2
"92-97-95-53","5827-001-04",1,13,1,,,1,2,"KIENYEJI",2,2,5,0,,,2,5,0,1,1,2,,1,,0.5,1,9,5,5,,,120,36000,1,2
"48-13-95-64","5828-001-01",1,13,1,,,2,,"ASILI",2,5,1,5,1,2,0,,,,,1,1,1,,1,1,1,4,4,,,300,120000,1,
"48-13-95-64","5828-001-01",2,12,1,,,2,,"ASILI",2,1,2,1,2,2,0,,,,,1,1,1,,1,1,5,5,5,,,750,450000,1,
"48-13-95-64","5828-001-01",3,12,1,,,2,,"ASILI",2,1,2,1,2,2,0,,,,,1,3,1,,1,1,4,6,5,,,450,270000,1,
"21-65-22-88","5829-001-01",1,11,2,1,1,2,,"KATUMAN",1,3,1,0,,,3,1,12000,16,3,1,7,1,,0.13,1,2,5,5,,,240,84000,1,2
"21-65-22-88","5829-001-01",1,13,2,2,1,2,,"MTAMA MWEUPE",2,10,1,10,1,2,0,,,,,1,7,1,,0.75,1,2,6,6,,,720,270000,1,2
"21-65-22-88","5829-001-01",1,36,2,1,1,2,,"KIENYEJI",2,2,1,2,1,2,0,,,,,1,7,1,,0.13,1,2,5,5,,,60,60000,1,2
"21-65-22-88","5829-001-01",1,43,2,1,1,2,,"MWEZI MMOJA",2,10,1,10,1,2,0,,,,,2,,1,,0.5,2,,3,4,,,180,180000,1,2
"21-65-22-88","5829-001-01",5,12,1,,,2,,"MANYARA",2,1,2,1,2,2,0,,,,,1,7,1,,0.75,1,2,6,6,,,1000,500000,1,2
"94-76-69-88","5829-001-03",1,12,1,,,2,,"BAWAMBILI",2,10,1,10,1,2,0,,,,,2,,1,,1,2,,6,6,,,1000,400000,1,2
"94-76-69-88","5829-001-03",2,12,1,,,2,,"BAWAMBILI",2,5,1,5,1,2,0,,,,,2,,1,,0.5,2,,5,5,,,200,80000,1,2
"94-76-69-88","5829-001-03",3,12,1,,,2,,"MBAWAMBILI",3,7,1,7,1,2,0,,,,,2,,1,,0.5,2,,6,6,,,500,200000,1,2
"72-88-82-08","5829-001-04",1,13,1,,,2,,"MBEGU YA ASILI",2,3,1,3,1,2,0,,,,,2,,1,,0.25,1,4,5,5,,,90,25000,1,
"72-88-82-08","5829-001-04",2,12,1,,,2,,"MBEVU ZA ASILI",2,8,1,8,1,2,0,,,,,2,,1,,0.75,2,,7,7,,,672,384000,1,
"72-88-82-08","5829-001-04",3,12,1,,,2,,"MBEGU YA ASILI",2,5,1,5,1,2,0,,,,,2,,1,,0.25,2,,6,6,,,840,420000,1,
"72-88-82-08","5829-001-04",4,12,1,,,2,,"MBEGU YA ASILI",2,7,1,7,1,2,0,,,,,2,,1,,0.5,2,,6,6,,,588,294000,1,
"72-88-82-08","5829-001-04",5,12,1,,,2,,"MBEGU ZA ASILI",2,8,1,8,1,2,0,,,,,2,,1,,0.5,2,,5,5,,,588,252000,1,
"72-88-82-08","5829-001-04",6,12,1,,,2,,"MBEGU YA ASILI",2,12,1,12,1,2,0,,,,,2,,1,,1,2,,5,5,,,924,396000,1,
"74-91-94-84","5830-001-01",1,13,1,,,2,,"MBEGU YA ASILI",2,8,1,8,1,2,0,,,,,1,7,1,,1,1,2,5,5,,,100,100000,1,
"74-91-94-84","5830-001-01",2,13,1,,,2,,"MBEGU YA ASILI",2,1,2,1,2,2,0,,,,,2,,2,5,,,,,,,,,,,
"74-91-94-84","5830-001-01",3,12,1,,,2,,"MBEGU YA ASILI",2,20,1,20,1,2,0,,,,,1,7,1,,2,1,2,4,4,,,900,600000,1,
"74-91-94-84","5830-001-01",4,43,1,,,2,,"MBEGU YA ASILI",2,20,1,20,1,2,0,,,,,1,7,1,,2,1,2,3,3,,,150,180000,1,
"74-91-94-84","5830-001-01",5,12,1,,,2,,"MBEGU YA ASILI",2,10,1,10,1,2,0,,,,,2,,1,,0.5,2,,5,5,,,450,300000,1,
"74-91-94-84","5830-001-01",6,13,1,,,2,,"MBEGU YA ASILI",2,7,1,7,1,2,0,,,,,2,,1,,1,1,2,5,6,,,150,140000,1,
"20-78-60-48","5831-001-01",1,12,1,,,2,,"MBEGU BORA",1,8,1,0,,,8,1,9000,16,3,1,1,1,,1,2,,5,5,,,1125,600000,2,
"20-78-60-48","5831-001-01",2,12,1,,,2,,"ASILI",2,5,1,0,,,5,1,2000,3,1,1,1,1,,0.5,2,,3,3,,,375,200000,2,
"30-83-13-84","5832-001-01",1,11,2,1,1,1,2,"MBEGU ZA ASILI",2,2,1,2,1,2,0,,,,,2,,1,,0.25,2,,6,6,,,108,42000,1,2
"30-83-13-84","5832-001-01",1,12,2,3,1,1,2,"MBEGU ZA ASILI",2,2,2,2,2,2,0,,,,,2,,1,,9.5,2,,6,6,,,14400,6300000,1,2
"30-83-13-84","5832-001-01",1,13,2,1,1,1,2,"MBEGU ZA ASILI",2,6,1,6,1,2,0,,,,,2,,1,,0.25,2,,6,6,,,720,360000,1,2
"30-83-13-84","5832-001-01",1,43,2,1,1,1,2,"MBEGU ZA ASILI",2,1,2,1,2,2,0,,,,,2,,1,,0.25,2,,4,4,,,30,20000,1,2
"30-83-13-84","5832-001-01",2,11,1,,,1,2,"MBEGU ZA ASILI",2,3,1,3,1,2,0,,,,,2,,1,,1,2,,6,6,,,216,84000,1,2
"30-83-13-84","5832-001-01",2,13,1,,,1,2,"MBEGU ZA ASILI",2,3,1,3,1,2,0,,,,,2,,1,,1,2,,6,6,,,360,180000,1,2
"52-82-77-11","5832-001-03",1,12,1,,,2,,"MBAWA MBILI",2,10,1,10,1,2,0,,,,,2,,1,,2,2,,6,6,,,1920,1000000,1,2
"32-42-68-55","5833-001-01",1,12,1,,,2,,"MBAWA  MBILI",2,16,1,16,1,2,0,,,,,2,,1,,0.25,2,,6,6,,,192,84000,1,
"32-42-68-55","5833-001-01",2,12,1,,,2,,"MBAWA  MBILI",2,16,1,16,1,2,0,,,,,2,,1,,0.25,2,,6,6,,,208,91000,1,
"32-42-68-55","5833-001-01",3,13,1,,,1,2,"USIYA",2,2,1,2,1,2,0,,,,,1,7,1,,0.4,1,2,5,5,,,45,25000,1,
"32-42-68-55","5833-001-01",3,43,2,2,4,1,2,"MWEZI MMOJA",2,2,1,0,,,2,1,6000,16,2,1,7,1,,0.2,1,2,3,3,,,36,15000,1,
"32-42-68-55","5833-001-01",4,11,1,,,1,2,"SEEDCO",3,3,1,3,1,3,0,,,,,2,,1,,0.21,2,,5,5,,,72,40000,1,
"32-42-68-55","5833-001-01",4,32,1,,,1,2,"KUNDE",2,0.5,1,0.5,1,2,0,,,,,2,,1,,0.2,2,,2,3,,,15,15000,1,
"32-42-68-55","5833-001-01",4,43,1,,,1,2,"MWEZI MMOJA",2,1,1,1,1,2,0,,,,,2,,1,,0.23,2,,4,4,,,48,20000,1,
"58-84-38-08","5845-001-01",4,12,1,,,2,,"MBEGU ZA KIENYEJI",2,20,1,20,1,2,0,,,,,1,1,1,,1,2,,4,4,,,750,50000,1,2
"11-39-67-37","5846-001-01",1,11,2,1,1,2,,"KIENYEJI",2,3,1,3,1,2,0,,,,,2,,1,,1,2,,6,6,,,360,126000,1,
"00-04-51-53","5847-001-03",1,11,1,,,2,,"KIENYEJI",2,20,1,0,,,20,1,8000,4,1,2,,1,,1,2,,3,4,,,480,168000,1,
"19-13-10-22","5848-001-04",2,12,2,2,1,1,2,"MBEGU ZA KIENYEJI",2,10,1,10,1,2,0,,,,,2,,1,,0.5,2,,4,4,,,500,50000,7,8
"44-93-96-14","5851-001-01",1,11,1,,,1,2,"MAHINDI",2,10,1,0,,,10,1,10000,5,1,2,,1,,1,1,2,6,6,,,400,120000,1,2
"44-93-96-14","5851-001-01",1,25,2,1,4,1,2,"MAGIMBI",2,50,5,50,5,2,0,,,,,2,,1,,0.3,2,,5,9,,,70,70000,1,2
"44-93-96-14","5851-001-01",1,31,2,2,4,1,2,",MAHARAGE",2,5,1,0,,,5,1,5000,5,1,2,,1,,0.1,1,2,6,7,,,10,10000,1,2
"70-86-81-13","5851-001-03",1,31,1,,,2,,"MAHARAGE",1,1,2,0,,,1,2,30000,2,1,2,,1,,3,2,,5,6,,,400,432000,1,2
"91-80-40-09","5851-001-04",1,11,1,,,1,2,"KIENYEJI",2,15,1,15,1,2,0,,,,,2,,1,,2,2,,5,6,,,800,240000,1,
"52-17-86-97","5851-001-09",1,12,1,,,2,,"MBEGU YA ASILI YA MPUNGA",2,9,1,9,1,2,0,,,,,2,,1,,0.3,2,,5,5,,,225,80000,1,2
"03-67-88-37","5852-001-01",1,11,1,,,2,,"KIENYEJI",2,3,1,3,1,2,0,,,,,2,,1,,0.5,2,,3,4,,,150,60000,1,
"77-63-66-90","5869-001-01",1,11,1,,,1,2,"SEEDCO",1,4,1,4,1,3,0,,,,,2,,1,,1,1,9,4,5,,,80,35000,1,
"77-63-66-90","5869-001-01",1,22,1,,,1,2,"ASILI",2,2,1,0,,,0,,,,,2,,2,6,,,,,,,,,,,
"28-63-80-02","5870-001-01",4,87,1,,,1,2,"MBEGU YA ASILI YA NYANYA",2,1,1,0,,,1,1,3000,4,1,2,,1,,0.1,2,,4,6,,,900,450000,1,2
"20-23-28-81","5871-001-02",1,11,2,1,8,2,,"KILIMA",2,2,1,2,1,2,0,,,,,2,,1,,1,2,,5,5,,,60,15000,2,4
"20-76-31-70","5883-001-01",1,11,1,,,1,2,"MBEGU BORA YA MAHINDI SEED CO",1,4,1,0,,,4,1,9000,16,1,2,,1,,1,2,,2,3,,,960,210000,1,
"20-76-31-70","5883-001-01",1,31,2,2,1,1,2,"MBEGU YA ASILI YA MAHARAGE",2,1,1,1,1,2,0,,,,,1,3,1,,0.4,1,4,1,1,,,40,40000,1,
"20-76-31-70","5883-001-01",1,37,2,1,1,1,2,"MBEGU YA ASILI YA NJEGERE",2,1,1,1,1,2,0,,,,,2,,1,,0.3,2,,1,1,,,20,10000,1,
"20-76-31-70","5883-001-01",3,12,1,,,2,,"MBEGU YA ASILI YA MPUNGA",2,10,1,10,1,2,0,,,,,2,,1,,1,2,,6,6,,,700,500000,1,
"36-17-87-86","5884-001-01",1,11,2,3,1,1,2,"DK",1,2,1,0,,,2,1,13000,16,1,2,,1,,0.25,2,,2,2,,,180,54000,1,2
"36-17-87-86","5884-001-01",1,22,2,1,1,1,2,"UMEME",2,20,1,20,1,2,0,,,,,2,,1,,0.06,2,,4,9,,,240,36000,1,2
"78-86-78-61","5886-001-01",2,12,1,,,2,,"ASILI",2,20,1,20,1,2,0,,,,,2,,1,,1,2,,6,6,,,1260,750000,1,
"78-86-78-61","5886-001-01",3,35,1,,,2,,"ASILI",2,19,1,19,1,2,0,,,,,2,,1,,1,2,,8,8,,,120,96000,1,
"75-03-15-46","5887-001-01",1,11,2,2,8,1,2,"SEEDCO",1,2,1,0,,,2,1,12000,16,3,2,,1,,2,2,,5,5,,,360,45000,1,
"75-03-15-46","5887-001-01",1,22,2,1,4,1,2,"KIBUYU",2,2,5,0,,,0,,,,,2,,1,,0.25,2,,4,7,,,240,37500,1,7
"43-75-62-75","5887-001-02",1,12,1,,,2,,"KARAMATA",3,18,1,18,1,3,0,,,,,2,,1,,1,2,,5,5,,,1080,300000,1,2
"79-80-98-58","5890-001-01",2,12,2,2,1,2,,"KIENYEJI",2,20,1,20,1,2,0,,,,,2,,1,,4,2,,4,5,,,1200,360000,2,3
"79-80-98-58","5890-001-01",3,12,2,1,1,2,,"KIENYEJI",2,20,1,20,1,2,0,,,,,2,,1,,5,2,,5,6,,,600,180000,2,
"79-80-98-58","5890-001-01",3,50,2,1,1,2,,"KISASA",1,50,1,0,,,50,1,12000,6,1,1,7,1,,5,1,2,6,6,,,44,40000,2,
"12-84-18-26","5890-001-05",1,11,1,,,1,2,"MBEGU ZA KIENYEJI",2,1.5,1,1.5,1,2,0,,,,,1,3,1,,1,2,,5,5,,,144,30000,1,
"93-71-44-48","5891-001-02",1,12,2,2,1,1,2,"MBEGU ZA KIENYEJI",2,20,1,0,,,20,1,10000,3,1,1,1,1,,2,2,,5,5,,,1800,35000,3,
"22-22-59-95","5902-001-01",1,11,2,3,1,1,2,"PANA",1,3,1,0,,,3,1,36000,16,1,1,3,1,,2,2,,5,6,,,960,288000,1,2
"22-22-59-95","5902-001-01",1,50,2,1,1,1,2,"MBEGU BORA",1,10,1,0,,,10,1,10000,16,1,2,,1,,1,2,,4,5,,,150,195000,1,2
"03-84-91-66","5903-001-01",1,11,2,1,3,1,2,"ASILI",2,40,1,40,1,2,0,,,,,2,,1,,4,2,,4,4,,,1320,330000,1,2
"03-84-91-66","5903-001-01",1,22,2,1,3,1,2,"ASILI",2,240,1,240,1,2,0,,,,,2,,1,,0.75,2,,7,0,14,,300,18000,1,2
"03-84-91-66","5903-001-01",1,50,2,1,3,2,,"MBEGU BORA",1,15,1,0,,,15,1,0,6,1,2,,1,,1,2,,5,5,,,53,58300,1,2
"03-84-91-66","5903-001-01",4,12,1,,,2,,"MBEGU YA ASILI",2,10,1,0,,,10,1,5500,2,1,1,8,1,,1,1,1,4,4,,,90,25000,1,2
"17-58-37-02","5903-001-09",1,11,2,2,1,2,,"MAHINDI",2,5,1,5,1,2,0,,,,,2,,1,,1,2,,5,5,,,150,45000,1,
"17-58-37-02","5903-001-09",1,50,2,2,1,2,,"PAMBA",1,15,1,0,,,15,1,9750,16,1,1,6,1,,0.4,1,9,5,5,,,55,57750,1,
"67-59-94-20","5906-001-01",1,11,2,2,1,1,2,"SEEDCO",2,5,4,0,,,5,4,5000,4,3,2,,1,,1,2,,5,5,,,240,70000,1,
"67-59-94-20","5906-001-01",1,22,2,2,1,1,2,"VIAZI MCHANGANYIKO VYEKUNDU NA VYEUPE",2,3,5,3,5,2,0,,,,,2,,1,,1,2,,6,6,,,360,40000,1,
"67-59-94-20","5906-001-01",2,11,2,2,1,2,,"SEEDCO",2,6,4,0,,,6,4,6000,4,3,2,,1,,1,2,,5,5,,,80,40000,1,
"76-63-95-62","5907-001-01",1,11,1,,,1,2,"KIENYEJI",2,15,1,0,,,15,1,10000,9,3,1,3,1,,4,1,4,4,5,,,600,180000,1,2
"25-11-43-66","5908-001-01",1,11,2,1,1,2,,"MAHINDI",2,2,1,2,1,2,0,,,,,2,,1,,0.1,2,,4,5,,,40,10000,2,
"25-11-43-66","5908-001-01",2,11,1,,,2,,"MAHINDI",2,1,5,1,5,2,0,,,,,2,,1,,1,2,,4,5,,,300,90000,2,
"15-35-33-89","5909-001-01",1,11,1,,,2,,"KIENYEJI",2,10,4,10,4,2,0,,,,,2,,1,,2,2,,4,4,,,648,252000,1,
"68-01-22-22","5909-001-02",1,12,1,,,2,,"MPUNGA",1,1,2,0,,,1,2,10000,15,1,2,,1,,1,2,,6,6,,,525,225000,1,
"66-21-25-85","5911-001-01",1,11,1,,,1,2,"MAHINDI",2,3,1,3,1,2,0,,,,,2,,1,,0.5,2,,4,4,,,200,50000,1,2
"66-21-25-85","5911-001-01",1,31,1,,,1,2,"MAHARAGE",2,5,1,0,,,5,1,7500,16,1,1,7,2,5,,,,,,,,,,,
"04-94-42-31","5921-001-01",1,11,1,,,2,,"KILIMA",1,1,1,0,,,1,1,5000,4,1,2,,1,,0.12,2,,4,5,,,240,120000,1,
"38-93-36-28","5924-001-01",2,12,1,,,2,,"KIENYEJI",2,60,1,60,1,2,0,,,,,2,,1,,3,2,,6,6,,,4200,1680000,1,5
