"interview__key","y5_hhid","cropid","ag10_02_1","ag10_02_2","ag10_02_3","ag10_03","ag10_02_2a","ag10_02_2b","ag10_02_2c","ag10_02_2d","ag10_02_2e","ag10_02_2f","ag10_02_2g","ag10_02_2h","ag10_02_2i","ag10_02_2j","ag10_04_1","ag10_04_2","ag10_05","ag10_06","ag10_07_1","ag10_07_2","ag10_08","ag10_09_1","ag10_09_2","ag10_10_1","ag10_10_2","ag10_11","ag10_12_1a","ag10_12_1b","ag10_12_2a","ag10_12_2b","ag10_13","ag10_14"
"77-10-93-70","6264-001-01",4,"KARANGA",43,2,16,43,,,,,,,,,,34,1,170,2,,,,,,,,,,,,,2,
"69-12-72-79","6264-001-03",1,"MAHINDI",11,1,1,11,,,,,,,,,,40,1,40,2,,,,,,,,,,,,,1,1500
"69-12-72-79","6264-001-03",2,"MAHINDI",11,2,9,11,,,,,,,,,,14,1,14,2,,,,,,,,,,,,,2,
"58-29-18-12","6265-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,70,1,70,2,,,,,,,,,,,,,2,
"56-37-50-42","6266-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,58,1,60,2,,,,,,,,,,,,,1,3000
"82-70-52-52","6268-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,112,1,118,2,,,,,,,,,,,,,1,12000
"11-88-00-95","6269-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,324,1,360,2,,,,,,,,,,,,,1,25920
"11-88-00-95","6269-001-01",2,"KAHAWA",54,1,1,54,,,,,,,,,,18,1,20,2,,,,,,,,,,,,,2,
"11-72-84-76","6270-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,299,1,300,2,,,,,,,,,,,,,1,27000
"05-90-43-76","6304-001-01",1,"MPUNGA",12,1,2,12,,,,,,,,,,175,1,250,2,,,,,,,,,,,,,1,20000
"05-90-43-76","6304-001-01",2,"MPUNGA",12,2,11,12,,,,,,,,,,75,1,250,2,,,,,,,,,,,,,2,
"58-60-80-36","6304-001-03",1,"MPUNGA",12,1,2,12,,,,,,,,,,70,1,75,2,,,,,,,,,,,,,1,5000
"58-60-80-36","6304-001-03",2,"MPUNGA",12,2,11,12,,,,,,,,,,5,1,75,2,,,,,,,,,,,,,2,
"59-09-89-42","6308-001-01",1,"MPUNGA",12,1,2,12,,,,,,,,,,102,1,130,2,,,,,,,,,,,,,1,26000
"59-09-89-42","6308-001-01",2,"MPUNGA",12,2,11,12,,,,,,,,,,28,1,130,2,,,,,,,,,,,,,2,
"74-65-42-85","6320-001-01",1,"MPUNGA",12,1,2,12,,,,,,,,,,315,1,450,2,,,,,,,,,,,,,1,36000
"74-65-42-85","6320-001-01",2,"MPUNGA",12,2,10,12,,,,,,,,,,135,1,450,2,,,,,,,,,,,,,2,
"51-65-66-40","6324-001-01",1,"MPUNGA",12,1,2,12,,,,,,,,,,770,1,820,2,,,,,,,,,,,,,2,
"51-65-66-40","6324-001-01",2,"MPUNGA",12,2,11,12,,,,,,,,,,50,1,820,2,,,,,,,,,,,,,2,
"20-56-10-12","6326-001-01",1,"MPUNGA",12,1,2,12,,,,,,,,,,105,1,150,2,,,,,,,,,,,,,1,15000
"20-56-10-12","6326-001-01",2,"MPUNGA",12,2,11,12,,,,,,,,,,45,1,150,2,,,,,,,,,,,,,2,
"16-07-21-72","6368-001-01",1,"MPUNGA",12,1,2,12,,,,,,,,,,320,1,350,2,,,,,,,,,,,,,1,9000
"16-07-21-72","6368-001-01",2,"MPUNGA",12,2,11,12,,,,,,,,,,30,1,350,2,,,,,,,,,,,,,2,
"27-72-20-13","6380-001-01",1,"MUHOGO",21,1,1,21,,,,,,,,,,30,1,50,2,,,,,,,,,,,,,2,
"27-72-20-13","6380-001-01",2,"MUHOGO",21,2,13,21,,,,,,,,,,20,1,50,2,,,,,,,,,,,,,2,
"40-38-88-71","6384-001-01",1,"MUHOGO",21,1,1,21,,,,,,,,,,50,1,70,2,,,,,,,,,,,,,2,
"40-38-88-71","6384-001-01",2,"MUHOGO",21,2,13,21,,,,,,,,,,20,1,70,2,,,,,,,,,,,,,2,
"55-16-39-24","6403-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,290,1,320,2,,,,,,,,,,,,,1,22400
"72-27-29-33","6415-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,2000,1,2242,2,,,,,,,,,,,,,1,168150
"72-27-29-33","6415-001-01",2,"MAHINDI",11,2,9,11,,,,,,,,,,242,1,2242,2,,,,,,,,,,,,,1,168150
"08-84-14-21","6416-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,1560,1,1560,2,,,,,,,,,,,,,1,78000
"08-84-14-21","6416-001-01",3,"MPUNGA",12,1,2,12,,,,,,,,,,576,1,720,2,,,,,,,,,,,,,2,
"08-84-14-21","6416-001-01",4,"MPUNGA",12,2,11,12,,,,,,,,,,144,1,720,2,,,,,,,,,,,,,2,
"08-84-14-21","6416-001-01",5,"KARANGA",43,1,1,43,,,,,,,,,,120,1,270,2,,,,,,,,,,,,,2,
"08-84-14-21","6416-001-01",6,"KARANGA",43,2,16,43,,,,,,,,,,150,1,270,2,,,,,,,,,,,,,2,
"22-51-85-31","6417-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,84,1,108,2,,,,,,,,,,,,,1,9000
"22-51-85-31","6417-001-01",2,"MAHINDI",11,2,9,11,,,,,,,,,,20,1,108,1,20,1,20,1,,1,,2000,9,1,9,1,2,
"74-44-49-98","6418-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,244,1,288,2,,,,,,,,,,,,,1,16000
"74-44-49-98","6418-001-01",2,"MAHINDI",11,2,9,11,,,,,,,,,,44,1,288,2,,,,,,,,,,,,,2,
"74-44-49-98","6418-001-01",3,"KARANGA",43,1,2,43,,,,,,,,,,7,1,30,2,,,,,,,,,,,,,2,
"74-44-49-98","6418-001-01",4,"KARANGA",43,2,18,43,,,,,,,,,,23,1,30,2,,,,,,,,,,,,,2,
"82-86-40-33","6419-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,1800,1,2300,2,,,,,,,,,,,,,1,105000
"82-86-40-33","6419-001-01",2,"MAHINDI",11,2,9,11,,,,,,,,,,500,1,1800,2,,,,,,,,,,,,,2,
"52-47-45-23","6420-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,1000,1,1000,2,,,,,,,,,,,,,1,20000
"03-85-03-21","6420-001-04",1,"MAHINDI",11,1,1,11,,,,,,,,,,847,1,847,2,,,,,,,,,,,,,1,42000
"54-54-62-59","6420-001-07",1,"MAHINDI",11,1,1,11,,,,,,,,,,302,1,378,2,,,,,,,,,,,,,1,21000
"54-54-62-59","6420-001-07",2,"MAHINDI",11,2,9,11,,,,,,,,,,76,1,378,2,,,,,,,,,,,,,2,
"99-09-27-49","6421-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,1160,1,1160,2,,,,,,,,,,,,,1,58000
"10-43-69-50","6422-001-01",1,"MAHINDI",11,2,9,11,,,,,,,,,,27,1,180,2,,,,,,,,,,,,,1,27000
"08-23-57-49","6436-001-01",1,"MPUNGA",12,2,11,12,,,,,,,,,,105,1,210,2,,,,,,,,,,,,,1,11900
"08-23-57-49","6436-001-01",2,"MPUNGA",12,2,11,12,,,,,,,,,,145,1,285,2,,,,,,,,,,,,,2,
"24-41-64-86","6439-001-01",1,"MPUNGA",12,1,2,12,,,,,,,,,,825,1,1440,2,,,,,,,,,,,,,1,7500
"24-41-64-86","6439-001-01",2,"MPUNGA",12,2,11,12,,,,,,,,,,96,1,1440,2,,,,,,,,,,,,,1,750
"15-86-79-43","6454-001-03",1,"MAHINDI",11,1,1,11,,,,,,,,,,456,1,456,2,,,,,,,,,,,,,1,22800
"52-82-89-25","6454-001-04",1,"MAHINDI",11,1,1,11,,,,,,,,,,420,1,420,2,,,,,,,,,,,,,1,15000
"27-55-74-03","6455-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,800,1,1000,2,,,,,,,,,,,,,1,30000
"27-55-74-03","6455-001-01",2,"MAHINDI",11,2,9,11,,,,,,,,,,200,1,1000,2,,,,,,,,,,,,,2,
"46-83-71-36","6455-001-14",1,"MAHINDI",11,1,1,11,,,,,,,,,,216,1,216,2,,,,,,,,,,,,,1,16000
"46-23-09-37","6456-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,360,1,360,2,,,,,,,,,,,,,1,18000
"68-19-41-43","6457-001-01",1,"MPUNGA",12,1,2,12,,,,,,,,,,800,1,1400,2,,,,,,,,,,,,,1,60000
"68-19-41-43","6457-001-01",2,"MAHINDI",11,1,1,11,,,,,,,,,,1050,1,1050,2,,,,,,,,,,,,,1,58000
"80-69-29-25","6458-001-01",1,"MAHINDI",11,1,1,11,12,,,,,,,,,120,1,120,2,,,,,,,,,,,,,1,3000
"80-69-29-25","6458-001-01",2,"MPUNGA",12,1,2,12,,,,,,,,,,40,1,90,2,,,,,,,,,,,,,1,4000
"80-69-29-25","6458-001-01",3,"MPUNGA",12,2,11,12,,,,,,,,,,50,2,90,2,,,,,,,,,,,,,2,
"57-79-50-33","6459-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,200,1,200,2,,,,,,,,,,,,,1,18000
"44-63-23-23","6461-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,960,1,960,2,,,,,,,,,,,,,1,24000
"72-31-74-16","6464-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,1200,1,1200,2,,,,,,,,,,,,,1,30000
"41-72-19-88","6472-001-01",1,"MPUNGA",12,1,2,12,,,,,,,,,,390,1,450,2,,,,,,,,,,,,,1,28000
"94-69-24-29","6473-001-01",1,"MPUNGA",12,1,2,12,,,,,,,,,,120,1,200,2,,,,,,,,,,,,,1,4400
"94-69-24-29","6473-001-01",2,"MAHINDI",11,1,1,11,,,,,,,,,,700,1,720,2,,,,,,,,,,,,,1,28800
"02-59-27-08","6474-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,288,1,396,2,,,,,,,,,,,,,1,17600
"96-57-53-18","6476-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,75,1,75,2,,,,,,,,,,,,,1,2400
"33-57-29-67","6477-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,1200,1,1200,2,,,,,,,,,,,,,1,28000
"97-99-78-08","6478-001-01",1,"MPUNGA",12,1,2,12,,,,,,,,,,60,1,100,2,,,,,,,,,,,,,1,9000
"77-95-84-34","6478-001-03",1,"MAHINDI",11,1,1,11,,,,,,,,,,600,1,600,2,,,,,,,,,,,,,1,15000
"75-95-85-69","6479-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,425,1,425,2,,,,,,,,,,,,,1,22000
"20-79-25-44","6479-001-03",1,"MAHINDI",11,1,1,11,,,,,,,,,,300,1,300,2,,,,,,,,,,,,,1,18000
"20-79-25-44","6479-001-03",2,"MPUNGA",12,1,2,12,,,,,,,,,,130,1,150,2,,,,,,,,,,,,,1,21000
"64-41-75-29","6483-001-01",1,"MPUNGA",12,1,2,12,,,,,,,,,,1600,1,1760,2,,,,,,,,,,,,,1,78000
"71-76-36-55","6483-001-03",1,"MPUNGA",12,1,2,12,,,,,,,,,,460,1,480,2,,,,,,,,,,,,,1,22400
"63-18-65-67","6492-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,306,1,306,2,,,,,,,,,,,,,1,15300
"03-33-67-13","6492-001-03",1,"MAHINDI",11,1,1,11,,,,,,,,,,144,1,144,2,,,,,,,,,,,,,1,18000
"75-84-54-75","6492-001-04",1,"MAHINDI",11,1,1,11,,,,,,,,,,90,1,90,2,,,,,,,,,,,,,1,4500
"36-33-33-86","6493-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,680,1,680,2,,,,,,,,,,,,,1,28000
"95-01-55-68","6496-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,705,1,705,2,,,,,,,,,,,,,1,35000
"27-59-11-20","6497-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,400,1,400,2,,,,,,,,,,,,,1,20000
"05-50-28-02","6498-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,20,1,20,2,,,,,,,,,,,,,1,8000
"97-72-32-96","6498-001-02",1,"MAHINDI",11,1,1,11,,,,,,,,,,200,1,200,2,,,,,,,,,,,,,1,12000
"71-41-76-14","6510-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,288,1,360,2,,,,,,,,,,,,,1,3200
"71-41-76-14","6510-001-01",2,"MAHINDI",11,2,9,11,,,,,,,,,,72,1,360,2,,,,,,,,,,,,,2,
"51-46-98-39","6510-001-03",1,"MAHINDI",11,1,1,11,,,,,,,,,,110,1,110,2,,,,,,,,,,,,,1,5500
"35-01-19-39","6512-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,504,1,504,2,,,,,,,,,,,,,1,28000
"35-01-19-39","6512-001-01",2,"KARANGA",43,1,2,43,,,,,,,,,,15,1,30,2,,,,,,,,,,,,,2,
"35-01-19-39","6512-001-01",3,"KARANGA",43,2,16,43,,,,,,,,,,15,1,30,2,,,,,,,,,,,,,2,
"47-74-89-62","6513-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,320,1,320,2,,,,,,,,,,,,,1,16000
"29-16-28-35","6515-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,360,1,360,2,,,,,,,,,,,,,1,20000
"96-44-09-55","6517-001-01",1,"MPUNGA",12,1,2,12,,,,,,,,,,1950,1,2400,2,,,,,,,,,,,,,1,20000
"96-44-09-55","6517-001-01",2,"MAHINDI",11,1,1,11,,,,,,,,,,1000,1,1000,2,,,,,,,,,,,,,1,18000
"65-10-31-75","6519-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,198,1,198,2,,,,,,,,,,,,,1,9900
"56-34-20-75","6530-001-02",1,"MUHOGO",21,1,1,21,,,,,,,,,,540,1,600,2,,,,,,,,,,,,,1,36000
"44-89-17-70","6531-001-01",1,"MUHOGO",21,1,1,21,,,,,,,,,,250,1,300,2,,,,,,,,,,,,,1,9000
"55-33-74-88","6534-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,90,1,90,2,,,,,,,,,,,,,1,9000
"07-21-55-34","6550-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,12,1,12,2,,,,,,,,,,,,,1,8000
"07-21-55-34","6550-001-01",3,"MUHOGO",21,1,1,21,,,,,,,,,,36,1,36,2,,,,,,,,,,,,,1,9000
"09-65-95-53","6551-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,108,1,108,2,,,,,,,,,,,,,1,6480
"37-90-35-55","6556-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,238,1,252,2,,,,,,,,,,,,,1,14000
"36-93-31-66","6567-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,1060,1,1060,2,,,,,,,,,,,,,1,43460
"36-93-31-66","6567-001-01",2,"MPUNGA",12,1,2,12,,,,,,,,,,1050,1,1950,2,,,,,,,,,,,,,1,12500
"32-17-02-11","6568-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,60,1,60,2,,,,,,,,,,,,,1,2400
"32-17-02-11","6568-001-01",2,"MPUNGA",12,1,2,12,,,,,,,,,,1500,1,1800,2,,,,,,,,,,,,,1,72000
"91-18-16-93","6568-001-14",1,"MPUNGA",12,1,2,12,,,,,,,,,,630,1,1170,2,,,,,,,,,,,,,1,45000
"91-18-16-93","6568-001-14",2,"MAHINDI",11,1,1,11,,,,,,,,,,324,1,324,2,,,,,,,,,,,,,1,16200
"97-15-23-63","6569-001-01",1,"MAHINDI",11,1,1,11,12,,,,,,,,,1200,1,1200,2,,,,,,,,,,,,,1,16000
"97-15-23-63","6569-001-01",2,"MPUNGA",12,1,2,12,,,,,,,,,,3888,1,6080,2,,,,,,,,,,,,,1,21000
"92-89-34-77","6570-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,816,1,864,2,,,,,,,,,,,,,1,24000
"92-89-34-77","6570-001-01",2,"MPUNGA",12,1,2,12,,,,,,,,,,740,1,1040,2,,,,,,,,,,,,,1,35500
"42-46-06-76","6572-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,440,1,450,2,,,,,,,,,,,,,1,50000
"42-46-06-76","6572-001-01",2,"MPUNGA",12,1,2,12,,,,,,,,,,1200,1,1500,2,,,,,,,,,,,,,1,120000
"42-46-06-76","6572-001-01",3,"MPUNGA",12,2,11,12,,,,,,,,,,300,1,1500,2,,,,,,,,,,,,,2,
"24-34-12-72","6572-001-06",1,"MAHINDI",11,1,1,11,,,,,,,,,,1990,1,2000,2,,,,,,,,,,,,,1,60000
"24-34-12-72","6572-001-06",2,"MPUNGA",12,1,2,12,,,,,,,,,,850,1,1190,2,,,,,,,,,,,,,1,51000
"24-34-12-72","6572-001-06",3,"MPUNGA",12,2,11,12,,,,,,,,,,340,1,1190,2,,,,,,,,,,,,,2,
"56-84-52-72","6574-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,450,1,480,2,,,,,,,,,,,,,1,4500
"56-84-52-72","6574-001-01",2,"MPUNGA",12,1,2,12,,,,,,,,,,588,1,900,2,,,,,,,,,,,,,1,18000
"43-24-92-92","6577-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,720,1,720,2,,,,,,,,,,,,,1,36000
"07-75-47-36","6577-001-02",1,"MAHINDI",11,1,1,11,,,,,,,,,,200,1,200,2,,,,,,,,,,,,,1,13000
"07-75-47-36","6577-001-02",2,"MPUNGA",12,1,2,12,,,,,,,,,,75,1,120,2,,,,,,,,,,,,,1,8000
"93-19-95-83","6577-001-03",1,"MAHINDI",11,1,1,11,,,,,,,,,,400,1,500,2,,,,,,,,,,,,,1,10500
"93-19-95-83","6577-001-03",2,"MPUNGA",12,1,2,12,,,,,,,,,,263,1,375,2,,,,,,,,,,,,,1,18000
"32-45-09-37","6586-001-01",1,"MAHINDI",11,1,1,11,21,,,,,,,,,160,1,160,2,,,,,,,,,,,,,1,8000
"32-45-09-37","6586-001-01",2,"MUHOGO",21,1,1,21,,,,,,,,,,80,1,80,2,,,,,,,,,,,,,2,
"70-73-71-13","6589-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,60,1,60,2,,,,,,,,,,,,,1,8000
"80-93-26-96","6590-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,360,1,360,2,,,,,,,,,,,,,1,18000
"92-71-85-29","6592-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,220,1,220,2,,,,,,,,,,,,,1,5500
"88-82-06-53","6594-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,160,1,160,2,,,,,,,,,,,,,1,7500
"96-58-46-80","6594-001-03",1,"MAHINDI",11,1,1,11,,,,,,,,,,100,1,100,2,,,,,,,,,,,,,1,8000
"78-28-57-68","6605-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,680,1,700,2,,,,,,,,,,,,,1,6800
"72-27-12-34","6606-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,1080,1,1080,2,,,,,,,,,,,,,1,60000
"08-61-87-73","6607-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,100,1,100,2,,,,,,,,,,,,,1,12000
"62-43-05-95","6607-001-02",1,"MAHINDI",11,1,1,11,,,,,,,,,,30,1,30,2,,,,,,,,,,,,,1,1500
"49-08-77-44","6608-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,600,1,600,2,,,,,,,,,,,,,1,52500
"83-54-05-59","6608-001-06",1,"MAHINDI",11,1,1,11,,,,,,,,,,580,1,600,2,,,,,,,,,,,,,1,36000
"78-81-71-50","6608-001-08",1,"MAHINDI",11,1,1,11,,,,,,,,,,373,1,373,2,,,,,,,,,,,,,1,18650
"71-87-57-15","6609-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,180,1,180,2,,,,,,,,,,,,,1,12000
"29-94-20-90","6610-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,40,1,40,2,,,,,,,,,,,,,1,3000
"44-75-42-74","6611-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,50,1,50,2,,,,,,,,,,,,,1,2500
"19-89-88-00","6612-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,108,1,108,2,,,,,,,,,,,,,1,5400
"80-62-36-73","6624-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,72,1,72,2,,,,,,,,,,,,,1,3600
"14-86-77-33","6628-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,50,1,50,2,,,,,,,,,,,,,1,7000
"92-45-77-35","6629-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,320,1,320,2,,,,,,,,,,,,,1,3500
"16-03-32-72","6644-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,40,1,45,2,,,,,,,,,,,,,1,4500
"26-99-67-44","6649-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,130,1,130,2,,,,,,,,,,,,,1,6500
"26-99-67-44","6649-001-01",2,"ALIZETI",41,1,3,41,,,,,,,,,,20,2,100,2,,,,,,,,,,,,,1,7000
"14-03-63-51","6650-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,120,1,120,2,,,,,,,,,,,,,1,12000
"87-52-69-72","6683-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,350,1,350,2,,,,,,,,,,,,,1,32000
"51-83-22-17","6684-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,400,1,360,2,,,,,,,,,,,,,1,36000
"57-83-63-17","6686-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,196,1,280,2,,,,,,,,,,,,,1,14000
"57-83-63-17","6686-001-01",2,"PUMBA",11,2,9,11,,,,,,,,,,84,1,280,2,,,,,,,,,,,,,2,
"18-01-61-83","6700-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,240,1,240,2,,,,,,,,,,,,,1,30000
"26-96-01-74","6706-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,53,1,54,2,,,,,,,,,,,,,1,4000
"24-14-39-62","6707-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,66,1,60,2,,,,,,,,,,,,,1,15000
"24-14-39-62","6707-001-01",2,"MAHINDI",11,2,9,11,,,,,,,,,,15,1,60,2,,,,,,,,,,,,,2,
"35-74-20-29","6722-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,36,1,36,2,,,,,,,,,,,,,1,4500
"14-77-09-08","6723-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,80,1,80,2,,,,,,,,,,,,,1,10000
"92-19-80-24","6724-001-02",1,"MAHINDI",11,1,1,11,,,,,,,,,,139,1,156,2,,,,,,,,,,,,,1,20000
"92-19-80-24","6724-001-02",2,"MAHINDI",11,2,9,11,,,,,,,,,,17,1,156,2,,,,,,,,,,,,,2,
"73-10-24-17","6739-001-02",1,"MAHINDI",11,1,1,11,,,,,,,,,,180,1,180,2,,,,,,,,,,,,,1,14400
"49-49-65-83","6741-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,756,1,760,2,,,,,,,,,,,,,1,42000
"02-53-75-42","6744-001-03",1,"MAHINDI",11,1,1,11,,,,,,,,,,23,1,20,2,,,,,,,,,,,,,1,1000
"90-88-19-10","6778-001-01",1,"MPUNGA",12,1,2,12,,,,,,,,,,50,1,48,2,,,,,,,,,,,,,1,2500
"90-88-19-10","6778-001-01",2,"MPUNGA",12,2,11,12,,,,,,,,,,30,1,48,2,,,,,,,,,,,,,2,
"01-42-95-74","6795-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,100,1,100,2,,,,,,,,,,,,,1,10000
"58-57-11-79","6799-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,110,1,110,2,,,,,,,,,,,,,1,6600
"47-31-17-64","6800-001-01",1,"MUHOGO",21,1,1,21,,,,,,,,,,10,1,18,2,,,,,,,,,,,,,1,800
"31-28-73-83","6802-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,43,1,54,2,,,,,,,,,,,,,1,7500
"31-28-73-83","6802-001-01",2,"MAHINDI",11,2,9,11,,,,,,,,,,11,1,54,2,,,,,,,,,,,,,2,
"85-23-86-97","6802-001-02",1,"MAHINDI",11,1,1,11,,,,,,,,,,368,1,460,2,,,,,,,,,,,,,1,69000
"85-23-86-97","6802-001-02",2,"PUMBA ZA MAHINDI",11,2,9,11,,,,,,,,,,92,1,460,2,,,,,,,,,,,,,2,
"27-51-88-02","6840-001-01",1,"MUHOGO",21,1,1,21,,,,,,,,,,25,1,30,2,,,,,,,,,,,,,2,
"27-51-88-02","6840-001-01",2,"MUHOGO",21,2,13,21,,,,,,,,,,5,1,30,2,,,,,,,,,,,,,2,
"02-87-91-27","6858-001-01",1,"MUHOGO",21,1,1,21,,,,,,,,,,25,1,30,2,,,,,,,,,,,,,2,
"02-87-91-27","6858-001-01",2,"MUHOGO",21,2,13,21,,,,,,,,,,5,1,30,2,,,,,,,,,,,,,2,
"56-38-85-25","6875-001-01",1,"MPUNGA",12,1,2,12,,,,,,,,,,150,1,175,2,,,,,,,,,,,,,1,10000
"56-38-85-25","6875-001-01",2,"MPUNGA",12,2,11,12,,,,,,,,,,25,1,175,2,,,,,,,,,,,,,2,
"79-80-09-61","6876-001-01",1,"MUHOGO",21,1,1,21,,,,,,,,,,20,1,25,2,,,,,,,,,,,,,2,
"79-80-09-61","6876-001-01",2,"MUHOGO",21,2,13,21,,,,,,,,,,5,1,25,2,,,,,,,,,,,,,2,
"67-50-49-39","6878-001-02",1,"MPUNGA",12,1,2,12,,,,,,,,,,560,1,600,2,,,,,,,,,,,,,1,15000
"67-50-49-39","6878-001-02",2,"MPUNGA",12,2,11,12,,,,,,,,,,40,1,600,2,,,,,,,,,,,,,2,
"10-69-53-45","6888-001-02",1,"MAHINDI",11,1,1,11,,,,,,,,,,72,1,72,2,,,,,,,,,,,,,1,4000
"71-69-22-91","6893-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,157,1,314,2,,,,,,,,,,,,,1,8000
"71-69-22-91","6893-001-01",2,"MAHINDI",11,2,9,11,,,,,,,,,,157,1,314,2,,,,,,,,,,,,,2,
"11-93-82-76","6894-001-02",1,"MPUNGA",12,1,2,12,,,,,,,,,,40,1,50,2,,,,,,,,,,,,,1,5000
"11-93-82-76","6894-001-02",2,"MPUNGA",12,2,11,12,,,,,,,,,,10,1,50,2,,,,,,,,,,,,,2,
"69-09-51-68","6910-001-01",1,"MPUNGA",12,1,2,12,,,,,,,,,,180,1,225,2,,,,,,,,,,,,,2,
"69-09-51-68","6910-001-01",2,"MPUNGA",12,2,11,12,,,,,,,,,,45,1,225,2,,,,,,,,,,,,,2,
"38-40-83-55","6911-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,70,1,100,2,,,,,,,,,,,,,1,15000
"03-42-21-92","6913-001-01",1,"MPUNGA",12,1,2,12,,,,,,,,,,8,1,18,2,,,,,,,,,,,,,2,
"56-21-00-90","6916-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,4,1,5,2,,,,,,,,,,,,,1,500
"56-21-00-90","6916-001-01",2,"MAHINDI",11,2,9,11,,,,,,,,,,1,1,5,2,,,,,,,,,,,,,2,
"72-25-82-38","6930-001-01",1,"MTAMA",13,1,2,13,,,,,,,,,,116,1,116,2,,,,,,,,,,,,,2,
"06-76-01-17","6931-001-01",1,"MTAMA",13,1,1,13,,,,,,,,,,252,1,280,2,,,,,,,,,,,,,1,56000
"06-76-01-17","6931-001-01",2,"MTAMA",13,2,18,13,,,,,,,,,,28,1,280,2,,,,,,,,,,,,,2,
